case,method,h,t_final,runtime_sec,steps,total_newton_iterations,max_energy_relative_error,final_energy_relative_change,max_step_energy_increase,max_endpoint_constraint_norm,max_endpoint_velocity_constraint_norm,max_quaternion_unit_error
frictionless_long,reduced_lie_trapezoidal_fd,0.05,20,1.94591945e+00,400,1200,4.2990750787301365e-04,-5.9019159621934321e-05,1.6199798158886836e-03,3.0404709722440588e-16,4.1540741810552243e-16,2.2204460492503131e-16
frictionless_long,quaternion_gauss_lie4_endpoint_jax,0.05,20,2.14927718e+00,400,1593,1.4946732277438074e-07,1.6526442971034012e-08,1.0260079079671414e-06,1.2997502205995781e-14,3.5551598376058039e-13,1.1102230246251565e-16
frictionless_long,quaternion_gauss_lie6_endpoint_jax,0.05,20,2.35607618e+00,400,1598,1.1049376861837322e-10,-2.9217843277108548e-11,1.3797603060083929e-09,1.0114156128027534e-14,1.1899835257910566e-13,2.2204460492503131e-16
