case,solver,pattern_source,h,status,error_message,steps,runtime_sec,pattern_build_sec,total_newton_iterations,total_linear_solves,total_jacobian_assemblies,total_residual_eval_sec,total_jacobian_eval_sec,total_linear_solve_sec,avg_jacobian_eval_sec,avg_linear_solve_sec,pattern_nnz,pattern_density,pattern_extra_vs_warmup,pattern_missing_vs_warmup,colors,avg_jvp_dispatches,avg_seed_vectors,max_linear_residual_norm,max_pattern_missing_abs,max_batched_dense_relative_error,orientation_error_vs_dense_rad,omega_error_vs_dense,max_endpoint_constraint_norm,max_endpoint_velocity_constraint_norm,max_stage_pivot_acceleration_constraint_norm,max_stage_axis_acceleration_constraint_norm,max_quaternion_unit_error
double_revolute_smooth,dense_jacfwd_csr,dense,0.02,ok,,3,7.59005890e-02,0.00000000e+00,12,9,9,1.1780644068494439e-02,3.0054870934691280e-02,2.9295790009200573e-03,3.3394301038545868e-03,3.2550877788000635e-04,582,3.0560806553245116e-02,,,11,0.0000000000000000e+00,0.0000000000000000e+00,1.8472096161144240e-14,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.1257310251576976e-14,5.7897102649854814e-13,8.2871006764575876e-13,0.0000000000000000e+00,0.0000000000000000e+00
double_revolute_smooth,batched_colored_warmup_pattern,warmup_union,0.02,ok,,3,4.99168490e-02,9.52310600e-01,12,9,9,6.4538179431110620e-03,7.1958629996515810e-03,1.9377210992388427e-03,7.9954033329462015e-04,2.1530234435987141e-04,582,3.0560806553245116e-02,,,11,1.0000000000000000e+00,1.1000000000000000e+01,1.8481627838958534e-14,2.0400940424670543e-16,4.5133965236074102e-18,8.2994184803992060e-54,1.1102230246251565e-16,2.1257310251576976e-14,5.7899988349169216e-13,8.2955677183371045e-13,0.0000000000000000e+00,0.0000000000000000e+00
double_revolute_smooth,batched_colored_block_symbolic,block_symbolic,0.02,ok,,3,1.01924108e-01,0.00000000e+00,12,9,9,1.9830166944302619e-02,1.7873060947749764e-02,2.2829279187135398e-03,1.9858956608610847e-03,2.5365865763483778e-04,1755,9.2155009451795847e-02,,,34,1.0000000000000000e+00,3.4000000000000000e+01,1.8472096161144240e-14,0.0000000000000000e+00,3.7992805245260790e-18,0.0000000000000000e+00,0.0000000000000000e+00,2.1257310251576976e-14,5.7897102649854814e-13,8.2871006764575876e-13,0.0000000000000000e+00,0.0000000000000000e+00
double_revolute_smooth,batched_colored_jvp_pruned,jvp_pruned_from_block,0.02,ok,,3,9.09819150e-02,5.33928140e-02,12,9,9,1.8089974066242576e-02,1.9819908950012177e-02,2.0296929869800806e-03,2.2022121055569085e-03,2.2552144299778674e-04,582,3.0560806553245116e-02,,,11,1.0000000000000000e+00,1.1000000000000000e+01,1.8481627838958534e-14,2.0400940424670543e-16,4.5133965236074102e-18,8.2994184803992060e-54,1.1102230246251565e-16,2.1257310251576976e-14,5.7899988349169216e-13,8.2955677183371045e-13,0.0000000000000000e+00,0.0000000000000000e+00
double_revolute_sharp,dense_jacfwd_csr,dense,0.02,ok,,3,8.37009920e-02,0.00000000e+00,13,10,10,2.6829928974620998e-02,2.7408497873693705e-02,2.5231110048480332e-03,2.7408497873693703e-03,2.5231110048480333e-04,582,3.0560806553245116e-02,,,11,0.0000000000000000e+00,0.0000000000000000e+00,1.6808332533945420e-14,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.1354367043783689e-14,1.0538297283127725e-11,1.1933513528566256e-13,0.0000000000000000e+00,0.0000000000000000e+00
double_revolute_sharp,batched_colored_warmup_pattern,warmup_union,0.02,ok,,3,4.59694770e-02,1.08224601e+00,13,10,10,5.7247229269705713e-03,6.7399490508250892e-03,1.9560699583962560e-03,6.7399490508250896e-04,1.9560699583962560e-04,582,3.0560806553245116e-02,,,11,1.0000000000000000e+00,1.1000000000000000e+01,1.6808332533945420e-14,2.0287821276504815e-16,4.5307344977038541e-18,0.0000000000000000e+00,0.0000000000000000e+00,3.1354367043783689e-14,1.0538297283127725e-11,1.1933513528566256e-13,0.0000000000000000e+00,0.0000000000000000e+00
double_revolute_sharp,batched_colored_block_symbolic,block_symbolic,0.02,ok,,3,5.99750170e-02,0.00000000e+00,13,10,10,1.4312913117464632e-02,6.6345630330033600e-03,2.2945799864828587e-03,6.6345630330033600e-04,2.2945799864828586e-04,1755,9.2155009451795847e-02,,,34,1.0000000000000000e+00,3.4000000000000000e+01,1.6808332533945420e-14,0.0000000000000000e+00,3.8021957629824625e-18,0.0000000000000000e+00,0.0000000000000000e+00,3.1354367043783689e-14,1.0538297283127725e-11,1.1933513528566256e-13,0.0000000000000000e+00,0.0000000000000000e+00
double_revolute_sharp,batched_colored_jvp_pruned,jvp_pruned_from_block,0.02,ok,,3,5.61069260e-02,6.67355060e-02,13,10,10,3.4697910887189209e-03,1.0309207020327449e-02,3.8460909854620695e-03,1.0309207020327449e-03,3.8460909854620695e-04,582,3.0560806553245116e-02,,,11,1.0000000000000000e+00,1.1000000000000000e+01,1.6808332533945420e-14,2.0287821276504815e-16,4.5307344977038541e-18,0.0000000000000000e+00,0.0000000000000000e+00,3.1354367043783689e-14,1.0538297283127725e-11,1.1933513528566256e-13,0.0000000000000000e+00,0.0000000000000000e+00
