case,h,reference_h,steps,source_sign,status,error_message,reference_completed,reference_error_message,trajectory_completed,position_error_vs_source_insertion_reference,velocity_error_vs_source_insertion_reference,max_source_insertion_residual_norm,max_terminal_velocity_closure_residual_norm,max_terminal_endpoint_constraint_norm,max_terminal_endpoint_velocity_constraint_norm,max_lower_pair_inserted_block_norm,max_terminal_lower_pair_inserted_row_norm,max_retained_lower_pair_inserted_row_norm,max_terminal_source_row_norm,max_normalized_source_norm,max_source_lifted_norm,max_terminal_source_reconstruction_relative_error,min_jacobian_rank,max_raw_jacobian_condition,max_scaled_jacobian_condition,max_condition_reduction_raw_to_scaled,max_raw_linear_residual_norm,max_scaled_linear_residual_norm,initial_z0_residual_norm,initial_z0_jacobian_rank,initial_z0_jacobian_condition,initial_z0_norm,max_terminal_z0_update_delta_norm,max_terminal_z0_norm,max_terminal_vs_gauss_position_delta_norm,max_terminal_vs_gauss_velocity_delta_norm,source_ready_step_count,source_insertion_converged_step_count,bootstrap_step_count,recurrent_step_count,total_newton_iterations,total_closure_newton_iterations,total_source_insertion_newton_iterations,max_newton_iterations,position_observed_order,velocity_observed_order,linear_solve_policy,output_policy,start_z0_policy,source_policy,trajectory_h_sweep_present,accepted_h_sweep_present,full_tfe_stage_replacement,blocking_gap,notes
cylindrical_smooth,0.04,0.005,2,-1,paper_tfe_lower_pair_terminal_source_insertion_trajectory_failure_quantified_not_accepted,reference run failed: paper terminal velocity-closure Newton failed residual=7.438e+69,False,paper terminal velocity-closure Newton failed residual=7.438e+69,True,nan,nan,6.2562849640203785e-13,1.9370695408172326e-12,6.4515894213467878e-07,4.0217598709379191e-05,8.2534276471928179e-16,4.9117162981473775e-16,6.6328056608014829e-16,1.2717924058280235e-04,1.2065282139965266e-03,2.4130564279930533e-04,0.0000000000000000e+00,132,1.9862396462757483e+08,9.6359271421698941e+03,2.1962495108914220e+04,1.9806333199419250e-14,3.8184080565964612e-15,4.4087858519822445e-15,20,1.6575151823470364e+01,1.9456826690375223e+01,2.0362864377809355e+00,1.9456826690375223e+01,3.1937596407742132e-03,1.4077476958102094e-02,2,2,0,2,18,8,5,5,nan,nan,iterative_equilibrated,raw_terminal_paper_lobatto_node_no_endpoint_projection,consistent_initial_acceleration_then_recurrent_terminal_z,per_step_terminal_velocity_closure_source_normalized_by_sqrt_h_b_terminal,True,False,False,"This runs the normalized source-inserted lower-pair residual over a trajectory h-sweep, but it is still sourced from the terminal velocity-closure diagnostic and is not an accepted independent full-TFE stage replacement.","Uses the best one-step source sign and a per-step normalized terminal source, then compares h=[0.04,0.02,0.01] trajectories to the same policy at h=0.005."
cylindrical_smooth,0.02,0.005,4,-1,paper_tfe_lower_pair_terminal_source_insertion_trajectory_failure_quantified_not_accepted,reference run failed: paper terminal velocity-closure Newton failed residual=7.438e+69,False,paper terminal velocity-closure Newton failed residual=7.438e+69,True,nan,nan,6.1264340123232952e-12,3.1250992872650460e-12,9.9989505377314722e-06,1.3627933488585384e-03,4.2932635269617871e-12,2.7357119598884900e-12,3.3087749673351068e-12,6.0945971953693797e-03,8.1767601745953003e-02,1.1563685135184871e-02,0.0000000000000000e+00,132,1.5982691023078380e+09,2.8599513140534142e+04,6.6853784934586831e+04,4.0009251988665287e-14,3.8184080565964612e-15,4.4087858519822445e-15,20,1.6575151823470364e+01,1.9456826690375223e+01,1.2628617721855910e+00,1.9456826690375223e+01,8.0381261297277767e-04,4.0556295211720385e-03,4,4,0,4,31,16,10,5,nan,nan,iterative_equilibrated,raw_terminal_paper_lobatto_node_no_endpoint_projection,consistent_initial_acceleration_then_recurrent_terminal_z,per_step_terminal_velocity_closure_source_normalized_by_sqrt_h_b_terminal,True,False,False,"This runs the normalized source-inserted lower-pair residual over a trajectory h-sweep, but it is still sourced from the terminal velocity-closure diagnostic and is not an accepted independent full-TFE stage replacement.","Uses the best one-step source sign and a per-step normalized terminal source, then compares h=[0.04,0.02,0.01] trajectories to the same policy at h=0.005."
cylindrical_smooth,0.01,0.005,8,-1,paper_tfe_lower_pair_terminal_source_insertion_trajectory_failure_quantified_not_accepted,reference run failed: paper terminal velocity-closure Newton failed residual=7.438e+69,False,paper terminal velocity-closure Newton failed residual=7.438e+69,True,nan,nan,9.7477789171242955e-12,9.7339065946391795e-12,1.8196001282395593e-02,4.9625360168974577e+00,5.1986177763590542e-13,1.2413068045262925e-13,5.1986177763590542e-13,3.1385822727222838e+01,5.9550411633781073e+02,5.9550411633781074e+01,0.0000000000000000e+00,132,1.2787752787100365e+10,7.9939012811282184e+04,3.5171673478586302e+05,1.3016290808749563e-13,1.1515772997779967e-14,4.4087858519822445e-15,20,1.6575151823470364e+01,1.9456826690375223e+01,6.6613338139984978e+02,6.1247127739256746e+02,2.0138320357231590e-04,3.9676232963837627e-02,8,8,0,8,63,33,25,5,nan,nan,iterative_equilibrated,raw_terminal_paper_lobatto_node_no_endpoint_projection,consistent_initial_acceleration_then_recurrent_terminal_z,per_step_terminal_velocity_closure_source_normalized_by_sqrt_h_b_terminal,True,False,False,"This runs the normalized source-inserted lower-pair residual over a trajectory h-sweep, but it is still sourced from the terminal velocity-closure diagnostic and is not an accepted independent full-TFE stage replacement.","Uses the best one-step source sign and a per-step normalized terminal source, then compares h=[0.04,0.02,0.01] trajectories to the same policy at h=0.005."
cylindrical_sharp,0.04,0.005,2,-1,paper_tfe_lower_pair_terminal_source_insertion_trajectory_failure_quantified_not_accepted,reference run failed: paper terminal velocity-closure Newton failed residual=2.254e+22,False,paper terminal velocity-closure Newton failed residual=2.254e+22,True,nan,nan,7.2157508354958526e-13,1.1194863870197538e-12,1.2195118789139119e-06,7.9945056072760511e-05,7.5194956072136705e-16,2.9989431546187938e-16,7.1276798146603657e-16,2.5280866052698254e-04,2.3983535384447053e-03,4.7967070768894105e-04,0.0000000000000000e+00,132,1.9094588719647920e+08,9.9919235264175823e+03,2.4300318767779452e+04,1.9212280982573296e-14,4.4061678072136439e-15,5.9415067247857465e-15,20,1.6511184154789674e+01,1.9347419632600847e+01,2.7227209694167365e+00,1.9370353481736920e+01,3.1717453986737226e-03,1.9293645324006965e-02,2,2,0,2,19,9,5,5,nan,nan,iterative_equilibrated,raw_terminal_paper_lobatto_node_no_endpoint_projection,consistent_initial_acceleration_then_recurrent_terminal_z,per_step_terminal_velocity_closure_source_normalized_by_sqrt_h_b_terminal,True,False,False,"This runs the normalized source-inserted lower-pair residual over a trajectory h-sweep, but it is still sourced from the terminal velocity-closure diagnostic and is not an accepted independent full-TFE stage replacement.","Uses the best one-step source sign and a per-step normalized terminal source, then compares h=[0.04,0.02,0.01] trajectories to the same policy at h=0.005."
cylindrical_sharp,0.02,0.005,4,-1,paper_tfe_lower_pair_terminal_source_insertion_trajectory_failure_quantified_not_accepted,reference run failed: paper terminal velocity-closure Newton failed residual=2.254e+22,False,paper terminal velocity-closure Newton failed residual=2.254e+22,True,nan,nan,3.4997742129865019e-12,2.8514974737355865e-12,1.4865407815712589e-05,2.0198631424204676e-03,5.3380778476812676e-16,2.9195970593705121e-16,5.1695300438601989e-16,9.0331038787663121e-03,1.2119180592443096e-01,1.7139109558681826e-02,0.0000000000000000e+00,132,1.5486931835403235e+09,2.8386541203865418e+04,7.3232642810593432e+04,3.8873083765080179e-14,4.4061678072136439e-15,5.9415067247857465e-15,20,1.6511184154789674e+01,1.9347419632600847e+01,3.2366545986288870e+00,1.9448897489088065e+01,7.9263490016044777e-04,1.1937244530155619e-02,4,4,0,4,33,17,11,5,nan,nan,iterative_equilibrated,raw_terminal_paper_lobatto_node_no_endpoint_projection,consistent_initial_acceleration_then_recurrent_terminal_z,per_step_terminal_velocity_closure_source_normalized_by_sqrt_h_b_terminal,True,False,False,"This runs the normalized source-inserted lower-pair residual over a trajectory h-sweep, but it is still sourced from the terminal velocity-closure diagnostic and is not an accepted independent full-TFE stage replacement.","Uses the best one-step source sign and a per-step normalized terminal source, then compares h=[0.04,0.02,0.01] trajectories to the same policy at h=0.005."
cylindrical_sharp,0.01,0.005,8,-1,paper_tfe_lower_pair_terminal_source_insertion_trajectory_failure_quantified_not_accepted,reference run failed: paper terminal velocity-closure Newton failed residual=2.254e+22,False,paper terminal velocity-closure Newton failed residual=2.254e+22,True,nan,nan,8.8458862319710402e-12,9.6823994859770152e-12,2.7175602162149620e-02,7.4115080283076882e+00,9.8441545414703563e-13,1.7001988836519320e-14,9.8441545414703563e-13,4.6874463922539789e+01,8.8938042056769734e+02,8.8938042056769746e+01,0.0000000000000000e+00,132,1.2514459580416653e+10,7.7554107574494134e+04,3.1997743109033431e+05,1.0798770390341929e-13,8.1270622600971778e-15,5.9415067247857465e-15,20,1.6511184154789674e+01,1.9347419632600847e+01,9.9558475764058494e+02,9.1414747522611208e+02,2.0259382265584095e-04,5.8763542097066392e-02,8,8,0,8,66,33,28,6,nan,nan,iterative_equilibrated,raw_terminal_paper_lobatto_node_no_endpoint_projection,consistent_initial_acceleration_then_recurrent_terminal_z,per_step_terminal_velocity_closure_source_normalized_by_sqrt_h_b_terminal,True,False,False,"This runs the normalized source-inserted lower-pair residual over a trajectory h-sweep, but it is still sourced from the terminal velocity-closure diagnostic and is not an accepted independent full-TFE stage replacement.","Uses the best one-step source sign and a per-step normalized terminal source, then compares h=[0.04,0.02,0.01] trajectories to the same policy at h=0.005."
