case,solver,h,status,error_message,steps,runtime_sec,pattern_build_sec,dense_validation_pattern_sec,total_newton_iterations,total_linear_solves,total_jacobian_assemblies,total_residual_eval_sec,total_jacobian_eval_sec,total_linear_solve_sec,avg_jacobian_eval_sec,avg_linear_solve_sec,pattern_nnz,pattern_density,colors,row_colors,pattern_missing_vs_dense,pattern_extra_vs_dense,position_error_vs_dense,velocity_error_vs_dense,max_linear_residual_norm,max_endpoint_constraint_norm,max_endpoint_velocity_constraint_norm,max_stage_position_acceleration_constraint_norm,max_stage_orientation_acceleration_constraint_norm,max_quaternion_unit_error
cylindrical_smooth,dense_jacfwd_csr,0.02,ok,,4,1.06095428e-01,0.00000000e+00,1.48239653e+00,24,20,20,8.6333554936572909e-03,1.7976930947043002e-02,4.8758892808109522e-03,8.9884654735215006e-04,2.4379446404054761e-04,2637,1.5134297520661158e-01,90,60,0,0,0.0000000000000000e+00,0.0000000000000000e+00,2.3306442626925018e-13,9.1963610668061146e-14,1.1828725941780504e-16,1.9100999153570945e-15,4.6794492582590464e-15,0.0000000000000000e+00
cylindrical_smooth,generated_block_jvp_pruned,0.02,ok,,4,1.24059078e-01,3.59963105e+00,1.48239653e+00,24,20,20,8.9573981240391731e-03,3.8552709622308612e-02,5.6210919283330441e-03,1.9276354811154305e-03,2.8105459641665221e-04,2637,1.5134297520661158e-01,90,60,0,0,2.7755575615628914e-17,5.0515910130503314e-17,1.9979442197325128e-13,9.1963610668061146e-14,9.7808033421303751e-17,2.1868857395626282e-15,5.0238450835407547e-15,0.0000000000000000e+00
cylindrical_smooth,row_vjp_pruned,0.02,ok,,4,1.26704295e-01,3.59963105e+00,1.48239653e+00,24,20,20,9.7400961676612496e-03,3.7395410239696503e-02,5.1568064372986555e-03,1.8697705119848252e-03,2.5784032186493278e-04,2637,1.5134297520661158e-01,90,60,0,0,0.0000000000000000e+00,7.2444179189602378e-17,2.4740008217021448e-13,9.1963610668061146e-14,1.1456028440726698e-16,1.8971499361070188e-15,5.5028065373615188e-15,0.0000000000000000e+00
cylindrical_sharp,dense_jacfwd_csr,0.02,ok,,4,1.10231000e-01,0.00000000e+00,1.39667891e+00,25,21,21,9.5184221863746643e-03,2.2445078939199448e-02,6.0782218351960182e-03,1.0688132828190213e-03,2.8943913500933418e-04,2637,1.5134297520661158e-01,90,60,0,0,0.0000000000000000e+00,0.0000000000000000e+00,2.6066365583374389e-13,9.3781198224608634e-14,1.8690986808578665e-16,1.6011864169946884e-15,7.0724119041548773e-15,2.2204460492503131e-16
cylindrical_sharp,generated_block_jvp_pruned,0.02,ok,,4,1.30009834e-01,7.65525950e-02,1.39667891e+00,25,21,21,8.9726872975006700e-03,4.0665517793968320e-02,5.4108819458633661e-03,1.9364532282842056e-03,2.5766104504111267e-04,2637,1.5134297520661158e-01,90,60,0,0,0.0000000000000000e+00,4.1633363423443370e-17,2.1732399887609428e-13,9.3781198224608634e-14,1.8521888806168426e-16,1.8310267194088950e-15,5.5845995298289672e-15,2.2204460492503131e-16
cylindrical_sharp,row_vjp_pruned,0.02,ok,,4,1.29751271e-01,7.65525950e-02,1.39667891e+00,25,21,21,9.1071479255333543e-03,3.9354723179712892e-02,5.6747653288766742e-03,1.8740344371291854e-03,2.7022692042269876e-04,2637,1.5134297520661158e-01,90,60,0,0,0.0000000000000000e+00,3.3993498887762956e-17,2.6595291222284104e-13,9.3781198224608634e-14,1.7789302415700962e-16,1.8073121439532109e-15,5.0501189720249794e-15,2.2204460492503131e-16
