model,mapping_scope,method,h,reference,reference_h,t_final,status,error_message,steps,runtime_sec,reference_runtime_sec,body_count,constraint_count,generalized_dim,dp1_count,dp2_count,cd_count,d_count,total_newton_iterations,max_newton_iterations,max_step_correction_norm,pos_traj_linf,vel_traj_linf,acc_traj_linf,max_position_constraint_norm,max_velocity_constraint_norm,max_acceleration_constraint_norm,max_so3_fro,min_singular_value,max_condition_number,pos_observed_order,vel_observed_order,acc_observed_order,notes
four_link,four_slider_exact_closed_loop_kinematic_fullva,local_phi_phiq_kinematic_fullva_newton,0.02,local_kinematic_fullva_h0.001,0.001,0.2,ok,,10,2.66981820e-02,5.02001207e-01,3,18,18,6,0,12,0,45,5,1.9852317438493233e-01,8.4376949871511897e-15,1.6875389974302379e-14,1.7763568394002505e-14,5.2181054950060110e-15,1.7268664684808598e-15,9.5209311455583436e-15,1.0962488116565350e-15,7.9203671948972265e-02,1.1690799442611528e+02,-7.2194954667581870e-02,1.9237073907319251e-02,-8.8276737318149412e-01,"Local closed-loop kinematic FullVA stepper for the fully constrained ASME four_link and slider_crank graphs. At each output time it solves Phi(q,t)=0 by Newton, projects rotations onto SO(3), then solves Phi_q qdot=nu and Phi_q qdd=gamma. Because these two ASME examples are driven kinematic closed loops with nc=6*nb, the h-sweep is a nested sampling/reproducibility check rather than a dynamic integration order claim."
four_link,four_slider_exact_closed_loop_kinematic_fullva,local_phi_phiq_kinematic_fullva_newton,0.01,local_kinematic_fullva_h0.001,0.001,0.2,ok,,20,5.91700150e-02,5.02001207e-01,3,18,18,6,0,12,0,84,4,9.9310590974156066e-02,5.3290705182007514e-15,1.0214051826551440e-14,3.9079850466805510e-14,6.7443344697345748e-15,2.1218451021113957e-15,1.0523719661889688e-14,1.0417335480045955e-15,7.9203671948972265e-02,1.1690799442611528e+02,-7.2194954667581870e-02,1.9237073907319251e-02,-8.8276737318149412e-01,"Local closed-loop kinematic FullVA stepper for the fully constrained ASME four_link and slider_crank graphs. At each output time it solves Phi(q,t)=0 by Newton, projects rotations onto SO(3), then solves Phi_q qdot=nu and Phi_q qdd=gamma. Because these two ASME examples are driven kinematic closed loops with nc=6*nb, the h-sweep is a nested sampling/reproducibility check rather than a dynamic integration order claim."
four_link,four_slider_exact_closed_loop_kinematic_fullva,local_phi_phiq_kinematic_fullva_newton,0.005,local_kinematic_fullva_h0.001,0.001,0.2,ok,,40,1.12857916e-01,5.02001207e-01,3,18,18,6,0,12,0,164,4,4.9661422093478833e-02,9.3258734068513149e-15,1.6431300764452317e-14,6.0396132539608516e-14,6.6244709543139300e-15,2.9790718040763107e-15,7.8898122468476068e-15,1.4226258339522945e-15,7.9203671948972265e-02,1.1690799442611528e+02,-7.2194954667581870e-02,1.9237073907319251e-02,-8.8276737318149412e-01,"Local closed-loop kinematic FullVA stepper for the fully constrained ASME four_link and slider_crank graphs. At each output time it solves Phi(q,t)=0 by Newton, projects rotations onto SO(3), then solves Phi_q qdot=nu and Phi_q qdd=gamma. Because these two ASME examples are driven kinematic closed loops with nc=6*nb, the h-sweep is a nested sampling/reproducibility check rather than a dynamic integration order claim."
slider_crank,four_slider_exact_closed_loop_kinematic_fullva,local_phi_phiq_kinematic_fullva_newton,0.02,local_kinematic_fullva_h0.001,0.001,0.2,ok,,10,3.54036030e-02,6.63081704e-01,3,18,18,7,4,6,1,52,5,1.3805861389216620e-01,5.5511151231257827e-16,9.9920072216264089e-16,8.8817841970012523e-15,8.9755228868478836e-16,1.2548878776561525e-16,6.8568771877111369e-16,7.7510770434289130e-16,7.2533659571162007e-02,4.3610818032670949e+01,-3.1613410774975498e-01,-1.4475330859748800e-01,-7.6802645012010740e-01,"Local closed-loop kinematic FullVA stepper for the fully constrained ASME four_link and slider_crank graphs. At each output time it solves Phi(q,t)=0 by Newton, projects rotations onto SO(3), then solves Phi_q qdot=nu and Phi_q qdd=gamma. Because these two ASME examples are driven kinematic closed loops with nc=6*nb, the h-sweep is a nested sampling/reproducibility check rather than a dynamic integration order claim."
slider_crank,four_slider_exact_closed_loop_kinematic_fullva,local_phi_phiq_kinematic_fullva_newton,0.01,local_kinematic_fullva_h0.001,0.001,0.2,ok,,20,6.20584780e-02,6.63081704e-01,3,18,18,7,4,6,1,89,5,6.7728204029518166e-02,6.3837823915946501e-16,1.1379786002407855e-15,1.2434497875801753e-14,5.5975230077037272e-16,4.7577000319699484e-16,8.4381058327089094e-16,1.0413382365439278e-15,7.2460638168835773e-02,4.3656759083309396e+01,-3.1613410774975498e-01,-1.4475330859748800e-01,-7.6802645012010740e-01,"Local closed-loop kinematic FullVA stepper for the fully constrained ASME four_link and slider_crank graphs. At each output time it solves Phi(q,t)=0 by Newton, projects rotations onto SO(3), then solves Phi_q qdot=nu and Phi_q qdd=gamma. Because these two ASME examples are driven kinematic closed loops with nc=6*nb, the h-sweep is a nested sampling/reproducibility check rather than a dynamic integration order claim."
slider_crank,four_slider_exact_closed_loop_kinematic_fullva,local_phi_phiq_kinematic_fullva_newton,0.005,local_kinematic_fullva_h0.001,0.001,0.2,ok,,40,1.15094745e-01,6.63081704e-01,3,18,18,7,4,6,1,163,4,3.3591771381961497e-02,8.6042284408449632e-16,1.2212453270876722e-15,2.5757174171303632e-14,8.9904388386428070e-16,4.5694126668841374e-16,1.2039530823061351e-15,1.4529094046998060e-15,7.2460638168836314e-02,4.3656759083309090e+01,-3.1613410774975498e-01,-1.4475330859748800e-01,-7.6802645012010740e-01,"Local closed-loop kinematic FullVA stepper for the fully constrained ASME four_link and slider_crank graphs. At each output time it solves Phi(q,t)=0 by Newton, projects rotations onto SO(3), then solves Phi_q qdot=nu and Phi_q qdd=gamma. Because these two ASME examples are driven kinematic closed loops with nc=6*nb, the h-sweep is a nested sampling/reproducibility check rather than a dynamic integration order claim."
