case,h,reference_h,steps,status,error_message,reference_completed,trajectory_completed,position_error_vs_source_free_mean_velocity_reference,velocity_error_vs_source_free_mean_velocity_reference,max_residual_norm,max_source_consistency_row_norm,max_mean_velocity_closure_row_norm,max_source_free_lower_pair_row_norm,max_paper_kinematic_row_norm,max_paper_newton_euler_row_norm,max_raw_terminal_endpoint_constraint_norm,max_raw_terminal_endpoint_velocity_constraint_norm,max_terminal_vs_gauss_position_delta_norm,max_terminal_vs_gauss_velocity_delta_norm,min_jacobian_rank,max_raw_jacobian_condition,max_scaled_jacobian_condition,max_condition_reduction_raw_to_scaled,max_raw_linear_residual_norm,max_scaled_linear_residual_norm,initial_z0_residual_norm,initial_z0_jacobian_rank,initial_z0_jacobian_condition,initial_z0_norm,max_terminal_z0_update_delta_norm,max_terminal_z0_norm,total_newton_iterations,max_newton_iterations,position_observed_order,velocity_observed_order,row_families_substituted,stage_rows_substituted,source_consistency_rows,mean_velocity_closure_rows,source_free_lower_pair_rows,lower_pair_row_formula,linear_solve_policy,output_policy,start_z0_policy,external_endpoint_source_removed,endpoint_boundary_source_removed,terminal_row_replacement_used,projection_used,trajectory_h_sweep_present,accepted_h_sweep_present,full_tfe_stage_replacement,blocking_gap,notes
cylindrical_smooth,0.04,0.005,2,paper_tfe_lower_pair_source_free_mean_velocity_closure_solved_order_limited_not_full_tfe,,True,True,8.7545904540125466e-08,1.2000565373304358e-05,2.8109428451435089e-12,9.0365377538175396e-16,2.2970449984014716e-17,9.0394567720309703e-16,1.4289077086836382e-12,2.4206655327843563e-12,4.1791959087723561e-08,2.3017282038122799e-06,3.1937596171314878e-03,1.4077475192081815e-02,132,2.5746116703031257e+07,1.2096357891018993e+03,2.4136368794494396e+04,2.7778453641868272e-14,3.8184080565964612e-15,4.4087858519822445e-15,20,1.6575151823470364e+01,1.9456826690375223e+01,2.0361057900148927e+00,1.9456826690375223e+01,13,5,3.5124241115945551e+00,4.4477483539784020e+00,6,132,16,8,24,centered_acceleration_source_consistency_plus_stage_velocity_mean_closure,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,True,True,False,False,True,False,False,"The 8-row mean-source closure is now supplied by a paper-stage velocity mean row, but the h-sweep is still order-limited and the raw endpoint velocity residual is not yet an accepted full-TFE closure.","Lower-pair rows are 16 centered acceleration source-consistency equations plus 8 quadrature-weighted paper-stage velocity mean-closure equations. No endpoint source, terminal-row replacement, or velocity projection is used."
cylindrical_smooth,0.02,0.005,4,paper_tfe_lower_pair_source_free_mean_velocity_closure_solved_order_limited_not_full_tfe,,True,True,4.2512974633743210e-09,4.3066450870862321e-08,3.8309143528650846e-12,1.2971806374851842e-15,2.0395907823503786e-17,1.2973063078455197e-15,3.8309143033991767e-12,1.0385485419699959e-15,6.4993040288464177e-09,7.8826646552164740e-07,8.0381261259292419e-04,4.0560726768714183e-03,132,2.0624853219920531e+08,3.2270334472969762e+03,7.7784628628844977e+04,3.6702771699788037e-14,3.8184080565964612e-15,4.4087858519822445e-15,20,1.6575151823470364e+01,1.9456826690375223e+01,1.2441314378712109e+00,1.9456826690375223e+01,21,5,3.5124241115945551e+00,4.4477483539784020e+00,6,132,16,8,24,centered_acceleration_source_consistency_plus_stage_velocity_mean_closure,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,True,True,False,False,True,False,False,"The 8-row mean-source closure is now supplied by a paper-stage velocity mean row, but the h-sweep is still order-limited and the raw endpoint velocity residual is not yet an accepted full-TFE closure.","Lower-pair rows are 16 centered acceleration source-consistency equations plus 8 quadrature-weighted paper-stage velocity mean-closure equations. No endpoint source, terminal-row replacement, or velocity projection is used."
cylindrical_smooth,0.01,0.005,8,paper_tfe_lower_pair_source_free_mean_velocity_closure_solved_order_limited_not_full_tfe,,True,True,6.7227320860882523e-10,2.5199409943475223e-08,8.1340031778287478e-12,5.8318464729054096e-16,1.8346488205080077e-17,5.8347315830709110e-16,8.1340031662550919e-12,4.5909267704038079e-16,1.5645338735184419e-09,4.3040205499849623e-07,2.0138320356622810e-04,1.0125511945294765e-03,132,1.6494794723849642e+09,8.7650710214768278e+03,2.4734238321040163e+05,8.4391858321048857e-14,3.8184080565964612e-15,4.4087858519822445e-15,20,1.6575151823470364e+01,1.9456826690375223e+01,6.2839060800405622e-01,1.9456826690375223e+01,37,5,3.5124241115945551e+00,4.4477483539784020e+00,6,132,16,8,24,centered_acceleration_source_consistency_plus_stage_velocity_mean_closure,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,True,True,False,False,True,False,False,"The 8-row mean-source closure is now supplied by a paper-stage velocity mean row, but the h-sweep is still order-limited and the raw endpoint velocity residual is not yet an accepted full-TFE closure.","Lower-pair rows are 16 centered acceleration source-consistency equations plus 8 quadrature-weighted paper-stage velocity mean-closure equations. No endpoint source, terminal-row replacement, or velocity projection is used."
cylindrical_sharp,0.04,0.005,2,paper_tfe_lower_pair_source_free_mean_velocity_closure_solved_order_limited_not_full_tfe,,True,True,2.2903733456502152e-05,7.7500359989191709e-04,7.1928088844468464e-13,6.1581240354154814e-16,2.1407236642596722e-17,6.1585497017206834e-16,7.1928018285119664e-13,3.5634078512266127e-14,4.5044029173190771e-08,1.0608082736897238e-05,3.1717462639125516e-03,1.9293574493551482e-02,132,2.6130555965392046e+07,1.6908877158577302e+03,1.7936503868402393e+04,1.9430993065492119e-14,4.4061678072136439e-15,5.9415067247857465e-15,20,1.6511184154789674e+01,1.9347419632600847e+01,2.7224004801140258e+00,1.9370353938134361e+01,14,5,2.5545206518532031e+00,1.9178419801939592e+00,6,132,16,8,24,centered_acceleration_source_consistency_plus_stage_velocity_mean_closure,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,True,True,False,False,True,False,False,"The 8-row mean-source closure is now supplied by a paper-stage velocity mean row, but the h-sweep is still order-limited and the raw endpoint velocity residual is not yet an accepted full-TFE closure.","Lower-pair rows are 16 centered acceleration source-consistency equations plus 8 quadrature-weighted paper-stage velocity mean-closure equations. No endpoint source, terminal-row replacement, or velocity projection is used."
cylindrical_sharp,0.02,0.005,4,paper_tfe_lower_pair_source_free_mean_velocity_closure_solved_order_limited_not_full_tfe,,True,True,1.8933373955112026e-06,1.0613694227374121e-03,4.6005472968252007e-12,1.2601905766484177e-15,8.6903778654129212e-18,1.2602205410724407e-15,4.6005472587529892e-12,1.0111987404004509e-13,2.9034530685183193e-08,2.8406468168524061e-06,7.9263568553821504e-04,1.1938862643957476e-02,132,2.0415850997541729e+08,3.6468543355888164e+03,7.3350169164336286e+04,2.8690789568690463e-14,4.4061678072136439e-15,5.9415067247857465e-15,20,1.6511184154789674e+01,1.9347419632600847e+01,3.2156523437154627e+00,1.9449725544881449e+01,22,5,2.5545206518532031e+00,1.9178419801939592e+00,6,132,16,8,24,centered_acceleration_source_consistency_plus_stage_velocity_mean_closure,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,True,True,False,False,True,False,False,"The 8-row mean-source closure is now supplied by a paper-stage velocity mean row, but the h-sweep is still order-limited and the raw endpoint velocity residual is not yet an accepted full-TFE closure.","Lower-pair rows are 16 centered acceleration source-consistency equations plus 8 quadrature-weighted paper-stage velocity mean-closure equations. No endpoint source, terminal-row replacement, or velocity projection is used."
cylindrical_sharp,0.01,0.005,8,paper_tfe_lower_pair_source_free_mean_velocity_closure_solved_order_limited_not_full_tfe,,True,True,6.6363854031570795e-07,5.4280994241526249e-05,8.0462534952112701e-12,6.6109447857136998e-16,1.0898350383243664e-17,6.6110844351440156e-16,8.0462534560452600e-12,6.2584191410123882e-16,8.9389121040355561e-09,6.0644080949538430e-07,2.0235754779295646e-04,6.1298918844306053e-03,132,1.6115282188553212e+09,9.1417460210522040e+03,2.4576774019033098e+05,8.3418300314980234e-14,4.4061678072136439e-15,5.9415067247857465e-15,20,1.6511184154789674e+01,1.9347419632600847e+01,3.4305790498568238e+00,1.9500570642321929e+01,38,5,2.5545206518532031e+00,1.9178419801939592e+00,6,132,16,8,24,centered_acceleration_source_consistency_plus_stage_velocity_mean_closure,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,True,True,False,False,True,False,False,"The 8-row mean-source closure is now supplied by a paper-stage velocity mean row, but the h-sweep is still order-limited and the raw endpoint velocity residual is not yet an accepted full-TFE closure.","Lower-pair rows are 16 centered acceleration source-consistency equations plus 8 quadrature-weighted paper-stage velocity mean-closure equations. No endpoint source, terminal-row replacement, or velocity projection is used."
