model,mapping_scope,method,h,reference,t_final,status,error_message,steps,runtime_sec,position_l2_error,velocity_l2_error,acceleration_l2_error,orientation_error_rad,omega_l2_error,alpha_l2_error,max_pivot_constraint_norm,max_axis_constraint_norm,max_drive_constraint_abs,position_observed_order,velocity_observed_order,acceleration_observed_order,orientation_observed_order,notes
single_pendulum,exact_driven_kinematic_gauss6,scalar_drive_gauss6_reconstruct_asme_revolute,0.2,analytic_theta,0.2,ok,,1,2.20478978e-04,2.5330767630293004e-10,1.5494749181413546e-10,7.3907362155957905e-10,1.2665379856002801e-10,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,9.4934615724184823e-11,6.0057764820662953e+00,6.0074105226009449e+00,6.0054056598477041e+00,6.0065424704467709e+00,"Exact ASME single-pendulum kinematic mapping: fixed pivot, two DP1 revolute-axis rows, and DP1 drive cos(theta(t)) with theta=pi/2+pi/4*cos(2t). This verifies the driven single-pendulum gate but does not yet solve the FullVA reaction-multiplier dynamics."
single_pendulum,exact_driven_kinematic_gauss6,scalar_drive_gauss6_reconstruct_asme_revolute,0.1,analytic_theta,0.2,ok,,2,9.35100252e-05,3.9419156021096746e-12,2.4112750231177951e-12,1.1501340792271248e-11,1.9708679133145779e-12,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.4773737788686958e-12,6.0057764820662953e+00,6.0074105226009449e+00,6.0054056598477041e+00,6.0065424704467709e+00,"Exact ASME single-pendulum kinematic mapping: fixed pivot, two DP1 revolute-axis rows, and DP1 drive cos(theta(t)) with theta=pi/2+pi/4*cos(2t). This verifies the driven single-pendulum gate but does not yet solve the FullVA reaction-multiplier dynamics."
single_pendulum,exact_driven_kinematic_gauss6,scalar_drive_gauss6_reconstruct_asme_revolute,0.05,analytic_theta,0.2,ok,,4,1.90863968e-04,6.1349441614594998e-14,3.7442343517656298e-14,1.7909077777617668e-13,3.0642155479654321e-14,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.2981616609740740e-14,6.0057764820662953e+00,6.0074105226009449e+00,6.0054056598477041e+00,6.0065424704467709e+00,"Exact ASME single-pendulum kinematic mapping: fixed pivot, two DP1 revolute-axis rows, and DP1 drive cos(theta(t)) with theta=pi/2+pi/4*cos(2t). This verifies the driven single-pendulum gate but does not yet solve the FullVA reaction-multiplier dynamics."
