case,history_mode,matrix_law,gain,h,status,error_message,bootstrap_step_count,newton_converged,residual_norm,min_jacobian_rank,raw_terminal_endpoint_constraint_norm,raw_terminal_endpoint_velocity_constraint_norm,history_source_norm,source_curvature_norm,candidate_basis_rank,candidate_augmented_rank,candidate_independent_target_rank,candidate_projection_relative_residual,candidate_max_row_relative_residual,candidate_missing_direction_rank,candidate_missing_direction_dominant_variable_family,candidate_missing_direction_dominant_variable_fraction,candidate_missing_direction_stage0_fraction,candidate_missing_direction_stage1_fraction,candidate_missing_direction_stage2_fraction,candidate_spans_terminal_bridge,candidate_closure_value_delta_from_recurrent_norm,candidate_closure_value_delta_from_recurrent_relative,uses_stage2_velocity_matrix_feature,uses_endpoint_pose_velocity_predictor,terminal_bridge_equivalent_predictor,target_bridge_used_for_scoring_only,accepted_h_sweep_present,full_tfe_stage_replacement,uses_stage2_translation_angular_coupled_matrix_feature
cylindrical_smooth,post_one_step,stage2_velocity_rowmask_angular_from_translation_feature,100000000.0,0.04,paper_tfe_lower_pair_recurrent_stage2_translation_angular_coupled_matrix_differential_audit_gap_not_full_tfe,,1,True,2.4825205374532975e-12,132,1.5912781006705557e-07,4.020786763889641e-06,7.946977087299714e-14,1.0761766132525447e-14,24,32,8,0.8694114443140704,0.9911166188223726,8,translation_velocity_v,0.4874725351281908,0.016470317608618747,0.014095258450815863,0.9694344239405653,False,2.5787445999046818e-08,592231.7383918333,True,False,False,True,False,False,True
cylindrical_smooth,post_one_step,stage2_velocity_rowmask_angular_from_translation_feature,1000000000000.0,0.04,paper_tfe_lower_pair_recurrent_stage2_translation_angular_coupled_matrix_differential_audit_gap_not_full_tfe,,1,True,2.4825205374532975e-12,132,1.5912781006705557e-07,4.020786763889641e-06,7.946977087299714e-14,1.0761766132525447e-14,24,32,8,0.8127410370914117,0.9898885395479502,8,angular_velocity_w,0.45823656396035944,0.013602752269563104,0.011641202886189814,0.974756044844247,False,1.196718633051335e-07,2748371.2673371667,True,False,False,True,False,False,True
cylindrical_smooth,post_one_step,stage2_velocity_bidirectional_rowmask_translation_angular_feature,100000000.0,0.04,paper_tfe_lower_pair_recurrent_stage2_translation_angular_coupled_matrix_differential_audit_gap_not_full_tfe,,1,True,2.4825205374532975e-12,132,1.5912781006705557e-07,4.020786763889641e-06,7.946977087299714e-14,1.0761766132525447e-14,24,32,8,0.8116045039048839,0.9911073933943447,8,translation_velocity_v,0.5601130996366818,0.03174341161978922,0.029752938390906054,0.9385036499893048,False,7.914270841514138e-07,18175830.125817668,True,False,False,True,False,False,True
cylindrical_smooth,post_one_step,stage2_velocity_bidirectional_rowmask_translation_angular_feature,1000000000000.0,0.04,paper_tfe_lower_pair_recurrent_stage2_translation_angular_coupled_matrix_differential_audit_gap_not_full_tfe,,1,True,2.4825205374532975e-12,132,1.5912781006705557e-07,4.020786763889641e-06,7.946977087299714e-14,1.0761766132525447e-14,24,32,8,0.7420693394540528,0.9868807885516498,8,translation_velocity_v,0.5152105104662571,0.02979603618391223,0.027919034579946937,0.9422849292361409,False,9.20442598847641e-07,21138786.695882343,True,False,False,True,False,False,True
cylindrical_smooth,post_one_step,stage2_velocity_shifted_bidirectional_rowmask_translation_angular_feature,100000000.0,0.04,paper_tfe_lower_pair_recurrent_stage2_translation_angular_coupled_matrix_differential_audit_gap_not_full_tfe,,1,True,2.4825205374532975e-12,132,1.5912781006705557e-07,4.020786763889641e-06,7.946977087299714e-14,1.0761766132525447e-14,24,32,8,0.8469652926741577,0.9829279222526992,8,translation_velocity_v,0.47725696081884195,0.010425695560867868,0.009602468474765622,0.9799718359643667,False,3.170428921984724e-11,728.1173296433318,True,False,False,True,False,False,True
cylindrical_smooth,post_one_step,stage2_velocity_shifted_bidirectional_rowmask_translation_angular_feature,1000000000000.0,0.04,paper_tfe_lower_pair_recurrent_stage2_translation_angular_coupled_matrix_differential_audit_gap_not_full_tfe,,1,True,2.4825205374532975e-12,132,1.5912781006705557e-07,4.020786763889641e-06,7.946977087299714e-14,1.0761766132525447e-14,24,32,8,0.7897085632654249,0.985258988547048,8,translation_velocity_v,0.5377595330782425,0.0030331173060217185,0.002578920377282243,0.994387962316696,False,2.619183744652839e-07,6015189.493060763,True,False,False,True,False,False,True
cylindrical_smooth,post_one_step,stage2_velocity_pair_swap_diagonal_feature,100000000.0,0.04,paper_tfe_lower_pair_recurrent_stage2_translation_angular_coupled_matrix_differential_audit_gap_not_full_tfe,,1,True,2.4825205374532975e-12,132,1.5912781006705557e-07,4.020786763889641e-06,7.946977087299714e-14,1.0761766132525447e-14,24,32,8,0.8915189898641639,0.9873202918163781,8,translation_velocity_v,0.5181984123293581,0.009651431303272963,0.009588665776581788,0.9807599029201451,False,1.0811883385545393e-07,2483045.6234200187,True,False,False,True,False,False,True
cylindrical_smooth,post_one_step,stage2_velocity_pair_swap_diagonal_feature,1000000000000.0,0.04,paper_tfe_lower_pair_recurrent_stage2_translation_angular_coupled_matrix_differential_audit_gap_not_full_tfe,,1,True,2.4825205374532975e-12,132,1.5912781006705557e-07,4.020786763889641e-06,7.946977087299714e-14,1.0761766132525447e-14,24,32,8,0.8226034871315787,0.9594360909999031,8,translation_velocity_v,0.4667327529641153,0.049986895715690594,0.04844284342909642,0.9015702608552131,False,4.2382813854162185e-07,9733591.891075887,True,False,False,True,False,False,True
cylindrical_smooth,post_one_step,stage2_velocity_pair_swap_hadamard_diagonal_feature_stage2_velocity,100000000.0,0.04,paper_tfe_lower_pair_recurrent_stage2_translation_angular_coupled_matrix_differential_audit_gap_not_full_tfe,,1,True,2.4825205374532975e-12,132,1.5912781006705557e-07,4.020786763889641e-06,7.946977087299714e-14,1.0761766132525447e-14,24,32,8,0.8988734881776883,0.997307921340392,8,translation_velocity_v,0.5560597129744975,5.818189294857187e-16,5.34892156466804e-16,0.999999999999999,False,4.030713523218683e-14,0.9256893749398474,True,False,False,True,False,False,True
cylindrical_smooth,post_one_step,stage2_velocity_pair_swap_hadamard_diagonal_feature_stage2_velocity,1000000000000.0,0.04,paper_tfe_lower_pair_recurrent_stage2_translation_angular_coupled_matrix_differential_audit_gap_not_full_tfe,,1,True,2.4825205374532975e-12,132,1.5912781006705557e-07,4.020786763889641e-06,7.946977087299714e-14,1.0761766132525447e-14,24,32,8,0.8988545765501258,0.9973081956093494,8,translation_velocity_v,0.5560650988162605,5.8162974949287725e-08,5.347206302442229e-08,0.9999998883649621,False,4.0393487045955467e-10,9276.725214981912,True,False,False,True,False,False,True
