case,h,reference_h,alpha,steps,status,error_message,reference_completed,trajectory_completed,position_error_vs_source_free_mean_blend_reference,velocity_error_vs_source_free_mean_blend_reference,max_residual_norm,max_source_consistency_row_norm,max_blend_mean_closure_row_norm,max_source_free_lower_pair_row_norm,max_raw_terminal_endpoint_constraint_norm,max_raw_terminal_endpoint_velocity_constraint_norm,max_terminal_vs_gauss_position_delta_norm,max_terminal_vs_gauss_velocity_delta_norm,min_jacobian_rank,max_raw_jacobian_condition,max_scaled_jacobian_condition,max_condition_reduction_raw_to_scaled,max_raw_linear_residual_norm,max_scaled_linear_residual_norm,initial_z0_residual_norm,initial_z0_jacobian_rank,initial_z0_jacobian_condition,initial_z0_norm,max_terminal_z0_update_delta_norm,max_terminal_z0_norm,total_newton_iterations,max_newton_iterations,position_observed_order,velocity_observed_order,terminal_velocity_observed_power_h,residual_observed_power_h,row_families_substituted,stage_rows_substituted,source_consistency_rows,blend_mean_closure_rows,source_free_lower_pair_rows,lower_pair_row_formula,linear_solve_policy,output_policy,start_z0_policy,selection_source,external_endpoint_source_removed,endpoint_boundary_source_removed,terminal_row_replacement_used,projection_used,trajectory_h_sweep_present,one_step_h_sweep_present,accepted_h_sweep_present,full_tfe_stage_replacement,blocking_gap,notes,terminal_extrapolation_weights,terminal_velocity_extrapolation_present,max_terminal_velocity_vs_component_blend_ratio,max_terminal_velocity_vs_scalar_alpha_ratio
cylindrical_smooth,0.04,0.005,terminal_velocity_extrapolation,2,paper_tfe_lower_pair_source_free_terminal_velocity_extrapolation_trajectory_improved_order_limited_not_full_tfe,,True,True,8.8525900320775390e-08,1.2010942391830776e-05,2.7288929222521526e-12,9.6209258678632419e-16,2.8534113108070531e-17,9.6251563164452798e-16,8.1630422177408264e-08,5.2887258436258791e-07,3.1937597188572641e-03,1.4077477396375992e-02,132,3.9163398487420619e+07,3.1576764490631799e+03,1.4006118280581068e+04,1.8736852423239640e-14,3.8184080565964612e-15,4.4087858519822445e-15,20,1.6575151823470364e+01,1.9456826690375223e+01,2.0360989512867329e+00,1.9456826690375223e+01,13,5,3.5182327482300484e+00,4.7481749010851839e+00,1.2651417248161905e+00,-8.2561473359089943e-01,6,132,16,8,24,centered_acceleration_source_consistency_plus_gauss_stage_terminal_velocity_extrapolation,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,gauss_stage_terminal_lagrange_extrapolation,True,True,False,False,True,False,False,False,"Terminal extrapolation changes the source-free mean-closure basis, but the worst-case terminal velocity remains above 1e-10 and smooth position order remains below the acceptance floor.","The 8 mean rows are the terminal-node Lagrange extrapolation of unweighted stage velocity-constraint rows, scaled by sqrt(h*b_terminal). This uses no endpoint source, projection, or terminal-row replacement.",1.8783610896543049e-01;-6.6666666666666652e-01;1.4788305577012359e+00,True,7.0911146768013175e-02,7.1015087113906000e-02
cylindrical_smooth,0.02,0.005,terminal_velocity_extrapolation,4,paper_tfe_lower_pair_source_free_terminal_velocity_extrapolation_trajectory_improved_order_limited_not_full_tfe,,True,True,4.2737109414998147e-09,3.8766310175309407e-08,3.7032979489921877e-12,6.3477376508134188e-16,4.3453794669955669e-17,6.3625935364972141e-16,1.8241806512655084e-08,1.1341890724608561e-07,8.0381261418727688e-04,4.0560717567619288e-03,132,3.1328985887816346e+08,8.6821422144027893e+03,4.4080778283267391e+04,3.2313811355028099e-14,3.8184080565964612e-15,4.4087858519822445e-15,20,1.6575151823470364e+01,1.9456826690375223e+01,1.2441288837646329e+00,1.9456826690375223e+01,21,5,3.5182327482300484e+00,4.7481749010851839e+00,1.2651417248161905e+00,-8.2561473359089943e-01,6,132,16,8,24,centered_acceleration_source_consistency_plus_gauss_stage_terminal_velocity_extrapolation,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,gauss_stage_terminal_lagrange_extrapolation,True,True,False,False,True,False,False,False,"Terminal extrapolation changes the source-free mean-closure basis, but the worst-case terminal velocity remains above 1e-10 and smooth position order remains below the acceptance floor.","The 8 mean rows are the terminal-node Lagrange extrapolation of unweighted stage velocity-constraint rows, scaled by sqrt(h*b_terminal). This uses no endpoint source, projection, or terminal-row replacement.",1.8783610896543049e-01;-6.6666666666666652e-01;1.4788305577012359e+00,True,7.0911146768013175e-02,7.1015087113906000e-02
cylindrical_smooth,0.01,0.005,terminal_velocity_extrapolation,8,paper_tfe_lower_pair_source_free_terminal_velocity_extrapolation_trajectory_improved_order_limited_not_full_tfe,,True,True,6.7434660346271702e-10,1.6629950028065634e-08,8.5714854896181261e-12,5.6713672990282089e-16,1.6939116513837093e-17,5.6721759509543345e-16,4.4981725720811195e-09,9.1550314133993528e-08,2.0138320359127477e-04,1.0125510905217880e-03,132,2.5029775609209981e+09,2.3053409773331998e+04,1.3834033377360157e+05,7.7673829500491006e-14,3.8184080565964612e-15,4.4087858519822445e-15,20,1.6575151823470364e+01,1.9456826690375223e+01,6.2839020285926162e-01,1.9456826690375223e+01,37,5,3.5182327482300484e+00,4.7481749010851839e+00,1.2651417248161905e+00,-8.2561473359089943e-01,6,132,16,8,24,centered_acceleration_source_consistency_plus_gauss_stage_terminal_velocity_extrapolation,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,gauss_stage_terminal_lagrange_extrapolation,True,True,False,False,True,False,False,False,"Terminal extrapolation changes the source-free mean-closure basis, but the worst-case terminal velocity remains above 1e-10 and smooth position order remains below the acceptance floor.","The 8 mean rows are the terminal-node Lagrange extrapolation of unweighted stage velocity-constraint rows, scaled by sqrt(h*b_terminal). This uses no endpoint source, projection, or terminal-row replacement.",1.8783610896543049e-01;-6.6666666666666652e-01;1.4788305577012359e+00,True,7.0911146768013175e-02,7.1015087113906000e-02
cylindrical_sharp,0.04,0.005,terminal_velocity_extrapolation,2,paper_tfe_lower_pair_source_free_terminal_velocity_extrapolation_trajectory_improved_order_limited_not_full_tfe,,True,True,2.2893919405315761e-05,7.7434802498836447e-04,7.6832998295575033e-13,5.3179923445828372e-16,2.4739038433992086e-17,5.3237434742205149e-16,4.4281520832791438e-07,1.1823783795313065e-05,3.1717441794404232e-03,1.9293810064838740e-02,132,3.7915101720232509e+07,3.5711502391912486e+03,1.3015812944538740e+04,2.3753205524237628e-14,4.4061678072136439e-15,5.9415067247857465e-15,20,1.6511184154789674e+01,1.9347419632600847e+01,2.7223433128057706e+00,1.9370351839466927e+01,14,5,2.5542762225218576e+00,1.9172695048789261e+00,2.8380311107873926e+00,-1.8445531141352804e+00,6,132,16,8,24,centered_acceleration_source_consistency_plus_gauss_stage_terminal_velocity_extrapolation,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,gauss_stage_terminal_lagrange_extrapolation,True,True,False,False,True,False,False,False,"Terminal extrapolation changes the source-free mean-closure basis, but the worst-case terminal velocity remains above 1e-10 and smooth position order remains below the acceptance floor.","The 8 mean rows are the terminal-node Lagrange extrapolation of unweighted stage velocity-constraint rows, scaled by sqrt(h*b_terminal). This uses no endpoint source, projection, or terminal-row replacement.",1.8783610896543049e-01;-6.6666666666666652e-01;1.4788305577012359e+00,True,1.5853309338641739e+00,1.5876546848276087e+00
cylindrical_sharp,0.02,0.005,terminal_velocity_extrapolation,4,paper_tfe_lower_pair_source_free_terminal_velocity_extrapolation_trajectory_improved_order_limited_not_full_tfe,,True,True,1.8928010388891320e-06,1.0612857390772837e-03,2.0310925718350105e-12,6.5567704682736885e-16,5.6196418280446247e-17,6.5583334331776284e-16,8.9988118469244040e-08,1.2261716486419259e-06,7.9263571599191320e-04,1.1938878160028057e-02,132,3.0033520261003834e+08,9.3216121223416012e+03,4.2410542658852988e+04,2.9867222245055360e-14,4.4061678072136439e-15,5.9415067247857465e-15,20,1.6511184154789674e+01,1.9347419632600847e+01,3.2156243059370371e+00,1.9449728697479767e+01,22,5,2.5542762225218576e+00,1.9172695048789261e+00,2.8380311107873926e+00,-1.8445531141352804e+00,6,132,16,8,24,centered_acceleration_source_consistency_plus_gauss_stage_terminal_velocity_extrapolation,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,gauss_stage_terminal_lagrange_extrapolation,True,True,False,False,True,False,False,False,"Terminal extrapolation changes the source-free mean-closure basis, but the worst-case terminal velocity remains above 1e-10 and smooth position order remains below the acceptance floor.","The 8 mean rows are the terminal-node Lagrange extrapolation of unweighted stage velocity-constraint rows, scaled by sqrt(h*b_terminal). This uses no endpoint source, projection, or terminal-row replacement.",1.8783610896543049e-01;-6.6666666666666652e-01;1.4788305577012359e+00,True,1.5853309338641739e+00,1.5876546848276087e+00
cylindrical_sharp,0.01,0.005,terminal_velocity_extrapolation,8,paper_tfe_lower_pair_source_free_terminal_velocity_extrapolation_trajectory_improved_order_limited_not_full_tfe,,True,True,6.6357899327179404e-07,5.4278137082129229e-05,9.9101314051202152e-12,7.8920806307091689e-16,1.8417022172933439e-17,7.8923004141928354e-16,2.2743449799012305e-08,2.3125519296670599e-07,2.0235754544735798e-04,6.1298923986271821e-03,132,2.4393452522125063e+09,2.3593458948607677e+04,1.3732108882978800e+05,9.5786538180256023e-14,4.4061678072136439e-15,5.9415067247857465e-15,20,1.6511184154789674e+01,1.9347419632600847e+01,3.4305802369819407e+00,1.9500569551686645e+01,38,5,2.5542762225218576e+00,1.9172695048789261e+00,2.8380311107873926e+00,-1.8445531141352804e+00,6,132,16,8,24,centered_acceleration_source_consistency_plus_gauss_stage_terminal_velocity_extrapolation,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,gauss_stage_terminal_lagrange_extrapolation,True,True,False,False,True,False,False,False,"Terminal extrapolation changes the source-free mean-closure basis, but the worst-case terminal velocity remains above 1e-10 and smooth position order remains below the acceptance floor.","The 8 mean rows are the terminal-node Lagrange extrapolation of unweighted stage velocity-constraint rows, scaled by sqrt(h*b_terminal). This uses no endpoint source, projection, or terminal-row replacement.",1.8783610896543049e-01;-6.6666666666666652e-01;1.4788305577012359e+00,True,1.5853309338641739e+00,1.5876546848276087e+00
