case,h,t_final,status,error_message,newton_iterations,runtime_sec,stage_rows,block_count,formula_source_dim,formula_lifted_rows,formula_source_l2_budget_norm,formula_lifted_probe_norm,generic_stage_major_probe_norm,formula_vs_generic_stage_probe_norm,expected_formula_lifted_probe_norm,formula_lift_norm_ratio,formula_lift_norm_ratio_deviation,max_block_formula_vs_generic_probe_norm,max_all_source_formula_residual_norm,max_all_source_formula_stage_residual_norm,max_full_probe_norm,max_weighted_stage_residual_norm,max_unweighted_stage_residual_norm,max_endpoint_position_constraint_norm,max_endpoint_velocity_constraint_norm,max_endpoint_position_correction_norm,max_endpoint_velocity_correction_norm,max_weighted_endpoint_node_residual_norm,solved_probe_residual_norm,newton_euler_formula_residual_norm,formula_source_observed_order,formula_lifted_probe_observed_order,h_sweep_present,all_source_formula_direct,all_stage_source_families_covered,source_is_endpoint_boundary_only,stage_equations_are_tfe_weighted,non_equivalent_to_gauss6,solved_as_residual,full_tfe_stage_replacement,notes
cylindrical_smooth,0.04,0.04,stage_probe_all_source_formula_solved_not_full_tfe,,6,5.48415041e-01,132,6,44,132,1.1172151287228020e-10,2.2344302574456035e-11,2.2344302574456035e-11,0.0000000000000000e+00,2.2344302574456042e-11,9.9999999999999967e-01,3.3306690738754696e-16,0.0000000000000000e+00,1.2144088666702843e-15,1.2090595703564062e-15,2.2344302574456035e-11,2.2344488778993823e-11,1.9350890712188846e-10,3.3832947851289391e-16,9.3572475174131759e-17,6.2254404220461286e-13,4.0755800297782864e-11,8.4918548815818410e-17,4.1296449626844494e-13,1.0687412931207332e-15,7.0348988599407010e+00,7.5348988599406992e+00,True,True,True,True,True,True,True,False,"The residual directly inserts endpoint-boundary formulas for all six stage source families: endpoint translational/rotational corrections, endpoint velocity deltas, Newton-Euler weak-balance source, and lower-pair constraint source. The audit verifies the full 132-row stage-major lift against the generic source blocks and solves the square residual, but it is still an endpoint-boundary source formula rather than a derived full-TFE stage functional."
cylindrical_smooth,0.02,0.02,stage_probe_all_source_formula_solved_not_full_tfe,,6,5.73688025e-01,132,6,44,132,8.3867636339662616e-13,1.1860674875572553e-13,1.1860674875572553e-13,0.0000000000000000e+00,1.1860674875572551e-13,1.0000000000000002e+00,2.2204460492503131e-16,0.0000000000000000e+00,6.4695913101483753e-16,6.4220205758439765e-16,1.1860674875572553e-13,1.1860639583135843e-13,1.4527869221779327e-12,4.9768209972678478e-16,4.8835053877495668e-17,1.9640838699026923e-15,3.0651646576902618e-13,6.8632070747319751e-17,1.1243692842245139e-15,6.5668099424122228e-16,7.0348988599407010e+00,7.5348988599406992e+00,True,True,True,True,True,True,True,False,"The residual directly inserts endpoint-boundary formulas for all six stage source families: endpoint translational/rotational corrections, endpoint velocity deltas, Newton-Euler weak-balance source, and lower-pair constraint source. The audit verifies the full 132-row stage-major lift against the generic source blocks and solves the square residual, but it is still an endpoint-boundary source formula rather than a derived full-TFE stage functional."
cylindrical_smooth,0.01,0.01,stage_probe_all_source_formula_solved_not_full_tfe,,6,8.60324876e-01,132,6,44,132,6.4968922099910182e-15,6.4968922099910186e-16,6.4968922099910186e-16,0.0000000000000000e+00,6.4968922099910186e-16,1.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.0661369557249188e-16,6.0491747305564181e-16,6.4968922099910186e-16,9.6637648911686763e-16,1.6520797094899797e-14,5.1533236220151535e-16,4.8686536737396826e-17,3.4370815299288878e-16,2.3612678791087345e-15,3.7872383299296274e-17,9.9029927601119590e-16,6.5572984881502968e-16,7.0348988599407010e+00,7.5348988599406992e+00,True,True,True,True,True,True,True,False,"The residual directly inserts endpoint-boundary formulas for all six stage source families: endpoint translational/rotational corrections, endpoint velocity deltas, Newton-Euler weak-balance source, and lower-pair constraint source. The audit verifies the full 132-row stage-major lift against the generic source blocks and solves the square residual, but it is still an endpoint-boundary source formula rather than a derived full-TFE stage functional."
cylindrical_sharp,0.04,0.04,stage_probe_all_source_formula_solved_not_full_tfe,,6,3.34463269e-01,132,6,44,132,1.1533143890011682e-10,2.3066287780023359e-11,2.3066287780023359e-11,0.0000000000000000e+00,2.3066287780023365e-11,9.9999999999999967e-01,3.3306690738754696e-16,0.0000000000000000e+00,4.0294687194112784e-15,4.0261270375971040e-15,2.3066287780023359e-11,2.3067517845859910e-11,1.9977217325299715e-10,1.2088671406093949e-16,1.3265045228169873e-16,5.9327646249931322e-13,4.2921248488824582e-11,1.4094166058512357e-16,2.1922478651160064e-12,1.2645663466050908e-15,7.0068303336205648e+00,7.5068303336205728e+00,True,True,True,True,True,True,True,False,"The residual directly inserts endpoint-boundary formulas for all six stage source families: endpoint translational/rotational corrections, endpoint velocity deltas, Newton-Euler weak-balance source, and lower-pair constraint source. The audit verifies the full 132-row stage-major lift against the generic source blocks and solves the square residual, but it is still an endpoint-boundary source formula rather than a derived full-TFE stage functional."
cylindrical_sharp,0.02,0.02,stage_probe_all_source_formula_solved_not_full_tfe,,6,5.38895710e-01,132,6,44,132,8.9780890986489576e-13,1.2696935367503393e-13,1.2696935367503393e-13,0.0000000000000000e+00,1.2696935367503393e-13,1.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,5.9925038036151578e-16,5.9607272908818382e-16,1.2696935367503393e-13,1.2695560965995174e-13,1.5546402206875676e-12,6.6043485043818667e-16,4.4525126249236002e-17,9.4654750731507702e-16,3.3411369829472091e-13,4.6526617740201594e-17,9.0899689035446493e-16,5.9984943086646419e-16,7.0068303336205648e+00,7.5068303336205728e+00,True,True,True,True,True,True,True,False,"The residual directly inserts endpoint-boundary formulas for all six stage source families: endpoint translational/rotational corrections, endpoint velocity deltas, Newton-Euler weak-balance source, and lower-pair constraint source. The audit verifies the full 132-row stage-major lift against the generic source blocks and solves the square residual, but it is still an endpoint-boundary source formula rather than a derived full-TFE stage functional."
cylindrical_sharp,0.01,0.01,stage_probe_all_source_formula_solved_not_full_tfe,,6,9.05874651e-01,132,6,44,132,6.9729331324193856e-15,6.9729331324193850e-16,6.9729331324193850e-16,0.0000000000000000e+00,6.9729331324193860e-16,9.9999999999999989e-01,1.1102230246251565e-16,0.0000000000000000e+00,3.0382030337284799e-16,2.9528695093583399e-16,6.9729331324193850e-16,7.0094982261500952e-16,1.2105670278378888e-14,4.0111610616210380e-16,3.2273095138421721e-17,2.4287769933032043e-16,2.5966481143075502e-15,3.8097691757446834e-17,7.2393991740666504e-16,6.2180244048459234e-16,7.0068303336205648e+00,7.5068303336205728e+00,True,True,True,True,True,True,True,False,"The residual directly inserts endpoint-boundary formulas for all six stage source families: endpoint translational/rotational corrections, endpoint velocity deltas, Newton-Euler weak-balance source, and lower-pair constraint source. The audit verifies the full 132-row stage-major lift against the generic source blocks and solves the square residual, but it is still an endpoint-boundary source formula rather than a derived full-TFE stage functional."
