case,h,reference_h,t_final,status,projection_raw_velocity_constraint_norm,projection_delta_norm,projection_velocity_constraint_norm,kkt_raw_velocity_constraint_norm,kkt_endpoint_velocity_constraint_norm,kkt_endpoint_correction_norm,kkt_residual_norm,kkt_stationarity_norm,kkt_over_projection_correction_ratio,kkt_over_projection_raw_velocity_ratio,kkt_closure_gain_raw_over_closed,projection_raw_velocity_order,projection_delta_order,kkt_raw_velocity_order,kkt_correction_order,stage_equations_are_tfe_weighted,notes
cylindrical_smooth,0.04,0.005,0.08,gap_quantified_not_tfe,9.5172576153549931e-11,7.9256442679244821e-11,1.3447724261540529e-16,9.5172640997620485e-11,2.4314040258323653e-16,7.9256447381524214e-11,6.4865425777888824e-14,1.0656024207618834e-16,1.0000000593299325e+00,1.0000006813314630e+00,3.9143079466210533e+05,5.8174060257119518e+00,5.7956120735648113e+00,6.9183995795310196e+00,6.9094978897676089e+00,False,"Endpoint TFE gap audit: compares the post-step projection path to the endpoint KKT closure path on the same h-sweep. KKT moves endpoint velocity closure into a square residual, but the stage Gauss equations are still not a fully TFE-weighted residual."
cylindrical_smooth,0.02,0.005,0.08,gap_quantified_not_tfe,7.4261056790785292e-13,6.3940342270792083e-13,1.4633596707542245e-16,7.4265746212451426e-13,1.5730040397299373e-16,6.3946750556796512e-13,1.5456260163309252e-14,2.3820930947556513e-16,1.0001002228917901e+00,1.0000631477906292e+00,4.7212686259344773e+03,5.8174060257119518e+00,5.7956120735648113e+00,6.9183995795310196e+00,6.9094978897676089e+00,False,"Endpoint TFE gap audit: compares the post-step projection path to the endpoint KKT closure path on the same h-sweep. KKT moves endpoint velocity closure into a square residual, but the stage Gauss equations are still not a fully TFE-weighted residual."
cylindrical_smooth,0.01,0.005,0.08,gap_quantified_not_tfe,2.9928462296341106e-14,2.5687889296875294e-14,2.9928462296341106e-14,6.5045990308576679e-15,3.6337974434436986e-16,5.4840620734599824e-15,1.5343432586070459e-14,1.0161157434848561e-16,2.1348823214241547e-01,2.1733823029233565e-01,1.7900279616833433e+01,5.8174060257119518e+00,5.7956120735648113e+00,6.9183995795310196e+00,6.9094978897676089e+00,False,"Endpoint TFE gap audit: compares the post-step projection path to the endpoint KKT closure path on the same h-sweep. KKT moves endpoint velocity closure into a square residual, but the stage Gauss equations are still not a fully TFE-weighted residual."
cylindrical_sharp,0.04,0.005,0.08,gap_quantified_not_tfe,1.7221976008650501e-10,1.5628270550665824e-10,2.1776111066408072e-16,1.7221973833221504e-10,3.7653592775629183e-16,1.5628267647168767e-10,9.1785876496760173e-13,1.2722284257621686e-16,9.9999981421507600e-01,9.9999987368296195e-01,4.5737929806178313e+05,4.0894492520616081e+00,4.2015461866803347e+00,4.0967623721334192e+00,4.2025318682790269e+00,False,"Endpoint TFE gap audit: compares the post-step projection path to the endpoint KKT closure path on the same h-sweep. KKT moves endpoint velocity closure into a square residual, but the stage Gauss equations are still not a fully TFE-weighted residual."
cylindrical_sharp,0.02,0.005,0.08,gap_quantified_not_tfe,1.7044070836579747e-11,1.5221575529815859e-11,1.8690986808578665e-16,1.7044013675632287e-11,2.1379968305679171e-16,1.5221671916559596e-11,1.3261918296056846e-14,1.7187673124281931e-16,1.0000063322448816e+00,9.9999664628550256e-01,7.9719546034616331e+04,4.0894492520616081e+00,4.2015461866803347e+00,4.0967623721334192e+00,4.2025318682790269e+00,False,"Endpoint TFE gap audit: compares the post-step projection path to the endpoint KKT closure path on the same h-sweep. KKT moves endpoint velocity closure into a square residual, but the stage Gauss equations are still not a fully TFE-weighted residual."
cylindrical_sharp,0.01,0.005,0.08,gap_quantified_not_tfe,5.9427737815949265e-13,4.6166617933381532e-13,1.7905702219492236e-14,5.8828287581335637e-13,1.6531462936479524e-16,4.6103568311950155e-13,5.7228788293157915e-12,8.0449131386981063e-17,9.9863430278730059e-01,9.8991295552137359e-01,3.5585651316751209e+03,4.0894492520616081e+00,4.2015461866803347e+00,4.0967623721334192e+00,4.2025318682790269e+00,False,"Endpoint TFE gap audit: compares the post-step projection path to the endpoint KKT closure path on the same h-sweep. KKT moves endpoint velocity closure into a square residual, but the stage Gauss equations are still not a fully TFE-weighted residual."
