predictor_law,case,h,reference_h,t_final,steps,status,error_message,reference_completed,position_error,velocity_error,max_residual_norm,max_raw_terminal_endpoint_velocity_constraint_norm,min_jacobian_rank,source_free_converged_step_count,max_newton_iterations,max_scaled_jacobian_condition,projection_used,accepted_h_sweep_present,full_tfe_stage_replacement
stage02_convex_pose_velocity_0p00_z,cylindrical_smooth,0.04,0.005,0.08,2,paper_tfe_lower_pair_endpoint_pose_velocity_predictor_h_sweep_smoke_partial_not_full_tfe,,True,8.761436797662694e-08,1.1999710618358745e-05,2.2946321838541477e-12,1.2077396937424364e-16,132,2,5,2226.143458287646,False,False,False
stage02_convex_pose_velocity_0p00_z,cylindrical_smooth,0.02,0.005,0.08,4,paper_tfe_lower_pair_endpoint_pose_velocity_predictor_h_sweep_smoke_partial_not_full_tfe,,True,4.279930872998848e-09,3.9529354233083294e-08,2.5292301332803423e-12,2.5583295502576846e-16,132,4,5,6193.710035871681,False,False,False
stage02_convex_pose_velocity_0p00_z,cylindrical_smooth,0.01,0.005,0.08,8,paper_tfe_lower_pair_endpoint_pose_velocity_predictor_h_sweep_smoke_partial_not_full_tfe,,True,6.627893111916093e-10,1.4874214133902853e-08,9.763242518626975e-12,3.454544038482479e-16,132,8,5,16877.489646603914,False,False,False
