case,status,error_message,pattern_nnz,dense_dimension,column_colors,row_colors,row_seed_reduction_fraction,median_dense_runtime_sec,median_column_runtime_sec,median_row_runtime_sec,dense_runtime_per_dimension,column_runtime_per_color,row_runtime_per_color,row_per_seed_cost_over_column_per_seed,row_per_seed_cost_over_dense_dimension,column_per_seed_cost_over_dense_dimension,row_runtime_over_dense,row_runtime_over_column,row_runtime_reduction_needed_to_match_dense,row_runtime_reduction_needed_for_10pct_dense_win,effective_row_colors_at_dense_cost,target_row_colors_for_10pct_dense_win,component_block_assembly_required,notes
cylindrical_smooth,sparse_cost_model_quantified_dense_still_faster,,2637,132,90,60,3.3333333333333337e-01,1.0697956196963787e-01,1.2634333095047623e-01,1.3091937999706715e-01,8.1045122704271114e-04,1.4038147883386248e-03,2.1819896666177858e-03,1.5543287367702607e+00,2.6923145944016120e+00,1.7321397531361171e+00,1.2237793610916419e+00,1.0362191578468407e+00,1.8285923770770673e-01,2.6457331393693606e-01,4.9028445737537602e+01,4.4125601163783841e+01,True,row-VJP seed-count reduction alone is insufficient at the present per-seed cost; component/block assembly or lower reverse-mode overhead is required before claiming sparse speed
cylindrical_sharp,sparse_cost_model_quantified_dense_still_faster,,2637,132,90,60,3.3333333333333337e-01,1.0984278598334640e-01,1.3160002604126930e-01,1.3216835202183574e-01,8.3214231805565453e-04,1.4622225115696588e-03,2.2028058670305957e-03,1.5064778784358472e+00,2.6471503963139029e+00,1.7571784054754247e+00,1.2032501801426831e+00,1.0043185856238981e+00,1.6891763948755978e-01,2.5202587553880373e-01,4.9864941630746415e+01,4.4878447467671776e+01,True,row-VJP seed-count reduction alone is insufficient at the present per-seed cost; component/block assembly or lower reverse-mode overhead is required before claiming sparse speed
