case,method,h,t_final,runtime_sec,steps,total_newton_iterations,max_energy_relative_error,final_energy_relative_change,max_step_energy_increase,max_endpoint_constraint_norm,max_endpoint_velocity_constraint_norm,max_quaternion_unit_error
frictionless_long,reduced_lie_lobatto4_fd,0.05,20,3.38495697e+00,400,800,4.6553721476911394e-07,-3.9152265632628898e-08,1.5572591358647969e-06,1.6883057536160649e-16,4.1004107616799284e-16,1.1102230246251565e-16
frictionless_long,reduced_lie_lobatto6_fd,0.05,20,6.81503841e+00,400,800,3.1150210215515235e-10,4.2101765223208930e-11,2.0594299598997168e-09,2.7894008272968645e-16,3.8285154541939762e-16,2.2204460492503131e-16
frictionless_long,quaternion_gauss_lie6_endpoint_jax,0.05,20,1.71716870e+00,400,1598,1.1049376861837322e-10,-2.9217843277108548e-11,1.3797603060083929e-09,1.0114156128027534e-14,1.1899835257910566e-13,2.2204460492503131e-16
sharp_friction_long,reduced_lie_lobatto4_fd,0.05,20,3.63943977e+00,400,830,1.8894083321525501e-01,-1.8894083321525501e-01,0.0000000000000000e+00,2.2887833992611187e-16,1.8619006149354548e-16,2.2204460492503131e-16
sharp_friction_long,reduced_lie_lobatto6_fd,0.05,20,7.47378859e+00,400,833,1.8892524257793128e-01,-1.8892524257793128e-01,0.0000000000000000e+00,1.4488835837920476e-16,7.4476024597418194e-16,2.2204460492503131e-16
sharp_friction_long,quaternion_gauss_lie6_endpoint_jax,0.05,20,1.49822539e+00,400,1329,1.8893046086385495e-01,-1.8893046086385495e-01,0.0000000000000000e+00,6.4055274495706777e-15,1.6476618636762469e-13,2.2204460492503131e-16
