case,method,h,status,error_message,steps,orientation_error_rad,omega_l2_error,runtime_sec,total_newton_iterations,max_raw_endpoint_constraint_norm,max_raw_endpoint_velocity_constraint_norm,max_endpoint_pivot_velocity_constraint_norm,max_endpoint_axis_velocity_constraint_norm,max_stage_pivot_velocity_constraint_norm,max_stage_axis_velocity_constraint_norm,max_stage_pivot_acceleration_constraint_norm,max_stage_axis_acceleration_constraint_norm,max_stage_acceleration_constraint_norm,max_endpoint_constraint_norm,max_endpoint_velocity_constraint_norm,max_projection_position_correction,max_projection_orientation_correction_rad,max_projection_velocity_correction,max_projection_omega_correction,max_stage_constraint_norm,max_stage_velocity_constraint_norm,max_lambda_norm,max_stage_friction_power,final_energy_relative_change,max_step_energy_increase,max_quaternion_unit_error
offaxis_revolute_smooth,abs_revolute_gauss6_pivotvc,0.025,ok,,40,5.5246947309773069e-08,8.3058003930852609e-07,3.76468927e-01,153,4.2771598912382387e-12,1.2917395801588403e-06,1.2917395801588403e-06,1.6975790430164265e-16,1.9389211565826728e-15,2.1815087765782241e-18,2.5578037022872549e-04,4.0386730227209770e-14,2.5578037022872549e-04,4.2771598912382387e-12,1.2917395801588403e-06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.5108334685767012e-16,1.9389213751738138e-15,6.6145176342889926e+01,-5.9671898560391596e-04,-1.0044306008301443e-01,0.0000000000000000e+00,1.1102230246251565e-16
offaxis_revolute_smooth,abs_revolute_gauss6_pivotvc,0.0125,ok,,80,4.8867904999968766e-10,8.9347295603746739e-09,4.39566794e-01,240,6.6661196425431931e-14,6.8966901182251510e-08,6.8966901182251457e-08,6.1513275087258115e-15,8.8842233169731778e-16,2.8503474275215188e-17,2.6264325891875892e-05,2.9428639428804303e-12,2.6264325891875926e-05,6.6661196425431931e-14,6.8966901182251510e-08,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.7238012358508890e-16,8.8867036025307569e-16,6.6150655829131011e+01,-3.3313302519355389e-07,-1.0044299693690166e-01,0.0000000000000000e+00,1.1102230246251565e-16
offaxis_revolute_smooth,abs_revolute_gauss4_pivotva,0.05,ok,,20,9.0136287140927757e-06,2.1033557724960128e-05,1.03201391e-01,79,8.2532249704437197e-07,2.0857954694047005e-06,2.0857954694047005e-06,2.3686737755150878e-19,6.2803698347351007e-16,9.6920651280226311e-21,5.4295241069645517e-14,1.6071375688115969e-17,5.4295241086431228e-14,8.2532249704437197e-07,2.0857954694047005e-06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.9893669801409083e-16,6.2803698347351007e-16,6.6116573190208868e+01,-4.2833369982133281e-02,-1.0045489540982948e-01,0.0000000000000000e+00,1.1102230246251565e-16
offaxis_revolute_smooth,abs_revolute_gauss4_pivotva,0.025,ok,,40,8.5163767159669277e-07,1.0566829112122755e-05,1.75704012e-01,120,5.1635546289220923e-08,1.2993037164927902e-07,1.2993037164927902e-07,6.4604995765940237e-15,8.9509041826236528e-16,7.2769065262282846e-17,1.4043333874306805e-14,8.8828125516263175e-13,8.8832476980100700e-13,5.1635546289220923e-08,1.2993037164927902e-07,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.0014830221991167e-16,8.9685391002635846e-16,6.6150343553636503e+01,-4.5312573862108874e-03,-1.0044195165593668e-01,0.0000000000000000e+00,1.1102230246251565e-16
offaxis_revolute_smooth,abs_revolute_gauss4_pivotva,0.0125,ok,,80,1.5170111952390619e-08,2.0586530626726107e-07,3.47129282e-01,240,3.2280642176270338e-09,8.1317483090589384e-09,8.1317483090589186e-09,1.9842968170422565e-15,4.9650683065050677e-16,1.5364359287226133e-17,3.2023728339893768e-15,5.4814208194841238e-13,5.4814352110058773e-13,3.2280642176270338e-09,8.1317483090589384e-09,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.7755575617698944e-16,4.9655228862445884e-16,6.6144811858153417e+01,-4.5366266150793444e-04,-1.0044297480074911e-01,0.0000000000000000e+00,1.1102230246251565e-16
offaxis_revolute_smooth,abs_revolute_gauss6_pivotva,0.05,ok,,20,2.5014059645694534e-06,2.7343422113433602e-05,1.16223115e-01,79,2.7172614279017815e-10,2.0609487419787357e-09,2.0609487419787357e-09,7.0918956965462426e-20,5.5511151231257827e-16,4.3801529199445400e-21,7.9274899591546416e-14,8.3632397642552748e-18,7.9274899603939080e-14,2.7172614279017815e-10,2.0609487419787357e-09,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.5108334685767012e-16,5.5511151232149605e-16,6.6132637297308804e+01,-6.7696278431668584e-04,-1.0043988558462165e-01,0.0000000000000000e+00,1.1102230246251565e-16
offaxis_revolute_smooth,abs_revolute_gauss6_pivotva,0.025,ok,,40,5.5249244958723306e-08,1.2301576360410071e-06,2.22651719e-01,121,4.2840539886692796e-12,3.3766323437319792e-11,3.3766323030912561e-11,9.0195812702243350e-15,6.6613381477512479e-16,1.6682027313940045e-16,1.5125133470951617e-14,2.1408750883537365e-12,2.1409196734750893e-12,4.2840539886692796e-12,3.3766323437319792e-11,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.1401849378375442e-16,6.6681994446059266e-16,6.6145386213840482e+01,-5.9672291943743867e-04,-1.0044306006508387e-01,0.0000000000000000e+00,1.1102230246251565e-16
offaxis_revolute_smooth,abs_revolute_gauss6_pivotva,0.0125,ok,,80,4.8876469986315054e-10,1.1248760596613569e-08,4.26468468e-01,240,6.6443045146144630e-14,5.2130697152510775e-13,5.2125294247498783e-13,1.3919958966988036e-14,8.8991145241087413e-16,5.3476613838654772e-17,2.8086667748613685e-15,6.6698902233705270e-12,6.6698903416424734e-12,6.6443045146144630e-14,5.2130697152510775e-13,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.7755575615728044e-16,8.9137401322985430e-16,6.6150649605454859e+01,-3.3313308233040116e-07,-1.0044299693601071e-01,0.0000000000000000e+00,1.1102230246251565e-16
offaxis_revolute_smooth,abs_revolute_gauss4_fullva,0.05,ok,,20,9.0136287140927757e-06,2.1033557724960128e-05,9.50863640e-02,79,8.2532249704437197e-07,2.0857954694047005e-06,2.0857954694047005e-06,1.5683989028838141e-22,6.2803698347351007e-16,2.3517027232116900e-21,5.4295241069645517e-14,2.0252328763645896e-24,5.4295241069645517e-14,8.2532249704437197e-07,2.0857954694047005e-06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.9893669801409083e-16,6.2803698347351007e-16,6.6116573190208868e+01,-4.2833369982133281e-02,-1.0045489540982948e-01,0.0000000000000000e+00,1.1102230246251565e-16
offaxis_revolute_smooth,abs_revolute_gauss4_fullva,0.025,ok,,40,8.5163767159669277e-07,1.0566829112122755e-05,1.70769322e-01,120,5.1635546289220923e-08,1.2993037164927902e-07,1.2993037164927902e-07,1.4234464220213387e-20,8.9509041826236192e-16,1.3720353737444975e-19,1.4043333874306804e-14,3.2223857325245408e-24,1.4043333874306804e-14,5.1635546289220923e-08,1.2993037164927902e-07,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.0014830246083946e-16,8.9509041826873612e-16,6.6150343553636517e+01,-4.5312573862108874e-03,-1.0044195165593668e-01,0.0000000000000000e+00,1.1102230246251565e-16
