case,solver,h,status,error_message,steps,runtime_sec,pattern_build_sec,dense_validation_pattern_sec,total_newton_iterations,total_linear_solves,total_jacobian_assemblies,total_residual_eval_sec,total_jacobian_eval_sec,total_linear_solve_sec,avg_jacobian_eval_sec,avg_linear_solve_sec,pattern_nnz,pattern_density,column_colors,row_colors,pattern_missing_vs_dense,pattern_extra_vs_dense,position_error_vs_dense,velocity_error_vs_dense,max_linear_residual_norm,max_endpoint_constraint_norm,max_endpoint_velocity_constraint_norm,max_stage_position_acceleration_constraint_norm,max_stage_orientation_acceleration_constraint_norm,max_quaternion_unit_error
double_prismatic_smooth,dense_jacfwd_csr,0.02,ok,,4,1.13179755e-01,0.00000000e+00,2.49215337e+00,24,20,20,8.6714709177613258e-03,1.9324353954289109e-02,4.4083051034249365e-03,9.6621769771445545e-04,2.2041525517124683e-04,2439,1.2807183364839320e-01,90,54,0,0,0.0000000000000000e+00,0.0000000000000000e+00,2.4774177633422236e-13,5.1865063651335386e-16,5.2339010643651442e-17,8.0825456208805303e-16,1.4820856885136769e-60,0.0000000000000000e+00
double_prismatic_smooth,column_jvp_pruned,0.02,ok,,4,1.34486980e-01,4.67383278e+00,2.49215337e+00,24,20,20,9.4440511311404407e-03,4.1602294018957764e-02,4.9045270425267518e-03,2.0801147009478884e-03,2.4522635212633761e-04,2439,1.2807183364839320e-01,90,54,0,0,0.0000000000000000e+00,3.3993498887762956e-17,2.7844060801892419e-13,5.1865063651335386e-16,8.6545143851885091e-17,9.2263808474350236e-16,1.9532441688207845e-60,0.0000000000000000e+00
double_prismatic_smooth,row_vjp_pruned,0.02,ok,,4,1.29270719e-01,4.67383278e+00,2.49215337e+00,24,20,20,8.0896408762782812e-03,3.9625515113584697e-02,4.5438289525918663e-03,1.9812757556792347e-03,2.2719144762959332e-04,2439,1.2807183364839320e-01,90,54,0,0,0.0000000000000000e+00,1.1464934308770758e-16,1.9673811501381049e-13,5.1865063651335386e-16,9.6183338372711256e-17,6.2803698347351007e-16,2.0625529250662347e-60,0.0000000000000000e+00
double_prismatic_sharp,dense_jacfwd_csr,0.02,ok,,4,1.07150916e-01,0.00000000e+00,2.23523456e+00,24,20,20,8.5750020225532353e-03,2.1885413036216050e-02,4.2003870476037264e-03,1.0942706518108024e-03,2.1001935238018632e-04,2439,1.2807183364839320e-01,90,54,0,0,0.0000000000000000e+00,0.0000000000000000e+00,2.5365054771363452e-13,5.2291881637681298e-16,5.5943151141397620e-17,6.0044490637300822e-16,1.2279018214927332e-60,0.0000000000000000e+00
double_prismatic_sharp,column_jvp_pruned,0.02,ok,,4,1.31359270e-01,7.14765170e-02,2.23523456e+00,24,20,20,8.7728549260646105e-03,4.1287380037829280e-02,4.3987189419567585e-03,2.0643690018914639e-03,2.1993594709783791e-04,2439,1.2807183364839320e-01,90,54,0,0,0.0000000000000000e+00,5.2502259312378467e-17,2.2352901450092450e-13,5.2291881637681298e-16,9.4776883422296558e-17,7.1088959579333461e-16,5.0852350014237834e-61,0.0000000000000000e+00
double_prismatic_sharp,row_vjp_pruned,0.02,ok,,4,1.31631715e-01,7.14765170e-02,2.23523456e+00,24,20,20,8.9516409789212048e-03,3.7411094061098993e-02,4.1965820128098130e-03,1.8705547030549497e-03,2.0982910064049065e-04,2439,1.2807183364839320e-01,90,54,0,0,0.0000000000000000e+00,1.9626155733547190e-17,2.0558222346652149e-13,5.2291881637681298e-16,5.7638781684452542e-17,9.8209251913917337e-16,1.0071068545870955e-60,0.0000000000000000e+00
