case,h,reference_h,alpha,steps,status,error_message,reference_completed,trajectory_completed,position_error_vs_source_free_mean_blend_reference,velocity_error_vs_source_free_mean_blend_reference,max_residual_norm,max_source_consistency_row_norm,max_blend_mean_closure_row_norm,max_source_free_lower_pair_row_norm,max_raw_terminal_endpoint_constraint_norm,max_raw_terminal_endpoint_velocity_constraint_norm,max_terminal_vs_gauss_position_delta_norm,max_terminal_vs_gauss_velocity_delta_norm,min_jacobian_rank,max_raw_jacobian_condition,max_scaled_jacobian_condition,max_condition_reduction_raw_to_scaled,max_raw_linear_residual_norm,max_scaled_linear_residual_norm,initial_z0_residual_norm,initial_z0_jacobian_rank,initial_z0_jacobian_condition,initial_z0_norm,max_terminal_z0_update_delta_norm,max_terminal_z0_norm,total_newton_iterations,max_newton_iterations,position_observed_order,velocity_observed_order,terminal_velocity_observed_power_h,residual_observed_power_h,row_families_substituted,stage_rows_substituted,source_consistency_rows,blend_mean_closure_rows,source_free_lower_pair_rows,lower_pair_row_formula,linear_solve_policy,output_policy,start_z0_policy,selection_source,external_endpoint_source_removed,endpoint_boundary_source_removed,terminal_row_replacement_used,projection_used,trajectory_h_sweep_present,one_step_h_sweep_present,accepted_h_sweep_present,full_tfe_stage_replacement,blocking_gap,notes,component_alpha_vector,component_alpha_source,component_alpha_min,component_alpha_max,scalar_baseline_alpha,max_terminal_velocity_vs_scalar_baseline_ratio,componentwise_blend_present
cylindrical_smooth,0.04,0.005,componentwise,2,paper_tfe_lower_pair_source_free_component_blend_trajectory_no_improvement_not_full_tfe,,True,True,8.7575886207683849e-08,1.2005108522281713e-05,2.3009299148727017e-12,1.0232397269304265e-15,5.3236310129772359e-16,1.1534426775492505e-15,1.5136030790315926e-07,3.6025035285961286e-06,3.1937596391155443e-03,1.4077485403565923e-02,132,3.4244581980373799e+06,3.8276011610120048e+02,1.7512011213745052e+04,2.5324410429983294e-14,3.8184080565964612e-15,4.4087858519822445e-15,20,1.6575151823470364e+01,1.9456826690375223e+01,2.0360780873803788e+00,1.9456826690375223e+01,13,5,5.0378977655987480e+00,6.2601385370336491e+00,9.3216897800952647e-01,-1.0577839192717515e+00,6,132,16,8,24,centered_acceleration_source_consistency_plus_componentwise_mean_acceleration_velocity_blend,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,one_step_h002_componentwise_least_squares_screen,True,True,False,False,True,False,False,False,Componentwise alpha removes the scalar-alpha restriction but still does not close raw terminal velocity on the trajectory h-sweep.,"The 8-vector is a deterministic one-step h=0.02 screen around the scalar trajectory best alpha. It is source-free and uses no projection or terminal-row replacement, but it leaves the same terminal-velocity gap.",0.7541;0.7421;0.7519;0.7042;0.7494;0.7539;0.7501;2.7283,one_step_h002_componentwise_least_squares_screen,7.0420000000000005e-01,2.7282999999999999e+00,0.75,4.8373107148245137e-01,True
cylindrical_smooth,0.02,0.005,componentwise,4,paper_tfe_lower_pair_source_free_component_blend_trajectory_no_improvement_not_full_tfe,,True,True,4.1441821203100045e-09,2.3726063990807033e-08,3.5643354902140567e-12,5.6448045004560333e-16,3.5567374047040420e-16,6.6718961933163747e-16,7.3672352105234294e-08,1.8693113986964778e-06,8.0381261295971662e-04,4.0560695378259546e-03,132,1.3903789374134127e+07,4.9626400600437228e+02,7.8151557669682777e+04,3.8932999630925765e-14,3.8184080565964612e-15,4.4087858519822445e-15,20,1.6575151823470364e+01,1.9456826690375223e+01,1.2441475172515761e+00,1.9456826690375223e+01,21,5,5.0378977655987480e+00,6.2601385370336491e+00,9.3216897800952647e-01,-1.0577839192717515e+00,6,132,16,8,24,centered_acceleration_source_consistency_plus_componentwise_mean_acceleration_velocity_blend,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,one_step_h002_componentwise_least_squares_screen,True,True,False,False,True,False,False,False,Componentwise alpha removes the scalar-alpha restriction but still does not close raw terminal velocity on the trajectory h-sweep.,"The 8-vector is a deterministic one-step h=0.02 screen around the scalar trajectory best alpha. It is source-free and uses no projection or terminal-row replacement, but it leaves the same terminal-velocity gap.",0.7541;0.7421;0.7519;0.7042;0.7494;0.7539;0.7501;2.7283,one_step_h002_componentwise_least_squares_screen,7.0420000000000005e-01,2.7282999999999999e+00,0.75,4.8373107148245137e-01,True
cylindrical_smooth,0.01,0.005,componentwise,8,paper_tfe_lower_pair_source_free_component_blend_trajectory_no_improvement_not_full_tfe,,True,True,8.1146138091974179e-11,2.0435587936284428e-09,9.9713226145389528e-12,4.8232634322297096e-16,6.5645237458760237e-16,6.8976330759796241e-16,4.3228619397072598e-08,9.8942474593509990e-07,2.0138320357222393e-04,1.0125503744819226e-03,132,5.6227131689254530e+07,6.3957644089869416e+02,2.5186546232755919e+05,6.6197721047725894e-14,3.8184080565964612e-15,4.4087858519822445e-15,20,1.6575151823470364e+01,1.9456826690375223e+01,6.2840022024564401e-01,1.9456826690375223e+01,37,5,5.0378977655987480e+00,6.2601385370336491e+00,9.3216897800952647e-01,-1.0577839192717515e+00,6,132,16,8,24,centered_acceleration_source_consistency_plus_componentwise_mean_acceleration_velocity_blend,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,one_step_h002_componentwise_least_squares_screen,True,True,False,False,True,False,False,False,Componentwise alpha removes the scalar-alpha restriction but still does not close raw terminal velocity on the trajectory h-sweep.,"The 8-vector is a deterministic one-step h=0.02 screen around the scalar trajectory best alpha. It is source-free and uses no projection or terminal-row replacement, but it leaves the same terminal-velocity gap.",0.7541;0.7421;0.7519;0.7042;0.7494;0.7539;0.7501;2.7283,one_step_h002_componentwise_least_squares_screen,7.0420000000000005e-01,2.7282999999999999e+00,0.75,4.8373107148245137e-01,True
cylindrical_sharp,0.04,0.005,componentwise,2,paper_tfe_lower_pair_source_free_component_blend_trajectory_no_improvement_not_full_tfe,,True,True,2.2901522017170436e-05,7.7482418238445077e-04,1.2142633318122548e-12,1.5952673679341363e-15,7.8286467231586321e-16,1.7770073354816885e-15,3.5767161190269394e-07,6.7865738166001443e-06,3.1717444800364383e-03,1.9293728789945123e-02,132,1.7385294921974681e+07,1.9981659678072347e+03,1.9319620701795524e+04,2.2201856138732963e-14,4.4061678072136439e-15,5.9415067247857465e-15,20,1.6511184154789674e+01,1.9347419632600847e+01,2.7223448422506076e+00,1.9370353502065161e+01,14,5,2.5547648257723394e+00,1.9176386918374906e+00,2.3690011427834881e-01,-1.5112485113302188e+00,6,132,16,8,24,centered_acceleration_source_consistency_plus_componentwise_mean_acceleration_velocity_blend,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,one_step_h002_componentwise_least_squares_screen,True,True,False,False,True,False,False,False,Componentwise alpha removes the scalar-alpha restriction but still does not close raw terminal velocity on the trajectory h-sweep.,"The 8-vector is a deterministic one-step h=0.02 screen around the scalar trajectory best alpha. It is source-free and uses no projection or terminal-row replacement, but it leaves the same terminal-velocity gap.",0.7541;0.7421;0.7519;0.7042;0.7494;0.7539;0.7501;2.7283,one_step_h002_componentwise_least_squares_screen,7.0420000000000005e-01,2.7282999999999999e+00,0.75,1.0014657828935254e+00,True
cylindrical_sharp,0.02,0.005,componentwise,4,paper_tfe_lower_pair_source_free_component_blend_trajectory_no_improvement_not_full_tfe,,True,True,1.8937809848189411e-06,1.0613497914513186e-03,2.5061540170146630e-12,7.4994190177767692e-16,6.2063000642759260e-16,7.5913223332886075e-16,2.6707745556466182e-07,7.4582432870928196e-06,7.9263563316792768e-04,1.1938902214643896e-02,132,1.1430050561709481e+08,4.1576016734465256e+03,6.3503576962190025e+04,5.0068894919083090e-14,4.4061678072136439e-15,5.9415067247857465e-15,20,1.6511184154789674e+01,1.9347419632600847e+01,3.2156225537468686e+00,1.9449720767962930e+01,22,5,2.5547648257723394e+00,1.9176386918374906e+00,2.3690011427834881e-01,-1.5112485113302188e+00,6,132,16,8,24,centered_acceleration_source_consistency_plus_componentwise_mean_acceleration_velocity_blend,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,one_step_h002_componentwise_least_squares_screen,True,True,False,False,True,False,False,False,Componentwise alpha removes the scalar-alpha restriction but still does not close raw terminal velocity on the trajectory h-sweep.,"The 8-vector is a deterministic one-step h=0.02 screen around the scalar trajectory best alpha. It is source-free and uses no projection or terminal-row replacement, but it leaves the same terminal-velocity gap.",0.7541;0.7421;0.7519;0.7042;0.7494;0.7539;0.7501;2.7283,one_step_h002_componentwise_least_squares_screen,7.0420000000000005e-01,2.7282999999999999e+00,0.75,1.0014657828935254e+00,True
cylindrical_sharp,0.01,0.005,componentwise,8,paper_tfe_lower_pair_source_free_component_blend_trajectory_no_improvement_not_full_tfe,,True,True,6.6334988367963559e-07,5.4283723847040672e-05,9.8667732123618190e-12,4.2503853745715309e-16,7.2013047547515542e-16,7.4128399488255750e-16,1.5501355863512285e-07,4.8867767220406758e-06,2.0235752453299995e-04,6.1299007632819504e-03,132,4.3514040796789157e+08,4.9591693006380738e+03,2.5127956164711426e+05,8.1785202006251013e-14,4.4061678072136439e-15,5.9415067247857465e-15,20,1.6511184154789674e+01,1.9347419632600847e+01,3.4305770867096586e+00,1.9500561263859954e+01,38,5,2.5547648257723394e+00,1.9176386918374906e+00,2.3690011427834881e-01,-1.5112485113302188e+00,6,132,16,8,24,centered_acceleration_source_consistency_plus_componentwise_mean_acceleration_velocity_blend,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,one_step_h002_componentwise_least_squares_screen,True,True,False,False,True,False,False,False,Componentwise alpha removes the scalar-alpha restriction but still does not close raw terminal velocity on the trajectory h-sweep.,"The 8-vector is a deterministic one-step h=0.02 screen around the scalar trajectory best alpha. It is source-free and uses no projection or terminal-row replacement, but it leaves the same terminal-velocity gap.",0.7541;0.7421;0.7519;0.7042;0.7494;0.7539;0.7501;2.7283,one_step_h002_componentwise_least_squares_screen,7.0420000000000005e-01,2.7282999999999999e+00,0.75,1.0014657828935254e+00,True
