case,h,reference_h,steps,status,error_message,position_error_vs_terminal_velocity_closure_reference,velocity_error_vs_terminal_velocity_closure_reference,max_terminal_velocity_closure_residual_norm,max_paper_kinematic_row_norm,max_paper_newton_euler_row_norm,max_retained_paper_lower_pair_acceleration_row_norm,max_replaced_terminal_lower_pair_acceleration_row_norm,max_removed_gauss_all_row_block_norm,max_terminal_endpoint_constraint_norm,max_terminal_endpoint_velocity_constraint_norm,max_projected_terminal_endpoint_constraint_norm_if_projected,max_projected_terminal_endpoint_velocity_constraint_norm_if_projected,max_velocity_projection_delta_v_norm_if_projected,max_velocity_projection_delta_w_norm_if_projected,max_velocity_projection_delta_norm_if_projected,min_jacobian_rank,max_raw_jacobian_condition,max_scaled_jacobian_condition,max_condition_reduction_raw_to_scaled,max_raw_linear_residual_norm,max_scaled_linear_residual_norm,initial_z0_residual_norm,initial_z0_jacobian_rank,initial_z0_jacobian_condition,initial_z0_norm,max_terminal_z0_update_delta_norm,max_terminal_z0_norm,max_terminal_vs_gauss_position_delta_norm,max_terminal_vs_gauss_velocity_delta_norm,bootstrap_step_count,recurrent_step_count,total_newton_iterations,max_newton_iterations,position_observed_order,velocity_observed_order,lower_pair_row_formula,linear_solve_policy,output_policy,start_z0_policy,paper_stage_rows_retained,endpoint_velocity_rows_inserted,total_residual_rows,terminal_velocity_rows_solved,projection_applied_in_output,projection_free_terminal_velocity_closure,replaced_terminal_lower_pair_acceleration_rows,accepted_h_sweep_present,full_tfe_stage_replacement,blocking_gap,notes
cylindrical_smooth,0.04,0.005,2,paper_tfe_lower_pair_acceleration_terminal_velocity_closure_diagnostic_not_accepted,,8.7387445717308223e-08,1.1997513284818231e-05,1.8724673773960091e-12,5.9919480485288512e-13,1.7834278800044094e-12,8.1596341330362949e-16,1.2715303961493380e-04,1.6174834460448637e-01,1.5914437377013659e-07,3.0218908886368393e-16,1.5914437377013659e-07,3.0218908886368393e-16,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,132,1.9862396462757483e+08,9.6359271421698941e+03,2.1962495108914220e+04,1.9806333199419250e-14,3.8184080565964612e-15,4.4087858519822445e-15,20,1.6575151823470364e+01,1.9456826690375223e+01,2.0362863694503974e+00,1.9456826690375223e+01,3.1937596407742132e-03,1.4077476949523432e-02,0,2,13,5,3.4590211445482728e+00,4.8384374422152652e+00,paper_acceleration_constraint_with_terminal_velocity_closure,iterative_equilibrated,raw_terminal_paper_lobatto_node_no_endpoint_projection,consistent_initial_acceleration_then_recurrent_terminal_z,124,8,132,True,False,True,True,False,False,"This diagnostic closes raw terminal endpoint velocity without output projection, but it replaces the terminal lower-pair acceleration rows instead of deriving an independent full-TFE stage functional.",Replaces the final stage lower-pair acceleration block with weighted raw terminal endpoint velocity rows and uses the raw terminal Lobatto node as the next state.
cylindrical_smooth,0.02,0.005,4,paper_tfe_lower_pair_acceleration_terminal_velocity_closure_diagnostic_not_accepted,,4.4771362562702786e-09,4.0201668461882201e-08,2.5021935911881555e-12,2.5021934571209889e-12,1.3884229003725160e-15,5.3336649935867932e-16,5.4226225284464612e-05,8.1156957424167869e-02,2.4262304473741223e-08,5.8022676723189295e-16,2.4262304473741223e-08,5.8022676723189295e-16,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,132,1.5982691023078380e+09,2.8599513140534142e+04,6.6853752715072609e+04,3.3762384657526734e-14,3.8184080565964612e-15,4.4087858519822445e-15,20,1.6575151823470364e+01,1.9456826690375223e+01,1.2441037988113579e+00,1.9456826690375223e+01,8.0381261297277767e-04,4.0560826885453318e-03,0,4,21,5,3.4590211445482728e+00,4.8384374422152652e+00,paper_acceleration_constraint_with_terminal_velocity_closure,iterative_equilibrated,raw_terminal_paper_lobatto_node_no_endpoint_projection,consistent_initial_acceleration_then_recurrent_terminal_z,124,8,132,True,False,True,True,False,False,"This diagnostic closes raw terminal endpoint velocity without output projection, but it replaces the terminal lower-pair acceleration rows instead of deriving an independent full-TFE stage functional.",Replaces the final stage lower-pair acceleration block with weighted raw terminal endpoint velocity rows and uses the raw terminal Lobatto node as the next state.
cylindrical_smooth,0.01,0.005,8,paper_tfe_lower_pair_acceleration_terminal_velocity_closure_diagnostic_not_accepted,,7.2262137717445171e-10,1.4657558460090492e-08,9.7339065946391795e-12,9.7339065861102236e-12,5.0007142896728976e-16,3.2703295959379602e-16,3.1292221425025611e-05,4.0843759612778904e-02,5.8876697728284852e-09,3.7277549582851432e-16,5.8876697728284852e-09,3.7277549582851432e-16,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,132,1.2787752787100365e+10,7.9939012811282184e+04,2.0598040039682671e+05,5.1033036787465259e-14,3.8184080565964612e-15,4.4087858519822445e-15,20,1.6575151823470364e+01,1.9456826690375223e+01,6.2839743794476766e-01,1.9456826690375223e+01,2.0138320357231590e-04,1.0125547558399544e-03,0,8,37,5,3.4590211445482728e+00,4.8384374422152652e+00,paper_acceleration_constraint_with_terminal_velocity_closure,iterative_equilibrated,raw_terminal_paper_lobatto_node_no_endpoint_projection,consistent_initial_acceleration_then_recurrent_terminal_z,124,8,132,True,False,True,True,False,False,"This diagnostic closes raw terminal endpoint velocity without output projection, but it replaces the terminal lower-pair acceleration rows instead of deriving an independent full-TFE stage functional.",Replaces the final stage lower-pair acceleration block with weighted raw terminal endpoint velocity rows and uses the raw terminal Lobatto node as the next state.
cylindrical_sharp,0.04,0.005,2,paper_tfe_lower_pair_acceleration_terminal_velocity_closure_diagnostic_not_accepted,,2.2901711237417207e-05,7.7485048474907985e-04,1.1194863870197538e-12,1.1194792563441861e-12,3.1402249273182869e-14,8.7919912896331117e-16,2.5278557587283022e-04,1.6338527767595143e-01,3.7959235160120009e-07,2.4286731366288582e-16,3.7959235160120009e-07,2.4286731366288582e-16,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,132,1.9094588719647920e+08,9.9919235264175823e+03,2.4300318820091852e+04,1.9078583973479763e-14,4.4061678072136439e-15,5.9415067247857465e-15,20,1.6511184154789674e+01,1.9347419632600847e+01,2.7227209479196066e+00,1.9370353481736920e+01,3.1717453972421382e-03,1.9293645419287155e-02,0,2,14,5,2.5545394912137280e+00,1.9177323385067622e+00,paper_acceleration_constraint_with_terminal_velocity_closure,iterative_equilibrated,raw_terminal_paper_lobatto_node_no_endpoint_projection,consistent_initial_acceleration_then_recurrent_terminal_z,124,8,132,True,False,True,True,False,False,"This diagnostic closes raw terminal endpoint velocity without output projection, but it replaces the terminal lower-pair acceleration rows instead of deriving an independent full-TFE stage functional.",Replaces the final stage lower-pair acceleration block with weighted raw terminal endpoint velocity rows and uses the raw terminal Lobatto node as the next state.
cylindrical_sharp,0.02,0.005,4,paper_tfe_lower_pair_acceleration_terminal_velocity_closure_diagnostic_not_accepted,,1.8935018234639076e-06,1.0613647003987639e-03,2.3150491751333904e-12,2.3150490526673983e-12,9.8724502338744968e-14,6.0379775048490420e-16,1.7565221161748291e-04,8.1709502187040414e-02,1.2342445687993543e-07,1.1004898628913980e-16,1.2342445687993543e-07,1.1004898628913980e-16,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,132,1.5487006096988285e+09,2.8386541203865418e+04,7.3234665957484613e+04,4.7680616511137578e-14,4.4061678072136439e-15,5.9415067247857465e-15,20,1.6511184154789674e+01,1.9347419632600847e+01,3.2159201721356849e+00,1.9449734870450552e+01,7.9263565012140124e-04,1.1938853029731106e-02,0,4,22,5,2.5545394912137280e+00,1.9177323385067622e+00,paper_acceleration_constraint_with_terminal_velocity_closure,iterative_equilibrated,raw_terminal_paper_lobatto_node_no_endpoint_projection,consistent_initial_acceleration_then_recurrent_terminal_z,124,8,132,True,False,True,True,False,False,"This diagnostic closes raw terminal endpoint velocity without output projection, but it replaces the terminal lower-pair acceleration rows instead of deriving an independent full-TFE stage functional.",Replaces the final stage lower-pair acceleration block with weighted raw terminal endpoint velocity rows and uses the raw terminal Lobatto node as the next state.
cylindrical_sharp,0.01,0.005,8,paper_tfe_lower_pair_acceleration_terminal_velocity_closure_diagnostic_not_accepted,,6.6356261584060619e-07,5.4278519579926871e-05,8.7856432947713461e-12,8.7856432764041609e-12,8.2736669667449964e-16,4.4200521636874416e-16,6.9976547432165187e-05,4.0850132710643951e-02,3.2178007310744999e-08,1.3656467406447680e-16,3.2178007310744999e-08,1.3656467406447680e-16,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,132,1.2513262775305117e+10,7.7554107574494134e+04,2.0215022710461589e+05,4.9882118886035721e-14,4.4061678072136439e-15,5.9415067247857465e-15,20,1.6511184154789674e+01,1.9347419632600847e+01,3.4306698608984059e+00,1.9500602680602114e+01,2.0235753352374557e-04,6.1298850870713231e-03,0,8,38,5,2.5545394912137280e+00,1.9177323385067622e+00,paper_acceleration_constraint_with_terminal_velocity_closure,iterative_equilibrated,raw_terminal_paper_lobatto_node_no_endpoint_projection,consistent_initial_acceleration_then_recurrent_terminal_z,124,8,132,True,False,True,True,False,False,"This diagnostic closes raw terminal endpoint velocity without output projection, but it replaces the terminal lower-pair acceleration rows instead of deriving an independent full-TFE stage functional.",Replaces the final stage lower-pair acceleration block with weighted raw terminal endpoint velocity rows and uses the raw terminal Lobatto node as the next state.
