time,pivot_force_norm,axis_multiplier_norm,drive_multiplier,trans_dynamics_residual,rot_dynamics_residual,pivot_constraint_norm,axis_constraint_norm,drive_constraint_abs
0.0000000000000000e+00,5.4345995170958804e+02,0.0000000000000000e+00,3.1795149912162543e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
5.0000000000000003e-02,5.4941902725804391e+02,0.0000000000000000e+00,3.1350641382042136e+02,0.0000000000000000e+00,2.8421709430404007e-14,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
1.0000000000000001e-01,5.6706883600422486e+02,0.0000000000000000e+00,3.0058487447717658e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
1.5000000000000002e-01,5.9573462353727268e+02,0.0000000000000000e+00,2.8035291097880514e+02,5.6843418860808015e-14,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.0000000000000001e-01,6.3431673313846011e+02,0.0000000000000000e+00,2.5452610596671832e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
