time,position_error_l2,velocity_error_l2,orientation_error_rad,omega_error_l2,stage_residual_norm,trans_dynamics_residual,rot_dynamics_residual,stage_pivot_velocity_norm,stage_pivot_acceleration_norm,stage_drive_position_abs,stage_drive_velocity_abs,stage_drive_acceleration_abs,endpoint_pivot_constraint_norm,endpoint_axis_constraint_norm,endpoint_drive_constraint_abs,endpoint_pivot_velocity_norm,pivot_force_norm,axis_multiplier_norm,drive_multiplier_abs
5.0000000000000003e-02,5.4997002061426279e-13,2.8657760600747258e-11,3.8226847739004278e-13,8.7890821602965193e-12,3.6639866652843527e-12,8.0388733884609289e-14,2.6718675482775242e-12,3.4903397742778836e-16,1.1283168012290684e-14,2.8918973993263819e-08,2.0663311218332980e-09,5.3290705182007514e-15,3.1950644213138504e-13,4.4408920985006262e-16,2.7122748491592574e-13,1.2617737923483849e-11,5.4815468956954112e+02,3.2329961190739432e-09,3.1789461648245577e+02
1.0000000000000001e-01,2.1224174170474451e-12,5.5708166814780595e-11,1.4832460106401162e-12,1.7253763660081404e-11,3.2482136194829671e-12,8.0388733884609289e-14,2.4476211061925958e-12,1.0218902201018479e-15,1.0150254177478649e-14,2.8852716438265702e-08,3.0917963744769850e-09,4.8849813083506888e-15,1.2352156968238201e-12,1.0007415106216803e-15,1.0650369475229127e-12,2.3636762878487156e-11,5.6451251765885740e+02,1.2989546579804309e-08,3.1245837444829709e+02
1.5000000000000002e-01,4.5014418629554248e-12,7.9433990541455284e-11,3.1731746154818493e-12,2.5000967996851564e-11,2.2533601753806357e-12,8.0388733884609289e-14,1.9323570419866207e-12,1.5469635301275848e-15,7.3279513993813753e-15,2.8702318410900318e-08,4.4106258922926855e-09,3.5527136788005009e-15,2.6313734360331647e-12,1.1157603309187458e-15,2.3210322552813523e-12,3.1709704674707932e-11,5.9198416256497910e+02,3.1486813534175875e-08,2.9864228096663720e+02
2.0000000000000001e-01,7.3738815633927336e-12,9.8006775455683058e-11,5.2583347824054804e-12,3.1552560492953428e-11,1.2141581350944989e-12,5.6843418860808015e-14,7.4381694787367792e-13,2.3427813419556311e-15,4.2143240372077443e-15,2.8433525423032791e-08,6.7774136858211875e-09,8.8817841970012523e-16,4.3289269655347941e-12,1.5582722720639762e-15,3.9412917374193057e-12,3.5971228774320913e-11,6.2951626716912438e+02,6.4427614327700678e-08,2.7768633293109531e+02
