time,theta,theta_dot,theta_exact,theta_dot_exact,theta_error,theta_dot_error,stage_residual_norm,trans_dynamics_residual,rot_dynamics_residual,drive_position_abs,drive_velocity_abs,drive_acceleration_abs,pivot_force_norm,axis_multiplier_norm,drive_multiplier_abs
5.0000000000000003e-02,2.3522707707770669e+00,-1.5681796416029997e-01,2.3522707707770691e+00,-1.5681796416022215e-01,2.2204460492503131e-15,7.7826634026223473e-14,8.9336448892993407e-13,4.4396129373505198e-13,4.5474735088646412e-13,2.8916249283916784e-08,0.0000000000000000e+00,0.0000000000000000e+00,5.4815469091293676e+02,0.0000000000000000e+00,3.1789455616100327e+02
1.0000000000000001e-01,2.3405388170386221e+00,-3.1206905505983723e-01,2.3405388170386301e+00,-3.1206905505968241e-01,7.9936057773011271e-15,1.5482060078397808e-13,9.1877330670606371e-13,3.6397547304618732e-13,4.5474735088646412e-13,2.8850379529821168e-08,0.0000000000000000e+00,0.0000000000000000e+00,5.6451251809919859e+02,0.0000000000000000e+00,3.1245831841910297e+02
1.5000000000000002e-01,2.3211158507806964e+00,-4.6420205511753126e-01,2.3211158507807137e+00,-4.6420205511730095e-01,1.7319479184152442e-14,2.3031576645848872e-13,7.2238126794292852e-13,3.2155493553843715e-13,3.4106051316484809e-13,2.8700723797570049e-08,0.0000000000000000e+00,0.0000000000000000e+00,5.9198416136501692e+02,0.0000000000000000e+00,2.9864223444024611e+02
2.0000000000000001e-01,2.2941959398617597e+00,-6.1169690168528934e-01,2.2941959398617904e+00,-6.1169690168498592e-01,3.0642155479654321e-14,3.0342395263005528e-13,8.4168586353049928e-13,3.6397547304618732e-13,5.1159076974727213e-13,2.8432965315516867e-08,0.0000000000000000e+00,0.0000000000000000e+00,6.2951626368141399e+02,0.0000000000000000e+00,2.7768629971975741e+02
