case,h,reference_h,alpha,steps,status,error_message,reference_completed,trajectory_completed,position_error_vs_source_free_mean_blend_reference,velocity_error_vs_source_free_mean_blend_reference,max_residual_norm,max_source_consistency_row_norm,max_blend_mean_closure_row_norm,max_source_free_lower_pair_row_norm,max_raw_terminal_endpoint_constraint_norm,max_raw_terminal_endpoint_velocity_constraint_norm,max_terminal_vs_gauss_position_delta_norm,max_terminal_vs_gauss_velocity_delta_norm,min_jacobian_rank,max_raw_jacobian_condition,max_scaled_jacobian_condition,max_condition_reduction_raw_to_scaled,max_raw_linear_residual_norm,max_scaled_linear_residual_norm,initial_z0_residual_norm,initial_z0_jacobian_rank,initial_z0_jacobian_condition,initial_z0_norm,max_terminal_z0_update_delta_norm,max_terminal_z0_norm,total_newton_iterations,max_newton_iterations,position_observed_order,velocity_observed_order,terminal_velocity_observed_power_h,residual_observed_power_h,row_families_substituted,stage_rows_substituted,source_consistency_rows,blend_mean_closure_rows,source_free_lower_pair_rows,lower_pair_row_formula,linear_solve_policy,output_policy,start_z0_policy,selection_source,external_endpoint_source_removed,endpoint_boundary_source_removed,terminal_row_replacement_used,projection_used,trajectory_h_sweep_present,one_step_h_sweep_present,accepted_h_sweep_present,full_tfe_stage_replacement,blocking_gap,notes,beta,beta_values,base_alpha,terminal_extrapolation_weights,terminal_extrapolation_blend_present,max_terminal_velocity_vs_component_blend_ratio,max_terminal_velocity_vs_scalar_alpha_ratio,max_terminal_velocity_vs_terminal_extrapolation_ratio,case_best_beta_by_terminal_velocity,global_best_beta_by_terminal_velocity,beta_count
cylindrical_smooth,0.02,0.005,0.75,4,paper_tfe_lower_pair_source_free_terminal_extrapolation_blend_trajectory_sweep_not_full_tfe,,True,True,4.1290330580866995e-09,2.5296013296196891e-08,3.1434287664882737e-12,7.2865909278582862e-16,3.7153252034027706e-17,7.2905178698712411e-16,6.1280514912667123e-08,1.5481741391723273e-06,8.0381261308789837e-04,4.0560696324754703e-03,132,3.7538974363120437e+07,9.6595535166936372e+02,4.8521419425251326e+04,3.8268843579827392e-14,3.8184080565964612e-15,4.4087858519822445e-15,20,1.6575151823470364e+01,1.9456826690375223e+01,1.2441458993280883e+00,1.9456826690375223e+01,21,5,4.5007163983082696e+00,5.7372404488282447e+00,8.8154554589631418e-01,-1.0134833442948241e+00,6,132,16,8,24,centered_acceleration_source_consistency_plus_beta_blend_of_mean_blend_and_terminal_velocity_extrapolation,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,beta_sweep_between_best_scalar_mean_blend_and_terminal_extrapolation,True,True,False,False,True,False,False,False,"The beta sweep is source-free and projection-free, but terminal velocity remains above the full-TFE acceptance tolerance and the rows are still a diagnostic basis family.",beta=0 is the trajectory-best scalar mean-blend row; beta=1 is terminal-velocity extrapolation. Intermediate rows test whether the smooth terminal improvement can be kept without worsening the sharp coarse row.,0.75,0;0.25;0.5;0.75;1,0.75,1.8783610896543049e-01;-6.6666666666666652e-01;1.4788305577012359e+00,True,3.8305276624010398e-01,3.8361423843217635e-01,2.4162322077853479e-01,1,0.5,5
cylindrical_smooth,0.01,0.005,0.75,8,paper_tfe_lower_pair_source_free_terminal_extrapolation_blend_trajectory_sweep_not_full_tfe,,True,True,1.7128650470268280e-10,4.2200094417218019e-09,9.6882835029676853e-12,5.2607553147222456e-16,3.0432035324529746e-17,5.2659462312617905e-16,3.7098877783183290e-08,8.4168937543106875e-07,2.0138320357330735e-04,1.0125504239175671e-03,132,1.6082266331305614e+08,1.3880928388970001e+03,1.5374697645291776e+05,4.9311055305994607e-14,3.8184080565964612e-15,4.4087858519822445e-15,20,1.6575151823470364e+01,1.9456826690375223e+01,6.2839920226924639e-01,1.9456826690375223e+01,37,5,4.5007163983082696e+00,5.7372404488282447e+00,8.8154554589631418e-01,-1.0134833442948241e+00,6,132,16,8,24,centered_acceleration_source_consistency_plus_beta_blend_of_mean_blend_and_terminal_velocity_extrapolation,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,beta_sweep_between_best_scalar_mean_blend_and_terminal_extrapolation,True,True,False,False,True,False,False,False,"The beta sweep is source-free and projection-free, but terminal velocity remains above the full-TFE acceptance tolerance and the rows are still a diagnostic basis family.",beta=0 is the trajectory-best scalar mean-blend row; beta=1 is terminal-velocity extrapolation. Intermediate rows test whether the smooth terminal improvement can be kept without worsening the sharp coarse row.,0.75,0;0.25;0.5;0.75;1,0.75,1.8783610896543049e-01;-6.6666666666666652e-01;1.4788305577012359e+00,True,3.8305276624010398e-01,3.8361423843217635e-01,2.4162322077853479e-01,1,0.5,5
cylindrical_smooth,0.04,0.005,0.75,2,paper_tfe_lower_pair_source_free_terminal_extrapolation_blend_trajectory_sweep_not_full_tfe,,True,True,8.8525900320775390e-08,1.2010942391830776e-05,2.7288929222521526e-12,9.6209258678632419e-16,2.8534113108070531e-17,9.6251563164452798e-16,8.1630422177408264e-08,5.2887258436258791e-07,3.1937597188572641e-03,1.4077477396375992e-02,132,3.9163398487420619e+07,3.1576764490631799e+03,1.4006118280581068e+04,1.8736852423239640e-14,3.8184080565964612e-15,4.4087858519822445e-15,20,1.6575151823470364e+01,1.9456826690375223e+01,2.0360989512867329e+00,1.9456826690375223e+01,13,5,3.5182327482300484e+00,4.7481749010851839e+00,1.2651417248161905e+00,-8.2561473359089943e-01,6,132,16,8,24,centered_acceleration_source_consistency_plus_beta_blend_of_mean_blend_and_terminal_velocity_extrapolation,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,beta_sweep_between_best_scalar_mean_blend_and_terminal_extrapolation,True,True,False,False,True,False,False,False,"The beta sweep is source-free and projection-free, but terminal velocity remains above the full-TFE acceptance tolerance and the rows are still a diagnostic basis family.",beta=0 is the trajectory-best scalar mean-blend row; beta=1 is terminal-velocity extrapolation. Intermediate rows test whether the smooth terminal improvement can be kept without worsening the sharp coarse row.,1,0;0.25;0.5;0.75;1,0.75,1.8783610896543049e-01;-6.6666666666666652e-01;1.4788305577012359e+00,True,7.0911146768013175e-02,7.1015087113906000e-02,4.4729554727838683e-02,1,0.5,5
cylindrical_smooth,0.02,0.005,0.75,4,paper_tfe_lower_pair_source_free_terminal_extrapolation_blend_trajectory_sweep_not_full_tfe,,True,True,4.2737109414998147e-09,3.8766310175309407e-08,3.7032979489921877e-12,6.3477376508134188e-16,4.3453794669955669e-17,6.3625935364972141e-16,1.8241806512655084e-08,1.1341890724608561e-07,8.0381261418727688e-04,4.0560717567619288e-03,132,3.1328985887816346e+08,8.6821422144027893e+03,4.4080778283267391e+04,3.2313811355028099e-14,3.8184080565964612e-15,4.4087858519822445e-15,20,1.6575151823470364e+01,1.9456826690375223e+01,1.2441288837646329e+00,1.9456826690375223e+01,21,5,3.5182327482300484e+00,4.7481749010851839e+00,1.2651417248161905e+00,-8.2561473359089943e-01,6,132,16,8,24,centered_acceleration_source_consistency_plus_beta_blend_of_mean_blend_and_terminal_velocity_extrapolation,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,beta_sweep_between_best_scalar_mean_blend_and_terminal_extrapolation,True,True,False,False,True,False,False,False,"The beta sweep is source-free and projection-free, but terminal velocity remains above the full-TFE acceptance tolerance and the rows are still a diagnostic basis family.",beta=0 is the trajectory-best scalar mean-blend row; beta=1 is terminal-velocity extrapolation. Intermediate rows test whether the smooth terminal improvement can be kept without worsening the sharp coarse row.,1,0;0.25;0.5;0.75;1,0.75,1.8783610896543049e-01;-6.6666666666666652e-01;1.4788305577012359e+00,True,7.0911146768013175e-02,7.1015087113906000e-02,4.4729554727838683e-02,1,0.5,5
cylindrical_smooth,0.01,0.005,0.75,8,paper_tfe_lower_pair_source_free_terminal_extrapolation_blend_trajectory_sweep_not_full_tfe,,True,True,6.7434660346271702e-10,1.6629950028065634e-08,8.5714854896181261e-12,5.6713672990282089e-16,1.6939116513837093e-17,5.6721759509543345e-16,4.4981725720811195e-09,9.1550314133993528e-08,2.0138320359127477e-04,1.0125510905217880e-03,132,2.5029775609209981e+09,2.3053409773331998e+04,1.3834033377360157e+05,7.7673829500491006e-14,3.8184080565964612e-15,4.4087858519822445e-15,20,1.6575151823470364e+01,1.9456826690375223e+01,6.2839020285926162e-01,1.9456826690375223e+01,37,5,3.5182327482300484e+00,4.7481749010851839e+00,1.2651417248161905e+00,-8.2561473359089943e-01,6,132,16,8,24,centered_acceleration_source_consistency_plus_beta_blend_of_mean_blend_and_terminal_velocity_extrapolation,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,beta_sweep_between_best_scalar_mean_blend_and_terminal_extrapolation,True,True,False,False,True,False,False,False,"The beta sweep is source-free and projection-free, but terminal velocity remains above the full-TFE acceptance tolerance and the rows are still a diagnostic basis family.",beta=0 is the trajectory-best scalar mean-blend row; beta=1 is terminal-velocity extrapolation. Intermediate rows test whether the smooth terminal improvement can be kept without worsening the sharp coarse row.,1,0;0.25;0.5;0.75;1,0.75,1.8783610896543049e-01;-6.6666666666666652e-01;1.4788305577012359e+00,True,7.0911146768013175e-02,7.1015087113906000e-02,4.4729554727838683e-02,1,0.5,5
cylindrical_sharp,0.04,0.005,0.75,2,paper_tfe_lower_pair_source_free_terminal_extrapolation_blend_trajectory_sweep_not_full_tfe,,True,True,2.2901534954749389e-05,7.7482470240846410e-04,1.1384581470088381e-12,1.3122888051268237e-15,2.8894215488414934e-16,1.3437222469432743e-15,3.5747744478186243e-07,6.7732949782451570e-06,3.1717444863593679e-03,1.9293729586396212e-02,132,1.7382302235214911e+07,1.9881839248292067e+03,1.9472143464867353e+04,3.9359401238101921e-14,4.4061678072136439e-15,5.9415067247857465e-15,20,1.6511184154789674e+01,1.9347419632600847e+01,2.7223452438247708e+00,1.9370353498148759e+01,14,5,2.5547699977471434e+00,1.9176401931388665e+00,2.3646465134745662e-01,-1.2940583692193386e+00,6,132,16,8,24,centered_acceleration_source_consistency_plus_beta_blend_of_mean_blend_and_terminal_velocity_extrapolation,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,beta_sweep_between_best_scalar_mean_blend_and_terminal_extrapolation,True,True,False,False,True,False,False,False,"The beta sweep is source-free and projection-free, but terminal velocity remains above the full-TFE acceptance tolerance and the rows are still a diagnostic basis family.",beta=0 is the trajectory-best scalar mean-blend row; beta=1 is terminal-velocity extrapolation. Intermediate rows test whether the smooth terminal improvement can be kept without worsening the sharp coarse row.,0,0;0.25;0.5;0.75;1,0.75,1.8783610896543049e-01;-6.6666666666666652e-01;1.4788305577012359e+00,True,9.9853636248131172e-01,1.0000000000000000e+00,6.2985988676031424e-01,0.5,0.5,5
cylindrical_sharp,0.02,0.005,0.75,4,paper_tfe_lower_pair_source_free_terminal_extrapolation_blend_trajectory_sweep_not_full_tfe,,True,True,1.8937912690823890e-06,1.0613501154215369e-03,2.5540239096246740e-12,9.4567435243005037e-16,8.0087416682148414e-17,9.4905952139727005e-16,2.6689540250738823e-07,7.4473271223943258e-06,7.9263563345901178e-04,1.1938902628073759e-02,132,1.1428841960559621e+08,4.1364926141064052e+03,6.3918953471821980e+04,4.1779102684702403e-14,4.4061678072136439e-15,5.9415067247857465e-15,20,1.6511184154789674e+01,1.9347419632600847e+01,3.2156228314356534e+00,1.9449721109784097e+01,22,5,2.5547699977471434e+00,1.9176401931388665e+00,2.3646465134745662e-01,-1.2940583692193386e+00,6,132,16,8,24,centered_acceleration_source_consistency_plus_beta_blend_of_mean_blend_and_terminal_velocity_extrapolation,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,beta_sweep_between_best_scalar_mean_blend_and_terminal_extrapolation,True,True,False,False,True,False,False,False,"The beta sweep is source-free and projection-free, but terminal velocity remains above the full-TFE acceptance tolerance and the rows are still a diagnostic basis family.",beta=0 is the trajectory-best scalar mean-blend row; beta=1 is terminal-velocity extrapolation. Intermediate rows test whether the smooth terminal improvement can be kept without worsening the sharp coarse row.,0,0;0.25;0.5;0.75;1,0.75,1.8783610896543049e-01;-6.6666666666666652e-01;1.4788305577012359e+00,True,9.9853636248131172e-01,1.0000000000000000e+00,6.2985988676031424e-01,0.5,0.5,5
cylindrical_sharp,0.01,0.005,0.75,8,paper_tfe_lower_pair_source_free_terminal_extrapolation_blend_trajectory_sweep_not_full_tfe,,True,True,6.6334550229635709e-07,5.4283647301894060e-05,6.8456996344107668e-12,5.2653564504598247e-16,8.6720917931054937e-17,5.3246669681216511e-16,1.5489674021977741e-07,4.8801602556496139e-06,2.0235752465289138e-04,6.1299008792445901e-03,132,4.3512330139105082e+08,4.9367466905450328e+03,2.5250009953259726e+05,6.4368531246993991e-14,4.4061678072136439e-15,5.9415067247857465e-15,20,1.6511184154789674e+01,1.9347419632600847e+01,3.4305772144494244e+00,1.9500561623133624e+01,38,5,2.5547699977471434e+00,1.9176401931388665e+00,2.3646465134745662e-01,-1.2940583692193386e+00,6,132,16,8,24,centered_acceleration_source_consistency_plus_beta_blend_of_mean_blend_and_terminal_velocity_extrapolation,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,beta_sweep_between_best_scalar_mean_blend_and_terminal_extrapolation,True,True,False,False,True,False,False,False,"The beta sweep is source-free and projection-free, but terminal velocity remains above the full-TFE acceptance tolerance and the rows are still a diagnostic basis family.",beta=0 is the trajectory-best scalar mean-blend row; beta=1 is terminal-velocity extrapolation. Intermediate rows test whether the smooth terminal improvement can be kept without worsening the sharp coarse row.,0,0;0.25;0.5;0.75;1,0.75,1.8783610896543049e-01;-6.6666666666666652e-01;1.4788305577012359e+00,True,9.9853636248131172e-01,1.0000000000000000e+00,6.2985988676031424e-01,0.5,0.5,5
cylindrical_sharp,0.04,0.005,0.75,2,paper_tfe_lower_pair_source_free_terminal_extrapolation_blend_trajectory_sweep_not_full_tfe,,True,True,2.2901342985654435e-05,7.7481286841795001e-04,8.1471881724199280e-13,7.8940206539146531e-16,1.0474010541803082e-16,7.9632035672039147e-16,3.5945929127206268e-07,6.8872920961506239e-06,3.1717444813203362e-03,1.9293731426668827e-02,132,1.7099106629091825e+07,1.9207539593118049e+03,1.5246944055374663e+04,2.9893651653833690e-14,4.4061678072136439e-15,5.9415067247857465e-15,20,1.6511184154789674e+01,1.9347419632600847e+01,2.7223451863849242e+00,1.9370353457662901e+01,14,5,2.5547595733036323e+00,1.9176305478856812e+00,2.6357613475440950e-01,-1.6093016782203182e+00,6,132,16,8,24,centered_acceleration_source_consistency_plus_beta_blend_of_mean_blend_and_terminal_velocity_extrapolation,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,beta_sweep_between_best_scalar_mean_blend_and_terminal_extrapolation,True,True,False,False,True,False,False,False,"The beta sweep is source-free and projection-free, but terminal velocity remains above the full-TFE acceptance tolerance and the rows are still a diagnostic basis family.",beta=0 is the trajectory-best scalar mean-blend row; beta=1 is terminal-velocity extrapolation. Intermediate rows test whether the smooth terminal improvement can be kept without worsening the sharp coarse row.,0.25,0;0.25;0.5;0.75;1,0.75,1.8783610896543049e-01;-6.6666666666666652e-01;1.4788305577012359e+00,True,9.7821304457613145e-01,9.7964689252309456e-01,6.1704028078969009e-01,0.5,0.5,5
cylindrical_sharp,0.02,0.005,0.75,4,paper_tfe_lower_pair_source_free_terminal_extrapolation_blend_trajectory_sweep_not_full_tfe,,True,True,1.8937751611746353e-06,1.0613493222803648e-03,2.2297239963178101e-12,8.2018645747787627e-16,1.3914366964188080e-16,8.3190551496640346e-16,2.6347391337657848e-07,7.2957508730565611e-06,7.9263563561161562e-04,1.1938901990286804e-02,132,1.1315402863393283e+08,4.0222286219996531e+03,5.0285400096708385e+04,3.6077218520541921e-14,4.4061678072136439e-15,5.9415067247857465e-15,20,1.6511184154789674e+01,1.9347419632600847e+01,3.2156229399172234e+00,1.9449721306566456e+01,22,5,2.5547595733036323e+00,1.9176305478856812e+00,2.6357613475440950e-01,-1.6093016782203182e+00,6,132,16,8,24,centered_acceleration_source_consistency_plus_beta_blend_of_mean_blend_and_terminal_velocity_extrapolation,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,beta_sweep_between_best_scalar_mean_blend_and_terminal_extrapolation,True,True,False,False,True,False,False,False,"The beta sweep is source-free and projection-free, but terminal velocity remains above the full-TFE acceptance tolerance and the rows are still a diagnostic basis family.",beta=0 is the trajectory-best scalar mean-blend row; beta=1 is terminal-velocity extrapolation. Intermediate rows test whether the smooth terminal improvement can be kept without worsening the sharp coarse row.,0.25,0;0.25;0.5;0.75;1,0.75,1.8783610896543049e-01;-6.6666666666666652e-01;1.4788305577012359e+00,True,9.7821304457613145e-01,9.7964689252309456e-01,6.1704028078969009e-01,0.5,0.5,5
cylindrical_sharp,0.01,0.005,0.75,8,paper_tfe_lower_pair_source_free_terminal_extrapolation_blend_trajectory_sweep_not_full_tfe,,True,True,6.6334952811532793e-07,5.4283544050350610e-05,7.5840973952263097e-12,6.3275127637118841e-16,6.6224019837408628e-17,6.3393645775800440e-16,1.5264441889124283e-07,4.7792511880441284e-06,2.0235752509591192e-04,6.1299006988672911e-03,132,4.3206075792105180e+08,4.8841553392523847e+03,1.9785289613755193e+05,5.8241049744898817e-14,4.4061678072136439e-15,5.9415067247857465e-15,20,1.6511184154789674e+01,1.9347419632600847e+01,3.4305772608199456e+00,1.9500561797628102e+01,38,5,2.5547595733036323e+00,1.9176305478856812e+00,2.6357613475440950e-01,-1.6093016782203182e+00,6,132,16,8,24,centered_acceleration_source_consistency_plus_beta_blend_of_mean_blend_and_terminal_velocity_extrapolation,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,beta_sweep_between_best_scalar_mean_blend_and_terminal_extrapolation,True,True,False,False,True,False,False,False,"The beta sweep is source-free and projection-free, but terminal velocity remains above the full-TFE acceptance tolerance and the rows are still a diagnostic basis family.",beta=0 is the trajectory-best scalar mean-blend row; beta=1 is terminal-velocity extrapolation. Intermediate rows test whether the smooth terminal improvement can be kept without worsening the sharp coarse row.,0.25,0;0.25;0.5;0.75;1,0.75,1.8783610896543049e-01;-6.6666666666666652e-01;1.4788305577012359e+00,True,9.7821304457613145e-01,9.7964689252309456e-01,6.1704028078969009e-01,0.5,0.5,5
cylindrical_sharp,0.04,0.005,0.75,2,paper_tfe_lower_pair_source_free_terminal_extrapolation_blend_trajectory_sweep_not_full_tfe,,True,True,2.2900986542081647e-05,7.7479086973092554e-04,1.0329459745240057e-12,7.1574470515587331e-16,1.1363517165489219e-16,7.2470920733471071e-16,3.6316116095757525e-07,7.1011549978901351e-06,3.1717444716196671e-03,1.9293734866768181e-02,132,1.6617397735788999e+07,1.7691015531579144e+03,1.2784705422221927e+04,2.1453372549139163e-14,4.4061678072136439e-15,5.9415067247857465e-15,20,1.6511184154789674e+01,1.9347419632600847e+01,2.7223450808975338e+00,1.9370353382344391e+01,14,5,2.5547399856759969e+00,1.9176126435006053e+00,3.1512617619147504e-01,-1.4020155181115583e+00,6,132,16,8,24,centered_acceleration_source_consistency_plus_beta_blend_of_mean_blend_and_terminal_velocity_extrapolation,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,beta_sweep_between_best_scalar_mean_blend_and_terminal_extrapolation,True,True,False,False,True,False,False,False,"The beta sweep is source-free and projection-free, but terminal velocity remains above the full-TFE acceptance tolerance and the rows are still a diagnostic basis family.",beta=0 is the trajectory-best scalar mean-blend row; beta=1 is terminal-velocity extrapolation. Intermediate rows test whether the smooth terminal improvement can be kept without worsening the sharp coarse row.,0.5,0;0.25;0.5;0.75;1,0.75,1.8783610896543049e-01;-6.6666666666666652e-01;1.4788305577012359e+00,True,9.5212166250722086e-01,9.5351726615267896e-01,6.0058227728293079e-01,0.5,0.5,5
cylindrical_sharp,0.02,0.005,0.75,4,paper_tfe_lower_pair_source_free_terminal_extrapolation_blend_trajectory_sweep_not_full_tfe,,True,True,1.8937444900880529e-06,1.0613477900261498e-03,3.8066710053093841e-12,4.0882019194648684e-16,6.9659487932175944e-17,4.1364671740129514e-16,2.5698686387975640e-07,7.0108577195244215e-06,7.9263563967464428e-04,1.1938900794732530e-02,132,1.1108810097187915e+08,3.7312837536032857e+03,4.1820795568259229e+04,3.9061776474305070e-14,4.4061678072136439e-15,5.9415067247857465e-15,20,1.6511184154789674e+01,1.9347419632600847e+01,3.2156231307991687e+00,1.9449721678251706e+01,22,5,2.5547399856759969e+00,1.9176126435006053e+00,3.1512617619147504e-01,-1.4020155181115583e+00,6,132,16,8,24,centered_acceleration_source_consistency_plus_beta_blend_of_mean_blend_and_terminal_velocity_extrapolation,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,beta_sweep_between_best_scalar_mean_blend_and_terminal_extrapolation,True,True,False,False,True,False,False,False,"The beta sweep is source-free and projection-free, but terminal velocity remains above the full-TFE acceptance tolerance and the rows are still a diagnostic basis family.",beta=0 is the trajectory-best scalar mean-blend row; beta=1 is terminal-velocity extrapolation. Intermediate rows test whether the smooth terminal improvement can be kept without worsening the sharp coarse row.,0.5,0;0.25;0.5;0.75;1,0.75,1.8783610896543049e-01;-6.6666666666666652e-01;1.4788305577012359e+00,True,9.5212166250722086e-01,9.5351726615267896e-01,6.0058227728293079e-01,0.5,0.5,5
cylindrical_sharp,0.01,0.005,0.75,8,paper_tfe_lower_pair_source_free_terminal_extrapolation_blend_trajectory_sweep_not_full_tfe,,True,True,6.6335721624019842e-07,5.4283350154588967e-05,7.2139820635624435e-12,5.2492426821522624e-16,5.4167715315927594e-17,5.2530675582092962e-16,1.4833867102905287e-07,4.5877963258286867e-06,2.0235752593107925e-04,6.1299003580533350e-03,132,4.2641414233953607e+08,4.8261360991583524e+03,1.6177082187014024e+05,5.6031163579526725e-14,4.4061678072136439e-15,5.9415067247857465e-15,20,1.6511184154789674e+01,1.9347419632600847e+01,3.4305773472373735e+00,1.9500562126615442e+01,38,5,2.5547399856759969e+00,1.9176126435006053e+00,3.1512617619147504e-01,-1.4020155181115583e+00,6,132,16,8,24,centered_acceleration_source_consistency_plus_beta_blend_of_mean_blend_and_terminal_velocity_extrapolation,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,beta_sweep_between_best_scalar_mean_blend_and_terminal_extrapolation,True,True,False,False,True,False,False,False,"The beta sweep is source-free and projection-free, but terminal velocity remains above the full-TFE acceptance tolerance and the rows are still a diagnostic basis family.",beta=0 is the trajectory-best scalar mean-blend row; beta=1 is terminal-velocity extrapolation. Intermediate rows test whether the smooth terminal improvement can be kept without worsening the sharp coarse row.,0.5,0;0.25;0.5;0.75;1,0.75,1.8783610896543049e-01;-6.6666666666666652e-01;1.4788305577012359e+00,True,9.5212166250722086e-01,9.5351726615267896e-01,6.0058227728293079e-01,0.5,0.5,5
cylindrical_sharp,0.04,0.005,0.75,2,paper_tfe_lower_pair_source_free_terminal_extrapolation_blend_trajectory_sweep_not_full_tfe,,True,True,2.2900095996019332e-05,7.7473575649409851e-04,1.2514376223346726e-12,1.1431909171290963e-15,2.8998257134221606e-17,1.1433228619772172e-15,3.7253601880718622e-07,7.6472471306276411e-06,3.1717444454011671e-03,1.9293743595717380e-02,132,1.5658994629751839e+07,1.6449085315349321e+03,1.1436312074560312e+04,3.5681263700331709e-14,4.4061678072136439e-15,5.9415067247857465e-15,20,1.6511184154789674e+01,1.9347419632600847e+01,2.7223448239949479e+00,1.9370353193302602e+01,14,5,2.5546896476217622e+00,1.9175679211770638e+00,4.5216200157429909e-01,-1.3367162410885529e+00,6,132,16,8,24,centered_acceleration_source_consistency_plus_beta_blend_of_mean_blend_and_terminal_velocity_extrapolation,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,beta_sweep_between_best_scalar_mean_blend_and_terminal_extrapolation,True,True,False,False,True,False,False,False,"The beta sweep is source-free and projection-free, but terminal velocity remains above the full-TFE acceptance tolerance and the rows are still a diagnostic basis family.",beta=0 is the trajectory-best scalar mean-blend row; beta=1 is terminal-velocity extrapolation. Intermediate rows test whether the smooth terminal improvement can be kept without worsening the sharp coarse row.,0.75,0;0.25;0.5;0.75;1,0.75,1.8783610896543049e-01;-6.6666666666666652e-01;1.4788305577012359e+00,True,1.0253416034124161e+00,1.0268445315947181e+00,6.4676818039069706e-01,0.5,0.5,5
cylindrical_sharp,0.02,0.005,0.75,4,paper_tfe_lower_pair_source_free_terminal_extrapolation_blend_trajectory_sweep_not_full_tfe,,True,True,1.8936632116636201e-06,1.0613435877302063e-03,4.1422560127795889e-12,9.8225249103030409e-16,2.6309848977372996e-17,9.8256571222213843e-16,2.3998704077746431e-07,6.2804052599717219e-06,7.9263565019202043e-04,1.1938897750024555e-02,132,1.0621171284689365e+08,3.5070475594279933e+03,4.0779087289457028e+04,4.8419160881806640e-14,4.4061678072136439e-15,5.9415067247857465e-15,20,1.6511184154789674e+01,1.9347419632600847e+01,3.2156235387630439e+00,1.9449722642023293e+01,22,5,2.5546896476217622e+00,1.9175679211770638e+00,4.5216200157429909e-01,-1.3367162410885529e+00,6,132,16,8,24,centered_acceleration_source_consistency_plus_beta_blend_of_mean_blend_and_terminal_velocity_extrapolation,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,beta_sweep_between_best_scalar_mean_blend_and_terminal_extrapolation,True,True,False,False,True,False,False,False,"The beta sweep is source-free and projection-free, but terminal velocity remains above the full-TFE acceptance tolerance and the rows are still a diagnostic basis family.",beta=0 is the trajectory-best scalar mean-blend row; beta=1 is terminal-velocity extrapolation. Intermediate rows test whether the smooth terminal improvement can be kept without worsening the sharp coarse row.,0.75,0;0.25;0.5;0.75;1,0.75,1.8783610896543049e-01;-6.6666666666666652e-01;1.4788305577012359e+00,True,1.0253416034124161e+00,1.0268445315947181e+00,6.4676818039069706e-01,0.5,0.5,5
