case,h,reference_h,alpha,steps,status,error_message,reference_completed,trajectory_completed,position_error_vs_source_free_mean_blend_reference,velocity_error_vs_source_free_mean_blend_reference,max_residual_norm,max_source_consistency_row_norm,max_blend_mean_closure_row_norm,max_source_free_lower_pair_row_norm,max_raw_terminal_endpoint_constraint_norm,max_raw_terminal_endpoint_velocity_constraint_norm,max_terminal_vs_gauss_position_delta_norm,max_terminal_vs_gauss_velocity_delta_norm,min_jacobian_rank,max_raw_jacobian_condition,max_scaled_jacobian_condition,max_condition_reduction_raw_to_scaled,max_raw_linear_residual_norm,max_scaled_linear_residual_norm,initial_z0_residual_norm,initial_z0_jacobian_rank,initial_z0_jacobian_condition,initial_z0_norm,max_terminal_z0_update_delta_norm,max_terminal_z0_norm,total_newton_iterations,max_newton_iterations,position_observed_order,velocity_observed_order,terminal_velocity_observed_power_h,residual_observed_power_h,row_families_substituted,stage_rows_substituted,source_consistency_rows,blend_mean_closure_rows,source_free_lower_pair_rows,lower_pair_row_formula,linear_solve_policy,output_policy,start_z0_policy,selection_source,external_endpoint_source_removed,endpoint_boundary_source_removed,terminal_row_replacement_used,projection_used,trajectory_h_sweep_present,one_step_h_sweep_present,accepted_h_sweep_present,full_tfe_stage_replacement,blocking_gap,notes,alpha_max_terminal_velocity_norm,alpha_max_residual_norm,alpha_min_position_order,alpha_min_velocity_order,case_best_alpha_by_terminal_velocity,global_best_alpha_by_trajectory_terminal_velocity,trajectory_alpha_sweep_present
cylindrical_sharp,0.02,0.005,0,4,paper_tfe_lower_pair_source_free_mean_blend_trajectory_alpha_sweep_partial_not_full_tfe,,True,True,1.8938248791374340e-06,1.0613493453383420e-03,2.7782117467297628e-12,1.2746956499112991e-15,3.5492630798631767e-16,1.3231861864467855e-15,2.8273850063392344e-07,8.2335150265865238e-06,7.9263562397226706e-04,1.1938905912482750e-02,132,1.1518118484784365e+08,4.8098848044646693e+03,1.1301870044325260e+05,3.6115968108294940e-14,4.4061678072136439e-15,5.9415067247857465e-15,20,1.6511184154789674e+01,1.9347419632600847e+01,3.2156216982928498e+00,1.9449720240575445e+01,22,5,2.5547841757444809e+00,1.9176232928232309e+00,2.9166504101207436e-01,-1.2906576468043747e+00,6,132,16,8,24,centered_acceleration_source_consistency_plus_blended_mean_acceleration_velocity_closure,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,trajectory_alpha_sweep,True,True,False,False,True,False,False,False,This trajectory alpha sweep tests whether a source-free blended mean closure can simultaneously preserve order and close terminal velocity. It remains diagnostic until one alpha passes terminal velocity and full-TFE gates.,"Lower-pair rows are 16 centered acceleration source-consistency equations plus (1-alpha)*mean_acceleration + alpha*mean_velocity closure rows. No endpoint source, terminal-row replacement, or projection is used.",8.2335150265865238e-06,9.4528460314046262e-12,2.5547841757444809e+00,1.9176232928232309e+00,0.75,0.75,True
cylindrical_sharp,0.01,0.005,0,8,paper_tfe_lower_pair_source_free_mean_blend_trajectory_alpha_sweep_partial_not_full_tfe,,True,True,6.6332798345719317e-07,5.4284062355344396e-05,7.0934879517289944e-12,6.9416381478373953e-16,3.4067258522493831e-16,7.0436096939872932e-16,1.6489059185322186e-07,5.3351666674080705e-06,2.0235752260986021e-04,6.1299017002429280e-03,132,4.3675860877303654e+08,5.6175859114873665e+03,3.7889744311796385e+05,6.2983397385506745e-14,4.4061678072136439e-15,5.9415067247857465e-15,20,1.6511184154789674e+01,1.9347419632600847e+01,3.4305770295189109e+00,1.9500560811223327e+01,38,5,2.5547841757444809e+00,1.9176232928232309e+00,2.9166504101207436e-01,-1.2906576468043747e+00,6,132,16,8,24,centered_acceleration_source_consistency_plus_blended_mean_acceleration_velocity_closure,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,trajectory_alpha_sweep,True,True,False,False,True,False,False,False,This trajectory alpha sweep tests whether a source-free blended mean closure can simultaneously preserve order and close terminal velocity. It remains diagnostic until one alpha passes terminal velocity and full-TFE gates.,"Lower-pair rows are 16 centered acceleration source-consistency equations plus (1-alpha)*mean_acceleration + alpha*mean_velocity closure rows. No endpoint source, terminal-row replacement, or projection is used.",8.2335150265865238e-06,9.4528460314046262e-12,2.5547841757444809e+00,1.9176232928232309e+00,0.75,0.75,True
cylindrical_smooth,0.04,0.005,0.25,2,paper_tfe_lower_pair_source_free_mean_blend_trajectory_alpha_sweep_partial_not_full_tfe,,True,True,8.7582316484315775e-08,1.2005509420892808e-05,2.5771077962128550e-12,8.8567278082790246e-16,1.0607262633963740e-15,1.3818670270898947e-15,1.5819841050073491e-07,3.9706960224184649e-06,3.1937596405488336e-03,1.4077486126042675e-02,132,3.4386560582847693e+06,4.2332515177534526e+02,8.3042970951688512e+03,2.6029982830987467e-14,3.8184080565964612e-15,4.4087858519822445e-15,20,1.6575151823470364e+01,1.9456826690375223e+01,2.0360764675006080e+00,1.9456826690375223e+01,13,5,5.3360002055398086e+00,6.8189425388772396e+00,9.4674133651391845e-01,-9.7097618246382300e-01,6,132,16,8,24,centered_acceleration_source_consistency_plus_blended_mean_acceleration_velocity_closure,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,trajectory_alpha_sweep,True,True,False,False,True,False,False,False,This trajectory alpha sweep tests whether a source-free blended mean closure can simultaneously preserve order and close terminal velocity. It remains diagnostic until one alpha passes terminal velocity and full-TFE gates.,"Lower-pair rows are 16 centered acceleration source-consistency equations plus (1-alpha)*mean_acceleration + alpha*mean_velocity closure rows. No endpoint source, terminal-row replacement, or projection is used.",8.1409555178678775e-06,9.9018991041343460e-12,2.5547825387156222e+00,1.9176252976333819e+00,1,0.75,True
cylindrical_smooth,0.02,0.005,0.25,4,paper_tfe_lower_pair_source_free_mean_blend_trajectory_alpha_sweep_partial_not_full_tfe,,True,True,4.1561432162480245e-09,2.3561022023468009e-08,3.6725503593483921e-12,7.3605876958266033e-16,2.3151553923148882e-16,7.4084215722390690e-16,7.9753211385783707e-08,2.0255608244379630e-06,8.0381261297118812e-04,4.0560695575045111e-03,132,1.3949306521906182e+07,5.4224081058493243e+02,3.3650431651016785e+04,2.5705164176887951e-14,3.8184080565964612e-15,4.4087858519822445e-15,20,1.6575151823470364e+01,1.9456826690375223e+01,1.2441481584008471e+00,1.9456826690375223e+01,21,5,5.3360002055398086e+00,6.8189425388772396e+00,9.4674133651391845e-01,-9.7097618246382300e-01,6,132,16,8,24,centered_acceleration_source_consistency_plus_blended_mean_acceleration_velocity_closure,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,trajectory_alpha_sweep,True,True,False,False,True,False,False,False,This trajectory alpha sweep tests whether a source-free blended mean closure can simultaneously preserve order and close terminal velocity. It remains diagnostic until one alpha passes terminal velocity and full-TFE gates.,"Lower-pair rows are 16 centered acceleration source-consistency equations plus (1-alpha)*mean_acceleration + alpha*mean_velocity closure rows. No endpoint source, terminal-row replacement, or projection is used.",8.1409555178678775e-06,9.9018991041343460e-12,2.5547825387156222e+00,1.9176252976333819e+00,1,0.75,True
cylindrical_smooth,0.01,0.005,0.25,8,paper_tfe_lower_pair_source_free_mean_blend_trajectory_alpha_sweep_partial_not_full_tfe,,True,True,5.3681444086115740e-11,9.4182043025752347e-10,9.9018991041343460e-12,5.4842585812795160e-16,2.9961838478853940e-16,5.7599274793037383e-16,4.6160411028162628e-08,1.0687387592923430e-06,2.0138320357226803e-04,1.0125503611943096e-03,132,5.6237061637028776e+07,6.9419867296031885e+02,1.1282084735561474e+05,5.6248792148962154e-14,3.8184080565964612e-15,4.4087858519822445e-15,20,1.6575151823470364e+01,1.9456826690375223e+01,6.2840065618576080e-01,1.9456826690375223e+01,37,5,5.3360002055398086e+00,6.8189425388772396e+00,9.4674133651391845e-01,-9.7097618246382300e-01,6,132,16,8,24,centered_acceleration_source_consistency_plus_blended_mean_acceleration_velocity_closure,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,trajectory_alpha_sweep,True,True,False,False,True,False,False,False,This trajectory alpha sweep tests whether a source-free blended mean closure can simultaneously preserve order and close terminal velocity. It remains diagnostic until one alpha passes terminal velocity and full-TFE gates.,"Lower-pair rows are 16 centered acceleration source-consistency equations plus (1-alpha)*mean_acceleration + alpha*mean_velocity closure rows. No endpoint source, terminal-row replacement, or projection is used.",8.1409555178678775e-06,9.9018991041343460e-12,2.5547825387156222e+00,1.9176252976333819e+00,1,0.75,True
cylindrical_sharp,0.04,0.005,0.25,2,paper_tfe_lower_pair_source_free_mean_blend_trajectory_alpha_sweep_partial_not_full_tfe,,True,True,2.2901398488927467e-05,7.7481391606835015e-04,7.4457314689833476e-13,7.7475226094371164e-16,3.8581279588784583e-16,8.6550134564204444e-16,3.7696103846230758e-07,7.8496295673618190e-06,3.1717443787771145e-03,1.9293739091285702e-02,132,1.7573743707681108e+07,2.2072297527071401e+03,1.5064575546435877e+04,1.8974200160110811e-14,4.4061678072136439e-15,5.9415067247857465e-15,20,1.6511184154789674e+01,1.9347419632600847e+01,2.7223417865475152e+00,1.9370353470679333e+01,14,5,2.5547825387156222e+00,1.9176252976333819e+00,2.8583476474972730e-01,-1.8066941221688344e+00,6,132,16,8,24,centered_acceleration_source_consistency_plus_blended_mean_acceleration_velocity_closure,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,trajectory_alpha_sweep,True,True,False,False,True,False,False,False,This trajectory alpha sweep tests whether a source-free blended mean closure can simultaneously preserve order and close terminal velocity. It remains diagnostic until one alpha passes terminal velocity and full-TFE gates.,"Lower-pair rows are 16 centered acceleration source-consistency equations plus (1-alpha)*mean_acceleration + alpha*mean_velocity closure rows. No endpoint source, terminal-row replacement, or projection is used.",8.1409555178678775e-06,9.9018991041343460e-12,2.5547825387156222e+00,1.9176252976333819e+00,0.75,0.75,True
cylindrical_sharp,0.02,0.005,0.25,4,paper_tfe_lower_pair_source_free_mean_blend_trajectory_alpha_sweep_partial_not_full_tfe,,True,True,1.8938209483062790e-06,1.0613494345992948e-03,1.7437189329345819e-12,1.1815799175577466e-15,3.6601678804857700e-16,1.1924265370788117e-15,2.8088812506347283e-07,8.1409555178678775e-06,7.9263562508580395e-04,1.1938905524687656e-02,132,1.1507246206094939e+08,4.5146603699994512e+03,9.8181961741709150e+04,3.5070027835777906e-14,4.4061678072136439e-15,5.9415067247857465e-15,20,1.6511184154789674e+01,1.9347419632600847e+01,3.2156218352283794e+00,1.9449720342662737e+01,22,5,2.5547825387156222e+00,1.9176252976333819e+00,2.8583476474972730e-01,-1.8066941221688344e+00,6,132,16,8,24,centered_acceleration_source_consistency_plus_blended_mean_acceleration_velocity_closure,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,trajectory_alpha_sweep,True,True,False,False,True,False,False,False,This trajectory alpha sweep tests whether a source-free blended mean closure can simultaneously preserve order and close terminal velocity. It remains diagnostic until one alpha passes terminal velocity and full-TFE gates.,"Lower-pair rows are 16 centered acceleration source-consistency equations plus (1-alpha)*mean_acceleration + alpha*mean_velocity closure rows. No endpoint source, terminal-row replacement, or projection is used.",8.1409555178678775e-06,9.9018991041343460e-12,2.5547825387156222e+00,1.9176252976333819e+00,0.75,0.75,True
cylindrical_sharp,0.01,0.005,0.25,8,paper_tfe_lower_pair_source_free_mean_blend_trajectory_alpha_sweep_partial_not_full_tfe,,True,True,6.6333001714174123e-07,5.4284012548002870e-05,9.1126694440260155e-12,7.9476577861138251e-16,2.7841167114889132e-16,8.0735611637180296e-16,1.6372441180342430e-07,5.2815267822592684e-06,2.0235752285241925e-04,6.1299016029233077e-03,132,4.3655986645306414e+08,5.2828940584768870e+03,3.3264076360981981e+05,7.8134222374108930e-14,4.4061678072136439e-15,5.9415067247857465e-15,20,1.6511184154789674e+01,1.9347419632600847e+01,3.4305770522968757e+00,1.9500560907614862e+01,38,5,2.5547825387156222e+00,1.9176252976333819e+00,2.8583476474972730e-01,-1.8066941221688344e+00,6,132,16,8,24,centered_acceleration_source_consistency_plus_blended_mean_acceleration_velocity_closure,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,trajectory_alpha_sweep,True,True,False,False,True,False,False,False,This trajectory alpha sweep tests whether a source-free blended mean closure can simultaneously preserve order and close terminal velocity. It remains diagnostic until one alpha passes terminal velocity and full-TFE gates.,"Lower-pair rows are 16 centered acceleration source-consistency equations plus (1-alpha)*mean_acceleration + alpha*mean_velocity closure rows. No endpoint source, terminal-row replacement, or projection is used.",8.1409555178678775e-06,9.9018991041343460e-12,2.5547825387156222e+00,1.9176252976333819e+00,0.75,0.75,True
cylindrical_smooth,0.04,0.005,0.5,2,paper_tfe_lower_pair_source_free_mean_blend_trajectory_alpha_sweep_partial_not_full_tfe,,True,True,8.7580048223406379e-08,1.2005388601932550e-05,2.5212614402867466e-12,1.4561682196670034e-15,3.2000680638158099e-16,1.4909159064476804e-15,1.5638308145333397e-07,3.8728580495271327e-06,3.1937596401888022e-03,1.4077485963588540e-02,132,3.4262111701829168e+06,4.0773377816612646e+02,9.2198769131636836e+03,3.0278371099947611e-14,3.8184080565964612e-15,4.4087858519822445e-15,20,1.6575151823470364e+01,1.9456826690375223e+01,2.0360769259824476e+00,1.9456826690375223e+01,13,5,5.3326275618605923e+00,6.7868025820649702e+00,9.4593020948515427e-01,-9.1432459996443372e-01,6,132,16,8,24,centered_acceleration_source_consistency_plus_blended_mean_acceleration_velocity_closure,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,trajectory_alpha_sweep,True,True,False,False,True,False,False,False,This trajectory alpha sweep tests whether a source-free blended mean closure can simultaneously preserve order and close terminal velocity. It remains diagnostic until one alpha passes terminal velocity and full-TFE gates.,"Lower-pair rows are 16 centered acceleration source-consistency equations plus (1-alpha)*mean_acceleration + alpha*mean_velocity closure rows. No endpoint source, terminal-row replacement, or projection is used.",7.9598916104115882e-06,9.9459290450077235e-12,2.5547793085281629e+00,1.9176292077019159e+00,1,0.75,True
cylindrical_smooth,0.02,0.005,0.5,4,paper_tfe_lower_pair_source_free_mean_blend_trajectory_alpha_sweep_partial_not_full_tfe,,True,True,4.1533495750698556e-09,2.3495409616803533e-08,3.5214892725184147e-12,8.0872762579050929e-16,2.3680442883342486e-16,8.3059538121311254e-16,7.8127425371557569e-08,1.9844477232341229e-06,8.0381261296827455e-04,4.0560695569911102e-03,132,1.3914631980599361e+07,5.2643067108674347e+02,4.7012853029558319e+04,3.8684450364158079e-14,3.8184080565964612e-15,4.4087858519822445e-15,20,1.6575151823470364e+01,1.9456826690375223e+01,1.2441480109509124e+00,1.9456826690375223e+01,21,5,5.3326275618605923e+00,6.7868025820649702e+00,9.4593020948515427e-01,-9.1432459996443372e-01,6,132,16,8,24,centered_acceleration_source_consistency_plus_blended_mean_acceleration_velocity_closure,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,trajectory_alpha_sweep,True,True,False,False,True,False,False,False,This trajectory alpha sweep tests whether a source-free blended mean closure can simultaneously preserve order and close terminal velocity. It remains diagnostic until one alpha passes terminal velocity and full-TFE gates.,"Lower-pair rows are 16 centered acceleration source-consistency equations plus (1-alpha)*mean_acceleration + alpha*mean_velocity closure rows. No endpoint source, terminal-row replacement, or projection is used.",7.9598916104115882e-06,9.9459290450077235e-12,2.5547793085281629e+00,1.9176292077019159e+00,1,0.75,True
cylindrical_smooth,0.01,0.005,0.5,8,paper_tfe_lower_pair_source_free_mean_blend_trajectory_alpha_sweep_partial_not_full_tfe,,True,True,5.3931621304026628e-11,9.8472262996201651e-10,8.9556300016885857e-12,4.3829764967361701e-16,1.9144044185241156e-16,4.4334072983078124e-16,4.5388462434317081e-08,1.0435778329831678e-06,2.0138320357223827e-04,1.0125503651004302e-03,132,5.6222343893182769e+07,6.7666521054869679e+02,1.5705494765965050e+05,6.1347165004377848e-14,3.8184080565964612e-15,4.4087858519822445e-15,20,1.6575151823470364e+01,1.9456826690375223e+01,6.2840054878286422e-01,1.9456826690375223e+01,37,5,5.3326275618605923e+00,6.7868025820649702e+00,9.4593020948515427e-01,-9.1432459996443372e-01,6,132,16,8,24,centered_acceleration_source_consistency_plus_blended_mean_acceleration_velocity_closure,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,trajectory_alpha_sweep,True,True,False,False,True,False,False,False,This trajectory alpha sweep tests whether a source-free blended mean closure can simultaneously preserve order and close terminal velocity. It remains diagnostic until one alpha passes terminal velocity and full-TFE gates.,"Lower-pair rows are 16 centered acceleration source-consistency equations plus (1-alpha)*mean_acceleration + alpha*mean_velocity closure rows. No endpoint source, terminal-row replacement, or projection is used.",7.9598916104115882e-06,9.9459290450077235e-12,2.5547793085281629e+00,1.9176292077019159e+00,1,0.75,True
cylindrical_sharp,0.04,0.005,0.5,2,paper_tfe_lower_pair_source_free_mean_blend_trajectory_alpha_sweep_partial_not_full_tfe,,True,True,2.2901434143173427e-05,7.7481673534105010e-04,1.3827311873806362e-12,7.7534629766218343e-16,5.1135098822188872e-16,9.2878507441385875e-16,3.7186647059605207e-07,7.5681307813570728e-06,3.1717444068741049e-03,1.9293736607527642e-02,132,1.7519553578375686e+07,2.1077542706537301e+03,1.9015960739995786e+04,2.0593995935674982e-14,4.4061678072136439e-15,5.9415067247857465e-15,20,1.6511184154789674e+01,1.9347419632600847e+01,2.7223426908155095e+00,1.9370353477863311e+01,14,5,2.5547793085281629e+00,1.9176292077019159e+00,2.7395955021566037e-01,-1.4232927125745092e+00,6,132,16,8,24,centered_acceleration_source_consistency_plus_blended_mean_acceleration_velocity_closure,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,trajectory_alpha_sweep,True,True,False,False,True,False,False,False,This trajectory alpha sweep tests whether a source-free blended mean closure can simultaneously preserve order and close terminal velocity. It remains diagnostic until one alpha passes terminal velocity and full-TFE gates.,"Lower-pair rows are 16 centered acceleration source-consistency equations plus (1-alpha)*mean_acceleration + alpha*mean_velocity closure rows. No endpoint source, terminal-row replacement, or projection is used.",7.9598916104115882e-06,9.9459290450077235e-12,2.5547793085281629e+00,1.9176292077019159e+00,0.75,0.75,True
cylindrical_sharp,0.02,0.005,0.5,4,paper_tfe_lower_pair_source_free_mean_blend_trajectory_alpha_sweep_partial_not_full_tfe,,True,True,1.8938132362389426e-06,1.0613496102488845e-03,2.9090748343342176e-12,8.3455391895307154e-16,2.3092976498939429e-16,8.6591500737542751e-16,2.7725723375480811e-07,7.9598916104115882e-06,7.9263562726664908e-04,1.1938904766925884e-02,132,1.1486246677349359e+08,4.3553058602933934e+03,7.7519479142981902e+04,3.4045956890622088e-14,4.4061678072136439e-15,5.9415067247857465e-15,20,1.6511184154789674e+01,1.9347419632600847e+01,3.2156221003938072e+00,1.9449720542566279e+01,22,5,2.5547793085281629e+00,1.9176292077019159e+00,2.7395955021566037e-01,-1.4232927125745092e+00,6,132,16,8,24,centered_acceleration_source_consistency_plus_blended_mean_acceleration_velocity_closure,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,trajectory_alpha_sweep,True,True,False,False,True,False,False,False,This trajectory alpha sweep tests whether a source-free blended mean closure can simultaneously preserve order and close terminal velocity. It remains diagnostic until one alpha passes terminal velocity and full-TFE gates.,"Lower-pair rows are 16 centered acceleration source-consistency equations plus (1-alpha)*mean_acceleration + alpha*mean_velocity closure rows. No endpoint source, terminal-row replacement, or projection is used.",7.9598916104115882e-06,9.9459290450077235e-12,2.5547793085281629e+00,1.9176292077019159e+00,0.75,0.75,True
cylindrical_sharp,0.01,0.005,0.5,8,paper_tfe_lower_pair_source_free_mean_blend_trajectory_alpha_sweep_partial_not_full_tfe,,True,True,6.6333402024987337e-07,5.4283915821161049e-05,9.9459290450077235e-12,7.5743726267917687e-16,2.2259908926338577e-16,7.8648177620104052e-16,1.6143519785632701e-07,5.1766469141158439e-06,2.0235752332526115e-04,6.1299014130431579e-03,132,4.3617563796837425e+08,5.1462699140523537e+03,2.5329988665291568e+05,1.0207316850133595e-13,4.4061678072136439e-15,5.9415067247857465e-15,20,1.6511184154789674e+01,1.9347419632600847e+01,3.4305770960656226e+00,1.9500561095577272e+01,38,5,2.5547793085281629e+00,1.9176292077019159e+00,2.7395955021566037e-01,-1.4232927125745092e+00,6,132,16,8,24,centered_acceleration_source_consistency_plus_blended_mean_acceleration_velocity_closure,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,trajectory_alpha_sweep,True,True,False,False,True,False,False,False,This trajectory alpha sweep tests whether a source-free blended mean closure can simultaneously preserve order and close terminal velocity. It remains diagnostic until one alpha passes terminal velocity and full-TFE gates.,"Lower-pair rows are 16 centered acceleration source-consistency equations plus (1-alpha)*mean_acceleration + alpha*mean_velocity closure rows. No endpoint source, terminal-row replacement, or projection is used.",7.9598916104115882e-06,9.9459290450077235e-12,2.5547793085281629e+00,1.9176292077019159e+00,0.75,0.75,True
cylindrical_smooth,0.04,0.005,0.75,2,paper_tfe_lower_pair_source_free_mean_blend_trajectory_alpha_sweep_partial_not_full_tfe,,True,True,8.7573862305324331e-08,1.2005057094060681e-05,2.6765831922637098e-12,1.1925365694810233e-15,1.8512497633824588e-16,1.2068200886684824e-15,1.5126156163448466e-07,3.5968356152716055e-06,3.1937596391727972e-03,1.4077485503924876e-02,132,3.4245572687639790e+06,3.8095132307410415e+02,1.7567344816177680e+04,2.8683144056206831e-14,3.8184080565964612e-15,4.4087858519822445e-15,20,1.6575151823470364e+01,1.9456826690375223e+01,2.0360782192799727e+00,1.9456826690375223e+01,13,5,5.1101296718588793e+00,6.3801927204654332e+00,9.3166491836787924e-01,-8.5679213380789532e-01,6,132,16,8,24,centered_acceleration_source_consistency_plus_blended_mean_acceleration_velocity_closure,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,trajectory_alpha_sweep,True,True,False,False,True,False,False,False,This trajectory alpha sweep tests whether a source-free blended mean closure can simultaneously preserve order and close terminal velocity. It remains diagnostic until one alpha passes terminal velocity and full-TFE gates.,"Lower-pair rows are 16 centered acceleration source-consistency equations plus (1-alpha)*mean_acceleration + alpha*mean_velocity closure rows. No endpoint source, terminal-row replacement, or projection is used.",7.4473271223943258e-06,8.7785141015577373e-12,2.5547699977471434e+00,1.9176401931388665e+00,1,0.75,True
cylindrical_smooth,0.02,0.005,0.75,4,paper_tfe_lower_pair_source_free_mean_blend_trajectory_alpha_sweep_partial_not_full_tfe,,True,True,4.1466638309410169e-09,2.3583076708320835e-08,3.8655856722096102e-12,7.5612891188673245e-16,2.1550862865473447e-16,7.6012961514487880e-16,7.3521214610242421e-08,1.8671210429577334e-06,8.0381261295980465e-04,4.0560695613461890e-03,132,1.3904486942007584e+07,4.9410476901793578e+02,7.7450115832681695e+04,3.9340356967026098e-14,3.8184080565964612e-15,4.4087858519822445e-15,20,1.6575151823470364e+01,1.9456826690375223e+01,1.2441475485096374e+00,1.9456826690375223e+01,21,5,5.1101296718588793e+00,6.3801927204654332e+00,9.3166491836787924e-01,-8.5679213380789532e-01,6,132,16,8,24,centered_acceleration_source_consistency_plus_blended_mean_acceleration_velocity_closure,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,trajectory_alpha_sweep,True,True,False,False,True,False,False,False,This trajectory alpha sweep tests whether a source-free blended mean closure can simultaneously preserve order and close terminal velocity. It remains diagnostic until one alpha passes terminal velocity and full-TFE gates.,"Lower-pair rows are 16 centered acceleration source-consistency equations plus (1-alpha)*mean_acceleration + alpha*mean_velocity closure rows. No endpoint source, terminal-row replacement, or projection is used.",7.4473271223943258e-06,8.7785141015577373e-12,2.5547699977471434e+00,1.9176401931388665e+00,1,0.75,True
cylindrical_smooth,0.01,0.005,0.75,8,paper_tfe_lower_pair_source_free_mean_blend_trajectory_alpha_sweep_partial_not_full_tfe,,True,True,7.3412477047850495e-11,1.7302364461770561e-09,8.7785141015577373e-12,5.5209204490740932e-16,3.5402010550761910e-17,5.5306986231994532e-16,4.3181261227380947e-08,9.8855859679984611e-07,2.0138320357231742e-04,1.0125503775136992e-03,132,5.6227309073422201e+07,6.3690574590303856e+02,2.4875806381938208e+05,5.6385814913823985e-14,3.8184080565964612e-15,4.4087858519822445e-15,20,1.6575151823470364e+01,1.9456826690375223e+01,6.2840022620456049e-01,1.9456826690375223e+01,37,5,5.1101296718588793e+00,6.3801927204654332e+00,9.3166491836787924e-01,-8.5679213380789532e-01,6,132,16,8,24,centered_acceleration_source_consistency_plus_blended_mean_acceleration_velocity_closure,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,trajectory_alpha_sweep,True,True,False,False,True,False,False,False,This trajectory alpha sweep tests whether a source-free blended mean closure can simultaneously preserve order and close terminal velocity. It remains diagnostic until one alpha passes terminal velocity and full-TFE gates.,"Lower-pair rows are 16 centered acceleration source-consistency equations plus (1-alpha)*mean_acceleration + alpha*mean_velocity closure rows. No endpoint source, terminal-row replacement, or projection is used.",7.4473271223943258e-06,8.7785141015577373e-12,2.5547699977471434e+00,1.9176401931388665e+00,1,0.75,True
cylindrical_sharp,0.04,0.005,0.75,2,paper_tfe_lower_pair_source_free_mean_blend_trajectory_alpha_sweep_partial_not_full_tfe,,True,True,2.2901534954749389e-05,7.7482470240846410e-04,1.1384581470088381e-12,1.3122888051268237e-15,2.8894215488414934e-16,1.3437222469432743e-15,3.5747744478186243e-07,6.7732949782451570e-06,3.1717444863593679e-03,1.9293729586396212e-02,132,1.7382302235214911e+07,1.9881839248292067e+03,1.9472143464867353e+04,3.9359401238101921e-14,4.4061678072136439e-15,5.9415067247857465e-15,20,1.6511184154789674e+01,1.9347419632600847e+01,2.7223452438247708e+00,1.9370353498148759e+01,14,5,2.5547699977471434e+00,1.9176401931388665e+00,2.3646465134745662e-01,-1.2940583692193386e+00,6,132,16,8,24,centered_acceleration_source_consistency_plus_blended_mean_acceleration_velocity_closure,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,trajectory_alpha_sweep,True,True,False,False,True,False,False,False,This trajectory alpha sweep tests whether a source-free blended mean closure can simultaneously preserve order and close terminal velocity. It remains diagnostic until one alpha passes terminal velocity and full-TFE gates.,"Lower-pair rows are 16 centered acceleration source-consistency equations plus (1-alpha)*mean_acceleration + alpha*mean_velocity closure rows. No endpoint source, terminal-row replacement, or projection is used.",7.4473271223943258e-06,8.7785141015577373e-12,2.5547699977471434e+00,1.9176401931388665e+00,0.75,0.75,True
