case,history_mode,matrix_law,gain,h,status,error_message,bootstrap_step_count,newton_converged,residual_norm,min_jacobian_rank,raw_terminal_endpoint_velocity_constraint_norm,history_source_norm,source_curvature_norm,candidate_basis_rank,candidate_augmented_rank,candidate_independent_target_rank,candidate_projection_relative_residual,candidate_max_row_relative_residual,candidate_missing_direction_rank,candidate_missing_direction_dominant_variable_family,candidate_missing_direction_dominant_variable_fraction,candidate_missing_direction_stage0_fraction,candidate_missing_direction_stage1_fraction,candidate_missing_direction_stage2_fraction,candidate_spans_terminal_bridge,candidate_closure_value_delta_from_recurrent_norm,candidate_closure_value_delta_from_recurrent_relative,uses_stage2_translation_velocity_matrix_feature,uses_stage2_velocity_matrix_feature,target_bridge_used_for_scoring_only,accepted_h_sweep_present,full_tfe_stage_replacement
cylindrical_smooth,post_one_step,stage2_translation_velocity_row_broadcast_feature,100000000.0,0.04,paper_tfe_lower_pair_recurrent_stage2_translation_velocity_matrix_differential_audit_gap_not_full_tfe,,1,True,2.4825205374532975e-12,132,4.020786763889641e-06,7.946977087299714e-14,1.0761766132525447e-14,24,32,8,0.851354169956555,0.991052742080156,8,translation_velocity_v,0.4559400875220476,0.018743744073061088,0.018613959892060855,0.962642296034878,False,3.646896872580451e-08,837542.4517278266,True,True,True,False,False
cylindrical_smooth,post_one_step,stage2_translation_velocity_row_broadcast_feature,1000000000000.0,0.04,paper_tfe_lower_pair_recurrent_stage2_translation_velocity_matrix_differential_audit_gap_not_full_tfe,,1,True,2.4825205374532975e-12,132,4.020786763889641e-06,7.946977087299714e-14,1.0761766132525447e-14,24,32,8,0.8034760340297135,0.989564518215451,8,angular_velocity_w,0.45616746941568403,0.006133931248537996,0.006091459091411899,0.9877746096600503,False,1.6924157206831777e-07,3886783.9195045284,True,True,True,False,False
cylindrical_smooth,post_one_step,stage2_translation_velocity_column_broadcast_feature,100000000.0,0.04,paper_tfe_lower_pair_recurrent_stage2_translation_velocity_matrix_differential_audit_gap_not_full_tfe,,1,True,2.4825205374532975e-12,132,4.020786763889641e-06,7.946977087299714e-14,1.0761766132525447e-14,24,32,8,0.7684397546586164,0.9621952537107497,8,angular_velocity_w,0.4776779114897728,0.0592741804660925,0.060573242364888244,0.8801525771690192,False,1.1620858147937608e-07,2668833.905774297,True,True,True,False,False
cylindrical_smooth,post_one_step,stage2_translation_velocity_column_broadcast_feature,1000000000000.0,0.04,paper_tfe_lower_pair_recurrent_stage2_translation_velocity_matrix_differential_audit_gap_not_full_tfe,,1,True,2.4825205374532975e-12,132,4.020786763889641e-06,7.946977087299714e-14,1.0761766132525447e-14,24,32,8,0.7161115907689214,0.9082706293179909,8,angular_velocity_w,0.5047802214951117,0.020474284703283656,0.02151097155132282,0.9580147437453935,False,7.760503897330646e-07,17822690.599459164,True,True,True,False,False
cylindrical_smooth,post_one_step,stage2_translation_velocity_symmetric_broadcast_feature,100000000.0,0.04,paper_tfe_lower_pair_recurrent_stage2_translation_velocity_matrix_differential_audit_gap_not_full_tfe,,1,True,2.4825205374532975e-12,132,4.020786763889641e-06,7.946977087299714e-14,1.0761766132525447e-14,24,32,8,0.8333771595240802,0.9661231493769149,8,angular_velocity_w,0.4145305489613707,0.040425599735676665,0.04088130483651748,0.9186930954278059,False,6.772293987001951e-08,1555317.8244060986,True,True,True,False,False
cylindrical_smooth,post_one_step,stage2_translation_velocity_symmetric_broadcast_feature,1000000000000.0,0.04,paper_tfe_lower_pair_recurrent_stage2_translation_velocity_matrix_differential_audit_gap_not_full_tfe,,1,True,2.4825205374532975e-12,132,4.020786763889641e-06,7.946977087299714e-14,1.0761766132525447e-14,24,32,8,0.6710487361218542,0.9084112551624308,8,angular_velocity_w,0.5745389025758101,0.032941017159182136,0.030095082338981474,0.9369639005018365,False,7.409480032345136e-07,17016532.92961829,True,True,True,False,False
cylindrical_smooth,post_one_step,stage2_translation_velocity_diagonal_plus_row_broadcast_feature,100000000.0,0.04,paper_tfe_lower_pair_recurrent_stage2_translation_velocity_matrix_differential_audit_gap_not_full_tfe,,1,True,2.4825205374532975e-12,132,4.020786763889641e-06,7.946977087299714e-14,1.0761766132525447e-14,24,32,8,0.8511593410857676,0.9910842703315917,8,translation_velocity_v,0.4547259887697743,0.01899168857160359,0.018947536043889383,0.962060775384507,False,4.2020517714816224e-08,965038.7345567411,True,True,True,False,False
cylindrical_smooth,post_one_step,stage2_translation_velocity_diagonal_plus_row_broadcast_feature,1000000000000.0,0.04,paper_tfe_lower_pair_recurrent_stage2_translation_velocity_matrix_differential_audit_gap_not_full_tfe,,1,True,2.4825205374532975e-12,132,4.020786763889641e-06,7.946977087299714e-14,1.0761766132525447e-14,24,32,8,0.7947786511051232,0.9699314489747574,8,angular_velocity_w,0.4643869825731048,0.012226682179615936,0.01218614250859237,0.9755871753117916,False,1.6924336407039307e-07,3886825.0744333374,True,True,True,False,False
cylindrical_smooth,post_one_step,stage2_translation_velocity_feature_outer_stage2_velocity,100000000.0,0.04,paper_tfe_lower_pair_recurrent_stage2_translation_velocity_matrix_differential_audit_gap_not_full_tfe,,1,True,2.4825205374532975e-12,132,4.020786763889641e-06,7.946977087299714e-14,1.0761766132525447e-14,24,32,8,0.8988734840995032,0.9973079186504941,8,translation_velocity_v,0.5560597078802187,3.0717117691610596e-14,3.117681237375904e-14,0.9999999999999379,False,4.114123579316194e-14,0.9448452395895746,True,True,True,False,False
cylindrical_smooth,post_one_step,stage2_translation_velocity_feature_outer_stage2_velocity,1000000000000.0,0.04,paper_tfe_lower_pair_recurrent_stage2_translation_velocity_matrix_differential_audit_gap_not_full_tfe,,1,True,2.4825205374532975e-12,132,4.020786763889641e-06,7.946977087299714e-14,1.0761766132525447e-14,24,32,8,0.8988096748589216,0.9972684919245777,8,translation_velocity_v,0.5560016793315313,3.071293617743972e-06,3.1172481002291906e-06,0.9999938114582821,False,4.1146687478948374e-10,9449.704424247288,True,True,True,False,False
