predictor_law,case,status,position_order,velocity_order,min_position_velocity_order,max_terminal_velocity,max_residual,terminal_velocity_closed,smooth_order_ok,accepted_h_sweep_present,full_tfe_stage_replacement,conclusion
stage02_convex_pose_velocity_hscaled_0p00001_pow_m2_z,cylindrical_smooth,paper_tfe_lower_pair_endpoint_pose_velocity_hscaled_response_audit_not_full_tfe,3.5190514450351276,4.845808674253143,3.5190514450351276,2.508710639757782e-08,9.148988395786821e-12,False,False,False,False,terminal_open_and_order_limited
stage02_convex_pose_velocity_extrapolate_0p00001_0p00002_hpow_m1_z,cylindrical_smooth,paper_tfe_lower_pair_endpoint_pose_velocity_hscaled_response_audit_not_full_tfe,3.523236988267623,4.827985580508317,3.523236988267623,5.003868752135985e-13,7.346252594153034e-12,True,False,False,False,terminal_closed_order_limited
stage02_convex_pose_velocity_extrapolate_0p00001_0p00002_hpow_m2_z,cylindrical_smooth,paper_tfe_lower_pair_endpoint_pose_velocity_hscaled_response_audit_not_full_tfe,3.523171234380061,4.828599113288884,3.523171234380061,8.006612587720164e-12,7.52532305344392e-12,False,False,False,False,terminal_open_and_order_limited
stage02_convex_pose_velocity_extrapolate_0p00001_0p00002_hpow_m3_z,cylindrical_smooth,paper_tfe_lower_pair_endpoint_pose_velocity_hscaled_response_audit_not_full_tfe,3.5153523914198246,4.874881405474029,3.5153523914198246,1.2810672522060307e-10,1.3875373202712052e-11,False,False,False,False,terminal_open_and_order_limited
