case,beta,one_minus_beta,status,error_message,h_values,reference_h,t_final,reference_completed,steps,source_free_converged_steps,position_errors,velocity_errors,terminal_velocity_values,residual_values,position_order,velocity_order,min_position_velocity_order,max_terminal_velocity,max_residual_norm,min_jacobian_rank,max_raw_jacobian_condition,max_scaled_jacobian_condition,terminal_velocity_closed,smooth_order_ok,terminal_tolerance,smooth_order_floor,row_families_substituted,stage_rows_substituted,source_consistency_rows,order_closure_blend_closure_rows,source_free_lower_pair_rows,lower_pair_row_formula,linear_solve_policy,output_policy,start_z0_policy,external_endpoint_source_removed,endpoint_boundary_source_removed,terminal_row_replacement_used,projection_used,trajectory_h_sweep_present,accepted_h_sweep_present,full_tfe_stage_replacement,conclusion
cylindrical_smooth,0.9,0.09999999999999998,paper_tfe_lower_pair_source_free_near_final_beta_boundary_tradeoff_not_full_tfe,,"0.04,0.02",0.01,0.04,True,"1,2","1,2","4.4017659678799874e-08,4.3541113282623324e-10","3.0603625378449059e-07,7.7255008201350457e-09","1.9911724367389052e-10,1.1155259872754453e-06","7.0735912453314159e-13,4.3412044783839509e-12",6.659560336551041,5.307930296440854,5.307930296440854,1.1155259872754453e-06,4.341204478383951e-12,132,21180908.90456232,482.36176807553926,False,True,1e-12,5.0,6,132,16,8,24,centered_acceleration_source_consistency_plus_order_closure_blend,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,True,True,False,False,False,False,False,order_preserved_but_terminal_open
cylindrical_smooth,0.99,0.010000000000000009,paper_tfe_lower_pair_source_free_near_final_beta_boundary_tradeoff_not_full_tfe,,"0.04,0.02",0.01,0.04,True,"1,2","1,2","4.4043436931316867e-08,4.3998519292306420e-10","3.0440954761023881e-07,8.4175873763014497e-09","8.0238561020144680e-11,6.1971889998796305e-07","8.9117657397657128e-13,3.3360178303712057e-12",6.645328271119799,5.176463006926374,5.176463006926374,6.197188999879631e-07,3.3360178303712057e-12,132,123817720.20779972,3017.8397674054504,False,True,1e-12,5.0,6,132,16,8,24,centered_acceleration_source_consistency_plus_order_closure_blend,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,True,True,False,False,False,False,False,order_preserved_but_terminal_open
cylindrical_smooth,0.999,0.0010000000000000009,paper_tfe_lower_pair_source_free_near_final_beta_boundary_tradeoff_not_full_tfe,,"0.04,0.02",0.01,0.04,True,"1,2","1,2","4.4075916332523407e-08,4.5412667872005371e-10","3.0335101726255974e-07,1.1674786047765098e-08","1.1511646323441494e-11,1.1382259199953953e-07","1.4864553528305756e-12,1.6393095555572210e-12",6.600751959370342,4.699520132890058,4.699520132890058,1.1382259199953953e-07,1.639309555557221e-12,132,228659486.01055753,5610.3502406647785,False,False,1e-12,5.0,6,132,16,8,24,centered_acceleration_source_consistency_plus_order_closure_blend,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,True,True,False,False,False,False,False,diagnostic_tradeoff_row
cylindrical_smooth,0.9999,9.999999999998899e-05,paper_tfe_lower_pair_source_free_near_final_beta_boundary_tradeoff_not_full_tfe,,"0.04,0.02",0.01,0.04,True,"1,2","1,2","4.4082743034251411e-08,4.5767968869233388e-10","3.0321141190108779e-07,1.3120895340301662e-08","1.2034808671336030e-12,1.2421546414671876e-08","8.8420194032553499e-13,2.5156912359235425e-12",6.589731919520711,4.530385978243131,4.530385978243131,1.2421546414671876e-08,2.5156912359235425e-12,132,249675157.70427766,6130.046939919907,False,False,1e-12,5.0,6,132,16,8,24,centered_acceleration_source_consistency_plus_order_closure_blend,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,True,True,False,False,False,False,False,diagnostic_tradeoff_row
cylindrical_smooth,0.99999,9.99999999995449e-06,paper_tfe_lower_pair_source_free_near_final_beta_boundary_tradeoff_not_full_tfe,,"0.04,0.02",0.01,0.04,True,"1,2","1,2","4.4083487646288327e-08,4.5805460398343920e-10","3.0319705743633026e-07,1.3301717886406011e-08","1.2103245419442174e-13,1.2536010124753631e-09","6.8655856884153981e-13,1.4224951879955273e-12",6.58857496637436,4.510571268416634,4.510571268416634,1.253601012475363e-09,1.4224951879955273e-12,132,251989763.1270315,6187.285055315874,False,False,1e-12,5.0,6,132,16,8,24,centered_acceleration_source_consistency_plus_order_closure_blend,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,True,True,False,False,False,False,False,diagnostic_tradeoff_row
cylindrical_smooth,0.999999,1.0000000000287557e-06,paper_tfe_lower_pair_source_free_near_final_beta_boundary_tradeoff_not_full_tfe,,"0.04,0.02",0.01,0.04,True,"1,2","1,2","4.4083562700733052e-08,4.5809238497071444e-10","3.0319561661081499e-07,1.3320207149326930e-08","1.2085098615136251e-14,1.2547573980737071e-10","1.0731545220201333e-12,2.3462016715765297e-12",6.588458432029389,4.508560472406787,4.508560472406787,1.2547573980737071e-10,2.3462016715765297e-12,132,252223572.2049045,6193.066945155496,False,False,1e-12,5.0,6,132,16,8,24,centered_acceleration_source_consistency_plus_order_closure_blend,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,True,True,False,False,False,False,False,diagnostic_tradeoff_row
cylindrical_smooth,0.99999999,1.0000000050247593e-08,paper_tfe_lower_pair_source_free_near_final_beta_boundary_tradeoff_not_full_tfe,,"0.04,0.02",0.01,0.04,True,"1,2","1,2","4.4083570366569133e-08,4.5809593392761021e-10","3.0319545834437528e-07,1.3322245530742909e-08","1.1095594595059049e-16,1.2548330695032919e-12","6.9400453872630714e-13,2.4602479225601526e-12",6.58844750602641,4.508338961666922,4.508338961666922,1.254833069503292e-12,2.4602479225601526e-12,132,252249317.48521182,6193.703604310037,False,False,1e-12,5.0,6,132,16,8,24,centered_acceleration_source_consistency_plus_order_closure_blend,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,True,True,False,False,False,False,False,near_final_terminal_boundary_order_collapsed
cylindrical_smooth,1.0,0.0,paper_tfe_lower_pair_source_free_near_final_beta_boundary_tradeoff_not_full_tfe,,"0.04,0.02",0.01,0.04,True,"1,2","1,2","4.4083570731304994e-08,4.5809592979027866e-10","3.0319545678744566e-07,1.3322265927942294e-08","7.8453137228429296e-17,7.0466756796527945e-17","1.1410763597929276e-12,2.5293403096553380e-12",6.588447530992703,4.508336745403036,4.508336745403036,7.84531372284293e-17,2.529340309655338e-12,132,252249577.58688003,6193.710035871978,True,False,1e-12,5.0,6,132,16,8,24,centered_acceleration_source_consistency_plus_order_closure_blend,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,True,True,False,False,False,False,False,terminal_closed_final_stage_branch
