case,run_type,label,tol,h,reference_h,t_final,status,error_message,runtime_sec,position_error,velocity_error,accepted_steps,rejected_steps,min_step,max_step,mean_step,max_error_estimate,mean_error_estimate,max_endpoint_constraint_norm,max_endpoint_velocity_constraint_norm,total_newton_iterations,notes
cylindrical_sharp,fixed,fixed_h0.04,,0.04,0.0025,0.08,ok,,5.57006469e-02,9.4687000887409327e-06,2.3563491582302121e-03,2,0,4.0000000000000001e-02,4.0000000000000001e-02,4.0000000000000001e-02,0.0000000000000000e+00,0.0000000000000000e+00,2.6715482925265279e-12,2.1776111066408072e-16,13,Fixed projected dense Gauss6 sharp-friction baseline against the h=0.0025 reference.
cylindrical_sharp,fixed,fixed_h0.02,,0.02,0.0025,0.08,ok,,1.33441832e-01,1.5608526242178383e-06,5.5998539083403521e-04,4,0,2.0000000000000000e-02,2.0000000000000000e-02,2.0000000000000000e-02,0.0000000000000000e+00,0.0000000000000000e+00,9.3781198224608634e-14,1.8690986808578665e-16,25,Fixed projected dense Gauss6 sharp-friction baseline against the h=0.0025 reference.
cylindrical_sharp,fixed,fixed_h0.01,,0.01,0.0025,0.08,ok,,1.92821529e-01,6.6852007031817765e-07,5.6971678585595857e-05,8,0,1.0000000000000000e-02,1.0000000000000000e-02,1.0000000000000000e-02,0.0000000000000000e+00,0.0000000000000000e+00,3.1220459372221449e-15,1.7905702219492236e-14,48,Fixed projected dense Gauss6 sharp-friction baseline against the h=0.0025 reference.
cylindrical_sharp,adaptive,adaptive_step_doubling_tol5e-04,5.0000000000000001e-04,,0.0025,0.08,ok,,3.09311429e-01,4.0492495391314159e-08,6.4874721001242302e-06,3,1,1.2017401233968911e-02,4.0000000000000001e-02,2.6666666666666668e-02,4.7118012067331474e-05,2.5882340890717229e-05,1.4087125222699987e-14,7.5640716533908776e-14,74.0,Adaptive projected dense Gauss6 diagnostic: one full step and two half steps estimate local error; the two-half-step state is accepted.
cylindrical_sharp,adaptive,adaptive_step_doubling_tol1e-04,1.0000000000000000e-04,,0.0025,0.08,ok,,4.40973745e-01,2.5185036602133420e-09,4.1391799035837149e-07,4,2,5.3030691657219159e-03,4.0000000000000001e-02,2.0000000000000000e-02,2.2835210929266120e-05,6.7340517184564424e-06,1.0673979297368065e-14,1.9976144114682816e-14,111.0,Adaptive projected dense Gauss6 diagnostic: one full step and two half steps estimate local error; the two-half-step state is accepted.
cylindrical_sharp,adaptive,adaptive_step_doubling_tol2e-05,2.0000000000000002e-05,,0.0025,0.08,ok,,6.59301118e-01,2.3243224449694718e-09,3.8064787510276551e-07,5,3,2.2659075448753785e-03,4.0000000000000001e-02,1.6000000000000000e-02,1.4319805653898337e-05,3.0348466434737591e-06,1.0396530577155016e-14,3.8208029498844243e-15,147.0,Adaptive projected dense Gauss6 diagnostic: one full step and two half steps estimate local error; the two-half-step state is accepted.
