case,h,reference_h,t_final,status,error_message,runtime_sec,position_error,velocity_error,accepted_steps,max_endpoint_constraint_norm,max_endpoint_velocity_constraint_norm,total_newton_iterations,position_observed_order_all,velocity_observed_order_all,position_tail_order,velocity_tail_order,position_error_reduction_vs_h0025,velocity_error_reduction_vs_h0025,runtime_factor_vs_h0025,notes
cylindrical_sharp,0.005,0.000625,0.08,ultra_high_order_recovered,,4.11331958e-01,1.6132846940541831e-08,1.5063852127044048e-07,16,8.7116308385243110e-16,2.5257935885232340e-15,96,7.5211550042086426e+00,5.7250051002368458e+00,7.6262085573154854e+00,8.2785325937454104e+00,5.8550554491895550e-03,1.1099159943353529e-01,4.9336691949223160e-01,"Ultra-deep fixed projected dense Gauss6 sharp-case refinement audit. The sweep shifts the tail interval down to h=0.0025 to h=0.00125 against an h=0.000625 reference, testing whether the Brown-McPhee sharp branch recovers high-order velocity behavior under another global refinement level."
cylindrical_sharp,0.0025,0.000625,0.08,ultra_high_order_recovered,,8.33724236e-01,9.4458713390160496e-11,1.6719610412108814e-08,32,8.6650150006025064e-16,4.2674589821931802e-16,192,7.5211550042086426e+00,5.7250051002368458e+00,7.6262085573154854e+00,8.2785325937454104e+00,1.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,"Ultra-deep fixed projected dense Gauss6 sharp-case refinement audit. The sweep shifts the tail interval down to h=0.0025 to h=0.00125 against an h=0.000625 reference, testing whether the Brown-McPhee sharp branch recovers high-order velocity behavior under another global refinement level."
cylindrical_sharp,0.00125,0.000625,0.08,ultra_high_order_recovered,,1.56481176e+00,4.7810633351661712e-13,5.3844273654530308e-11,64,2.1593353152370059e-15,4.1144061024195269e-16,384,7.5211550042086426e+00,5.7250051002368458e+00,7.6262085573154854e+00,8.2785325937454104e+00,1.9756842101502400e+02,3.1051789312607940e+02,1.8768936963055129e+00,"Ultra-deep fixed projected dense Gauss6 sharp-case refinement audit. The sweep shifts the tail interval down to h=0.0025 to h=0.00125 against an h=0.000625 reference, testing whether the Brown-McPhee sharp branch recovers high-order velocity behavior under another global refinement level."
