model,mapping_scope,method,h,reference,t_final,status,error_message,steps,runtime_sec,position_l2_error,velocity_l2_error,orientation_error_rad,omega_l2_error,theta_error,theta_dot_error,max_stage_residual_norm,max_trans_dynamics_residual,max_rot_dynamics_residual,max_drive_position_abs,max_drive_velocity_abs,max_drive_acceleration_abs,max_pivot_constraint_norm,max_axis_constraint_norm,max_pivot_force_norm,max_axis_multiplier_norm,max_drive_multiplier_abs,total_newton_iterations,position_observed_order,velocity_observed_order,orientation_observed_order,omega_observed_order,notes
single_pendulum,embedded_driven_fullva_residual,gauss6_stage_drive_dynamics_newton,0.2,analytic_theta,0.2,ok,,1,6.57868451e-01,2.5330767630293004e-10,2.5040158729532265e-09,1.2665379856002801e-10,1.2496086387869809e-09,1.2665379856002801e-10,1.2496086387869809e-09,2.7112608365649255e-13,8.0388733884609289e-14,1.7053025658242404e-13,7.3660708765910243e-06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.1577900685256577e+02,0.0000000000000000e+00,3.1703239110735291e+02,3,6.0057764820662953e+00,6.0038995789113345e+00,6.0065424704467709e+00,6.0039268668741350e+00,"In-residual driven single-pendulum dynamics check: each Gauss6 stage solves a square residual containing theta collocation, ASME driven velocity/acceleration rows, translational dynamics, rotational dynamics, pivot reactions, axis multipliers, and the drive multiplier. The DP1 drive-position residual is reported as a diagnostic. The ASME pivot/axis geometry is embedded in the scalar theta coordinate, so this is a driven FullVA residual bridge rather than the final general absolute-coordinate four-example implementation."
single_pendulum,embedded_driven_fullva_residual,gauss6_stage_drive_dynamics_newton,0.1,analytic_theta,0.2,ok,,2,4.35768696e-03,3.9419156021096746e-12,3.8965465253331457e-11,1.9708679133145779e-12,1.9445445254007154e-11,1.9708679133145779e-12,1.9445445254007154e-11,2.5101387204079435e-13,8.0388733884609289e-14,1.7053025658242404e-13,4.6223017791113818e-07,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.2482537254520128e+02,0.0000000000000000e+00,3.1772332187596317e+02,6,6.0057764820662953e+00,6.0038995789113345e+00,6.0065424704467709e+00,6.0039268668741350e+00,"In-residual driven single-pendulum dynamics check: each Gauss6 stage solves a square residual containing theta collocation, ASME driven velocity/acceleration rows, translational dynamics, rotational dynamics, pivot reactions, axis multipliers, and the drive multiplier. The DP1 drive-position residual is reported as a diagnostic. The ASME pivot/axis geometry is embedded in the scalar theta coordinate, so this is a driven FullVA residual bridge rather than the final general absolute-coordinate four-example implementation."
single_pendulum,embedded_driven_fullva_residual,gauss6_stage_drive_dynamics_newton,0.05,analytic_theta,0.2,ok,,4,8.21289292e-03,6.1349441614594998e-14,6.0803607813650506e-13,3.0642155479654321e-14,3.0342395263005528e-13,3.0642155479654321e-14,3.0342395263005528e-13,9.1877330670606371e-13,4.4396129373505198e-13,5.1159076974727213e-13,2.8916249283916784e-08,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.2951626368141399e+02,0.0000000000000000e+00,3.1789455616100327e+02,8,6.0057764820662953e+00,6.0038995789113345e+00,6.0065424704467709e+00,6.0039268668741350e+00,"In-residual driven single-pendulum dynamics check: each Gauss6 stage solves a square residual containing theta collocation, ASME driven velocity/acceleration rows, translational dynamics, rotational dynamics, pivot reactions, axis multipliers, and the drive multiplier. The DP1 drive-position residual is reported as a diagnostic. The ASME pivot/axis geometry is embedded in the scalar theta coordinate, so this is a driven FullVA residual bridge rather than the final general absolute-coordinate four-example implementation."
