case,h,reference_h,steps,source_sign,status,error_message,reference_completed,trajectory_completed,position_error_vs_direct_endpoint_source_reference,velocity_error_vs_direct_endpoint_source_reference,max_direct_endpoint_velocity_source_norm,max_direct_endpoint_velocity_source_lifted_norm,max_acceleration_predictor_terminal_velocity_norm,max_source_insertion_terminal_velocity_norm,max_source_insertion_residual_norm,max_terminal_source_reconstruction_relative_error,max_raw_jacobian_condition,max_scaled_jacobian_condition,max_condition_reduction_raw_to_scaled,min_jacobian_rank,initial_z0_residual_norm,initial_z0_jacobian_rank,initial_z0_jacobian_condition,max_terminal_z0_update_delta_norm,max_terminal_z0_norm,max_terminal_vs_gauss_position_delta_norm,max_terminal_vs_gauss_velocity_delta_norm,source_ready_step_count,source_insertion_residual_clean_step_count,source_insertion_converged_step_count,total_newton_iterations,total_acceleration_predictor_newton_iterations,total_source_insertion_newton_iterations,max_newton_iterations,position_observed_order,velocity_observed_order,direct_source_observed_power_h,direct_terminal_velocity_observed_power_h,linear_solve_policy,output_policy,start_z0_policy,source_policy,terminal_velocity_closure_used,terminal_row_replacement_source_used,bounded_recurrent_source_present,trajectory_h_sweep_present,accepted_h_sweep_present,full_tfe_stage_replacement,blocking_gap,notes
cylindrical_smooth,0.04,0.005,2,1,paper_tfe_lower_pair_direct_endpoint_velocity_source_bounded_trajectory_not_full_tfe,,True,True,8.7587871295500015e-08,1.2005515855330961e-05,4.0207900796013746e-06,8.0415801592027485e-07,4.0207900796013746e-06,3.8733610709001018e-06,5.9788604324056724e-13,0.0000000000000000e+00,3.4482190897219391e+06,4.5102180069983234e+02,7.8046302546462966e+03,132,4.4087858519822445e-15,20,1.6575151823470364e+01,2.0360762327750130e+00,1.9456826690375223e+01,3.1937596407329545e-03,1.4077486209107270e-02,2,2,2,17,8,4,5,5.3327604897018928e+00,6.7874936288103891e+00,9.6622432909054523e-01,9.4592066324649027e-01,iterative_equilibrated,raw_terminal_paper_lobatto_node_no_endpoint_projection,consistent_initial_acceleration_then_recurrent_terminal_z,direct_acceleration_predictor_raw_endpoint_velocity_source,False,False,True,True,False,False,"The direct endpoint-velocity source removes terminal-closure source dependence and is bounded over the trajectory h-sweep, but it is still an endpoint-boundary source and is not yet the final independent paper TFE stage residual.","Uses C_v at the raw terminal Lobatto node of the paper acceleration predictor as the lower-pair stage source, then inserts sqrt(h*b_i)*C_v into each lower-pair stage block."
cylindrical_smooth,0.02,0.005,4,1,paper_tfe_lower_pair_direct_endpoint_velocity_source_bounded_trajectory_not_full_tfe,,True,True,4.1531655528724060e-09,2.3495698876261633e-08,2.0222637583091888e-06,2.8599128336964410e-07,2.0222637583091888e-06,1.9851889215894185e-06,3.8496535887052449e-12,0.0000000000000000e+00,1.3980129018832700e+07,5.8383358803381566e+02,2.8441544102741394e+04,132,4.4087858519822445e-15,20,1.6575151823470364e+01,1.2441478673820257e+00,1.9456826690375223e+01,8.0381261297307930e-04,4.0560695459648409e-03,4,4,4,28,16,7,5,5.3327604897018928e+00,6.7874936288103891e+00,9.6622432909054523e-01,9.4592066324649027e-01,iterative_equilibrated,raw_terminal_paper_lobatto_node_no_endpoint_projection,consistent_initial_acceleration_then_recurrent_terminal_z,direct_acceleration_predictor_raw_endpoint_velocity_source,False,False,True,True,False,False,"The direct endpoint-velocity source removes terminal-closure source dependence and is bounded over the trajectory h-sweep, but it is still an endpoint-boundary source and is not yet the final independent paper TFE stage residual.","Uses C_v at the raw terminal Lobatto node of the paper acceleration predictor as the lower-pair stage source, then inserts sqrt(h*b_i)*C_v into each lower-pair stage block."
cylindrical_smooth,0.01,0.005,8,1,paper_tfe_lower_pair_direct_endpoint_velocity_source_bounded_trajectory_not_full_tfe,,True,True,5.3926500400732350e-11,9.8379015086949216e-10,1.0533832020614059e-06,1.0533832020614059e-07,1.0533832020614059e-06,1.0437271892845420e-06,7.9703169031498567e-12,0.0000000000000000e+00,5.6327858331183031e+07,7.5578452876694644e+02,9.3408355531669353e+04,132,4.4087858519822445e-15,20,1.6575151823470364e+01,6.2840057521724335e-01,1.9456826690375223e+01,2.0138320357235582e-04,1.0125503571640382e-03,8,8,8,52,32,15,5,5.3327604897018928e+00,6.7874936288103891e+00,9.6622432909054523e-01,9.4592066324649027e-01,iterative_equilibrated,raw_terminal_paper_lobatto_node_no_endpoint_projection,consistent_initial_acceleration_then_recurrent_terminal_z,direct_acceleration_predictor_raw_endpoint_velocity_source,False,False,True,True,False,False,"The direct endpoint-velocity source removes terminal-closure source dependence and is bounded over the trajectory h-sweep, but it is still an endpoint-boundary source and is not yet the final independent paper TFE stage residual.","Uses C_v at the raw terminal Lobatto node of the paper acceleration predictor as the lower-pair stage source, then inserts sqrt(h*b_i)*C_v into each lower-pair stage block."
cylindrical_sharp,0.04,0.005,2,1,paper_tfe_lower_pair_direct_endpoint_velocity_source_bounded_trajectory_not_full_tfe,,True,True,2.2901360621640863e-05,7.7481195432451203e-04,7.9937028782850053e-06,1.5987405756570011e-06,7.9937028782850053e-06,7.7006004314694341e-06,8.3467949189943818e-13,0.0000000000000000e+00,1.7602680781535100e+07,2.3372332237779115e+03,1.3960085912264314e+04,132,5.9415067247857465e-15,20,1.6511184154789674e+01,2.7223413237629051e+00,1.9370353467002587e+01,3.1717443644073183e-03,1.9293740362116705e-02,2,2,2,18,9,4,5,2.5547770899849516e+00,1.9176248076632652e+00,3.0668007673845304e-01,2.8637641744715464e-01,iterative_equilibrated,raw_terminal_paper_lobatto_node_no_endpoint_projection,consistent_initial_acceleration_then_recurrent_terminal_z,direct_acceleration_predictor_raw_endpoint_velocity_source,False,False,True,True,False,False,"The direct endpoint-velocity source removes terminal-closure source dependence and is bounded over the trajectory h-sweep, but it is still an endpoint-boundary source and is not yet the final independent paper TFE stage residual.","Uses C_v at the raw terminal Lobatto node of the paper acceleration predictor as the lower-pair stage source, then inserts sqrt(h*b_i)*C_v into each lower-pair stage block."
cylindrical_sharp,0.02,0.005,4,1,paper_tfe_lower_pair_direct_endpoint_velocity_source_bounded_trajectory_not_full_tfe,,True,True,1.8938111881910488e-06,1.0613493395462508e-03,8.1180066192360982e-06,1.1480595060358250e-06,8.1180066192360982e-06,7.9691764965280498e-06,4.0299031351741368e-12,0.0000000000000000e+00,1.1518144763011049e+08,4.8970883402621221e+03,1.0950985225177732e+05,132,5.9415067247857465e-15,20,1.6511184154789674e+01,3.2156210034509738e+00,1.9449720239953937e+01,7.9263562394140167e-04,1.1938905452922954e-02,4,4,4,29,17,7,5,2.5547770899849516e+00,1.9176248076632652e+00,3.0668007673845304e-01,2.8637641744715464e-01,iterative_equilibrated,raw_terminal_paper_lobatto_node_no_endpoint_projection,consistent_initial_acceleration_then_recurrent_terminal_z,direct_acceleration_predictor_raw_endpoint_velocity_source,False,False,True,True,False,False,"The direct endpoint-velocity source removes terminal-closure source dependence and is bounded over the trajectory h-sweep, but it is still an endpoint-boundary source and is not yet the final independent paper TFE stage residual.","Uses C_v at the raw terminal Lobatto node of the paper acceleration predictor as the lower-pair stage source, then inserts sqrt(h*b_i)*C_v into each lower-pair stage block."
cylindrical_sharp,0.01,0.005,8,1,paper_tfe_lower_pair_direct_endpoint_velocity_source_bounded_trajectory_not_full_tfe,,True,True,6.6333393083415668e-07,5.4283911978782390e-05,5.2252635170150267e-06,5.2252635170150269e-07,5.2252635170150267e-06,5.1773652675675901e-06,8.7903660345010805e-12,0.0000000000000000e+00,4.3675974397901404e+08,5.8300754641609092e+03,3.5838043275587686e+05,132,5.9415067247857465e-15,20,1.6511184154789674e+01,3.4305764248791681e+00,1.9500560813623974e+01,2.0235752259620618e-04,6.1299015471129393e-03,8,8,8,53,33,15,5,2.5547770899849516e+00,1.9176248076632652e+00,3.0668007673845304e-01,2.8637641744715464e-01,iterative_equilibrated,raw_terminal_paper_lobatto_node_no_endpoint_projection,consistent_initial_acceleration_then_recurrent_terminal_z,direct_acceleration_predictor_raw_endpoint_velocity_source,False,False,True,True,False,False,"The direct endpoint-velocity source removes terminal-closure source dependence and is bounded over the trajectory h-sweep, but it is still an endpoint-boundary source and is not yet the final independent paper TFE stage residual.","Uses C_v at the raw terminal Lobatto node of the paper acceleration predictor as the lower-pair stage source, then inserts sqrt(h*b_i)*C_v into each lower-pair stage block."
