model,mapping_scope,method,h,reference,reference_h,t_final,status,error_message,steps,runtime_sec,reference_runtime_sec,constraint_count,generalized_dim,total_newton_iterations,max_newton_iterations,max_position_constraint_norm,max_velocity_constraint_norm,max_acceleration_constraint_norm,max_so3_fro,max_trans_dynamics_residual,max_rot_dynamics_residual,max_dynamics_residual_norm,max_multiplier_norm,lambda_traj_linf,lambda_observed_order,notes
four_link,four_slider_closed_loop_reaction_dynamics,local_kinematic_fullva_multiplier_reconstruction,0.02,local_kinematic_fullva_h0.001,0.001,0.2,ok,,10,2.62336590e-02,5.31393530e-01,18,18,45,5,5.2181054950060110e-15,1.7268664684808598e-15,9.5209311455583436e-15,1.0962488116565350e-15,6.0786713022298047e-14,8.6195647712710959e-14,1.0504011528702864e-13,4.2946224502251863e+02,6.8212102632969618e-13,-4.3723455895806929e-01,"Reaction-dynamics reconstruction for the accepted four_link and slider_crank local kinematic FullVA closed-loop solves. After Phi=0, Phi_q qdot=nu, and Phi_q qdd=gamma are solved, the run reconstructs multipliers from Phi_q^T lambda = [F-Ma; -(J alpha + omega x J omega)] and checks translational and rotational Newton-Euler residuals. This supplies the local dynamic/reaction rows for these driven closed-loop examples."
four_link,four_slider_closed_loop_reaction_dynamics,local_kinematic_fullva_multiplier_reconstruction,0.01,local_kinematic_fullva_h0.001,0.001,0.2,ok,,20,5.26401170e-02,5.31393530e-01,18,18,84,4,6.7443344697345748e-15,2.1218451021113957e-15,1.0523719661889688e-14,1.0417335480045955e-15,8.4470390597676601e-14,7.9825348348480508e-14,1.0280575601569374e-13,4.2946224502251886e+02,7.9580786405131221e-13,-4.3723455895806929e-01,"Reaction-dynamics reconstruction for the accepted four_link and slider_crank local kinematic FullVA closed-loop solves. After Phi=0, Phi_q qdot=nu, and Phi_q qdd=gamma are solved, the run reconstructs multipliers from Phi_q^T lambda = [F-Ma; -(J alpha + omega x J omega)] and checks translational and rotational Newton-Euler residuals. This supplies the local dynamic/reaction rows for these driven closed-loop examples."
four_link,four_slider_closed_loop_reaction_dynamics,local_kinematic_fullva_multiplier_reconstruction,0.005,local_kinematic_fullva_h0.001,0.001,0.2,ok,,40,1.17732308e-01,5.31393530e-01,18,18,164,4,6.6244709543139300e-15,2.9790718040763107e-15,7.8898122468476068e-15,1.4226258339522945e-15,9.9666125230907718e-14,8.9303110218563649e-14,1.3382220299057966e-13,4.2946224502251869e+02,1.2505552149377763e-12,-4.3723455895806929e-01,"Reaction-dynamics reconstruction for the accepted four_link and slider_crank local kinematic FullVA closed-loop solves. After Phi=0, Phi_q qdot=nu, and Phi_q qdd=gamma are solved, the run reconstructs multipliers from Phi_q^T lambda = [F-Ma; -(J alpha + omega x J omega)] and checks translational and rotational Newton-Euler residuals. This supplies the local dynamic/reaction rows for these driven closed-loop examples."
slider_crank,four_slider_closed_loop_reaction_dynamics,local_kinematic_fullva_multiplier_reconstruction,0.02,local_kinematic_fullva_h0.001,0.001,0.2,ok,,10,3.38646810e-02,6.52809644e-01,18,18,52,5,8.9755228868478836e-16,1.2548878776561525e-16,6.8568771877111369e-16,7.7510770434289130e-16,6.1180050732376685e-15,1.8385916038818736e-15,6.2920547862365190e-15,3.4270339381893677e+01,1.1368683772161603e-13,-7.2147174792435886e-01,"Reaction-dynamics reconstruction for the accepted four_link and slider_crank local kinematic FullVA closed-loop solves. After Phi=0, Phi_q qdot=nu, and Phi_q qdd=gamma are solved, the run reconstructs multipliers from Phi_q^T lambda = [F-Ma; -(J alpha + omega x J omega)] and checks translational and rotational Newton-Euler residuals. This supplies the local dynamic/reaction rows for these driven closed-loop examples."
slider_crank,four_slider_closed_loop_reaction_dynamics,local_kinematic_fullva_multiplier_reconstruction,0.01,local_kinematic_fullva_h0.001,0.001,0.2,ok,,20,6.01497060e-02,6.52809644e-01,18,18,89,5,5.5975230077037272e-16,4.7577000319699484e-16,8.4381058327089094e-16,1.0413382365439278e-15,6.1180050732376685e-15,2.5187981586776531e-15,6.2920547862365190e-15,3.4308926782970701e+01,1.5099033134902129e-13,-7.2147174792435886e-01,"Reaction-dynamics reconstruction for the accepted four_link and slider_crank local kinematic FullVA closed-loop solves. After Phi=0, Phi_q qdot=nu, and Phi_q qdd=gamma are solved, the run reconstructs multipliers from Phi_q^T lambda = [F-Ma; -(J alpha + omega x J omega)] and checks translational and rotational Newton-Euler residuals. This supplies the local dynamic/reaction rows for these driven closed-loop examples."
slider_crank,four_slider_closed_loop_reaction_dynamics,local_kinematic_fullva_multiplier_reconstruction,0.005,local_kinematic_fullva_h0.001,0.001,0.2,ok,,40,1.21525122e-01,6.52809644e-01,18,18,163,4,8.9904388386428070e-16,4.5694126668841374e-16,1.2039530823061351e-15,1.4529094046998060e-15,6.1487194431201424e-15,2.4213598699451544e-15,6.4924050158874451e-15,3.4311528862243200e+01,3.0908609005564358e-13,-7.2147174792435886e-01,"Reaction-dynamics reconstruction for the accepted four_link and slider_crank local kinematic FullVA closed-loop solves. After Phi=0, Phi_q qdot=nu, and Phi_q qdd=gamma are solved, the run reconstructs multipliers from Phi_q^T lambda = [F-Ma; -(J alpha + omega x J omega)] and checks translational and rotational Newton-Euler residuals. This supplies the local dynamic/reaction rows for these driven closed-loop examples."
