case,predictor_law,source_law_family,status,error_message,h_values,reference_h,t_final,reference_completed,steps,source_free_converged_steps,position_errors,velocity_errors,terminal_velocity_values,residual_values,position_order,velocity_order,min_position_velocity_order,max_terminal_velocity,max_residual_norm,min_jacobian_rank,max_raw_jacobian_condition,max_scaled_jacobian_condition,terminal_velocity_closed,smooth_order_ok,terminal_tolerance,smooth_order_floor,row_families_substituted,stage_rows_substituted,source_consistency_rows,endpoint_pose_velocity_predictor_closure_rows,source_free_lower_pair_rows,history_source_block_count,history_source_bootstrap_policy,lower_pair_row_formula,linear_solve_policy,output_policy,start_z0_policy,external_endpoint_source_removed,endpoint_boundary_source_removed,terminal_row_replacement_used,projection_used,target_jacobian_used_for_formula,target_direction_oracle_used,trajectory_h_sweep_present,accepted_h_sweep_present,full_tfe_stage_replacement,conclusion
cylindrical_smooth,recurrent_fourhistory_velocity_terminal_source0ab5_z,four_history_source_law,paper_tfe_lower_pair_recurrent_four_history_source_law_trajectory_screen_not_full_tfe,,"0.04,0.02",0.01,0.04,True,"1,2","1,2","4.3969464032330749e-08,5.1161480972812897e-10","3.0860569660633505e-07,1.8119008702359052e-08","5.0269785973453680e-08,6.3030388249498374e-07","7.4449761919742438e-13,1.9036193803708522e-12",6.425300110081839,4.090188760834922,4.090188760834922,6.303038824949837e-07,1.903619380370852e-12,132,91898190.11119881,353.13296023579767,False,False,1e-12,5.0,6,132,16,8,24,4,four_zero_initial_blocks_then_stage0_source_estimate_shift_register,centered_acceleration_source_consistency_plus_recurrent_four_history_source_law_trajectory_screen,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,True,True,False,False,False,False,False,False,False,source_law_tradeoff_row
cylindrical_smooth,recurrent_fourhistory_velocity_terminal_source0ab5curvature_z,four_history_source_law,paper_tfe_lower_pair_recurrent_four_history_source_law_trajectory_screen_not_full_tfe,,"0.04,0.02",0.01,0.04,True,"1,2","1,2","4.3969464212565099e-08,5.1161506746069965e-10","3.0860569659413534e-07,1.8119008664040880e-08","5.0269786010690824e-08,6.3030388253140658e-07","7.4522631734487666e-13,2.0607690242112681e-12",6.425299389219484,4.090188763828908,4.090188763828908,6.303038825314066e-07,2.060769024211268e-12,132,91905936.81807289,353.39461435265935,False,False,1e-12,5.0,6,132,16,8,24,4,four_zero_initial_blocks_then_stage0_source_estimate_shift_register,centered_acceleration_source_consistency_plus_recurrent_four_history_source_law_trajectory_screen,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,True,True,False,False,False,False,False,False,False,source_law_tradeoff_row
cylindrical_smooth,recurrent_fourhistory_velocity_terminal_source0historysnap_z,four_history_source_law,paper_tfe_lower_pair_recurrent_four_history_source_law_trajectory_screen_not_full_tfe,,"0.04,0.02",0.01,0.04,True,"1,2","1,2","4.3915079429003985e-08,4.7345533935755711e-10","3.1225017093833070e-07,7.6983283439384156e-09","7.9173179690140096e-08,2.9497546012416228e-07","6.9599905032844303e-13,3.0760100007643786e-12",6.535344259021221,5.342013346075086,5.342013346075086,2.949754601241623e-07,3.0760100007643786e-12,132,144874779.6082408,555.597667151899,False,True,1e-12,5.0,6,132,16,8,24,4,four_zero_initial_blocks_then_stage0_source_estimate_shift_register,centered_acceleration_source_consistency_plus_recurrent_four_history_source_law_trajectory_screen,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,True,True,False,False,False,False,False,False,False,source_law_order_preserved_terminal_open
cylindrical_smooth,recurrent_fourhistory_velocity_terminal_source01historyslopejerksnap_z,four_history_source_law,paper_tfe_lower_pair_recurrent_four_history_source_law_trajectory_screen_not_full_tfe,,"0.04,0.02",0.01,0.04,True,"1,2","1,2","4.3915079382869316e-08,4.7345536097298045e-10","3.1225017086261278e-07,7.6983283543352636e-09","7.9173179672470459e-08,2.9497546010060089e-07","6.8045701936284138e-13,3.0776376836795974e-12",6.535344191639909,5.342013343776841,5.342013343776841,2.949754601006009e-07,3.0776376836795974e-12,132,144873557.88125867,555.5333865812488,False,True,1e-12,5.0,6,132,16,8,24,4,four_zero_initial_blocks_then_stage0_source_estimate_shift_register,centered_acceleration_source_consistency_plus_recurrent_four_history_source_law_trajectory_screen,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,True,True,False,False,False,False,False,False,False,source_law_order_preserved_terminal_open
